Table 6,,,,,,,,,,,
Crime in the United States, ,,,,,,,,,,
"by Metropolitan Statistical Area, 2007",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft
"Lake Havasu City-Kingman, AZ M.S.A.",,"199,339", ,,,,, ,,,
,Includes Mohave County,,,,,,,,,,
,City of Lake Havasu City,"58,699",134,5,20,8,101,"1,813",307,"1,388",118
,City of Kingman,"28,306",89,1,8,16,64,"2,070",415,"1,485",170
,Total area actually reporting,100.0%,563,16,34,78,435,"8,997","2,242","5,977",778
,"Rate per 100,000 inhabitants",,282.4,8.0,17.1,39.1,218.2,"4,513.4","1,124.7","2,998.4",390.3
"Lakeland-Winter Haven, FL M.S.A.",,"568,435",,,,,,,,,
,Includes Polk County,, ,,,,,,,,
,City of Lakeland,"91,009",600,6,39,201,354,"5,372","1,093","3,956",323
,City of Winter Haven,"31,556",218,2,20,76,120,"2,008",507,"1,355",146
,Total area actually reporting,99.5%,"3,020",31,190,731,"2,068","22,251","6,292","14,337","1,622"
,Estimated total,100.0%,"3,038",31,191,737,"2,079","22,368","6,318","14,417","1,633"
,"Rate per 100,000 inhabitants",,534.4,5.5,33.6,129.7,365.7,"3,935.0","1,111.5","2,536.3",287.3
"Lancaster, PA M.S.A.",,"496,516", ,,,,, ,,,
,Includes Lancaster County,,,,,,,,,,
,City of Lancaster,"54,562",515,5,38,241,231,"3,252",556,"2,441",255
,Total area actually reporting,97.4%,978,12,104,385,477,"10,377","1,948","7,779",650
,Estimated total,100.0%,"1,007",12,106,393,496,"10,636","1,987","7,984",665
,"Rate per 100,000 inhabitants",,202.8,2.4,21.3,79.2,99.9,"2,142.1",400.2,"1,608.0",133.9
"Lansing-East Lansing, MI M.S.A.",,"452,907",,,,,,,,,
,"Includes Clinton, Eaton, and Ingham Counties",, ,,,,,,,,
,City of Lansing,"113,643","1,244",16,92,269,867,"4,124","1,252","2,517",355
,City of East Lansing,"45,979",201,0,22,34,145,978,231,700,47
,Total area actually reporting,96.9%,"1,983",21,247,387,"1,328","11,354","2,824","7,853",677
,Estimated total,100.0%,"2,028",21,252,397,"1,358","11,774","2,904","8,150",720
,"Rate per 100,000 inhabitants",,447.8,4.6,55.6,87.7,299.8,"2,599.7",641.2,"1,799.5",159.0
"Laredo, TX M.S.A.",,"237,170", ,,,,, ,,,
,Includes Webb County,,,,,,,,,,
,City of Laredo,"221,253","1,281",10,81,325,865,"13,949","1,878","10,534","1,537"
,Total area actually reporting,100.0%,"1,342",13,82,340,907,"14,399","2,015","10,800","1,584"
,"Rate per 100,000 inhabitants",,565.8,5.5,34.6,143.4,382.4,"6,071.2",849.6,"4,553.7",667.9
"Las Cruces, NM M.S.A.2",,"196,085", ,,,,, ,,,
,Includes Dona Ana County,,,,,,,,,,
,City of Las Cruces2,"87,958",437,6,40,96,295,"4,278",860,"3,158",260
,Total area actually reporting,98.9%,860,10,96,125,629,"5,802","1,346","4,027",429
,Estimated total,100.0%,873,10,97,126,640,"5,868","1,363","4,068",437
,"Rate per 100,000 inhabitants",,445.2,5.1,49.5,64.3,326.4,"2,992.6",695.1,"2,074.6",222.9
"Las Vegas-Paradise, NV M.S.A.",,"1,834,533",,,,,,,,,
,Includes Clark County,, ,,,,,,,,
,City of Las Vegas Metropolitan Police Department,"1,341,156","13,641",119,723,"5,251","7,548","58,897","15,296","27,156","16,445"
,Total area actually reporting,100.0%,"16,272",157,849,"6,185","9,081","75,766","19,784","35,846","20,136"
,"Rate per 100,000 inhabitants",,887.0,8.6,46.3,337.1,495.0,"4,130.0","1,078.4","1,954.0","1,097.6"
"Lawrence, KS M.S.A.",,"114,212", ,,,,, ,,,
,Includes Douglas County,,,,,,,,,,
,City of Lawrence,"90,044",409,0,48,63,298,"5,030",550,"4,283",197
,Total area actually reporting,100.0%,471,2,59,66,344,"5,774",688,"4,855",231
,"Rate per 100,000 inhabitants",,412.4,1.8,51.7,57.8,301.2,"5,055.5",602.4,"4,250.9",202.3
"Lawton, OK M.S.A.",,"109,016", ,,,,, ,,,
,Includes Comanche County,,,,,,,,,,
,City of Lawton,"86,864","1,075",9,75,184,807,"4,638","1,555","2,813",270
,Total area actually reporting,100.0%,"1,092",10,80,187,815,"4,871","1,619","2,960",292
,"Rate per 100,000 inhabitants",,"1,001.7",9.2,73.4,171.5,747.6,"4,468.2","1,485.1","2,715.2",267.9
"Lebanon, PA M.S.A.",,"127,496", ,,,,, ,,,
,Includes Lebanon County,,,,,,,,,,
,City of Lebanon,"24,144",112,1,13,44,54,768,124,581,63
,Total area actually reporting,96.4%,308,1,37,72,198,"2,077",310,"1,663",104
,Estimated total,100.0%,319,1,38,75,205,"2,169",324,"1,736",109
,"Rate per 100,000 inhabitants",,250.2,0.8,29.8,58.8,160.8,"1,701.2",254.1,"1,361.6",85.5
"Lewiston, ID-WA M.S.A.",,"59,973", ,,,,, ,,,
,"Includes Nez Perce County, ID and Asotin County, WA",,,,,,,,,,
,"City of Lewiston, ID","31,356",41,1,12,3,25,"1,258",239,959,60
,Total area actually reporting,100.0%,75,1,13,8,53,"1,883",340,"1,445",98
,"Rate per 100,000 inhabitants",,125.1,1.7,21.7,13.3,88.4,"3,139.7",566.9,"2,409.4",163.4
"Lewiston-Auburn, ME M.S.A.",,"107,169",,,,,,,,,
,Includes Androscoggin County,, ,,,,,,,,
,City of Lewiston,"35,747",97,2,23,34,38,"1,117",260,813,44
,City of Auburn,"23,150",29,2,6,10,11,817,152,633,32
,Total area actually reporting,100.0%,155,4,39,46,66,"2,623",605,"1,908",110
,"Rate per 100,000 inhabitants",,144.6,3.7,36.4,42.9,61.6,"2,447.5",564.5,"1,780.4",102.6
"Lexington-Fayette, KY M.S.A.",,"441,674", ,,,,, ,,,
,"Includes Bourbon, Clark, Fayette, Jessamine, Scott, and Woodford Counties",,,,,,,,,,
,City of Lexington,"272,815","1,790",16,111,550,"1,113","9,349","2,114","6,623",612
,Total area actually reporting,94.4%,"2,028",20,151,624,"1,233","13,915","3,065","10,009",841
,Estimated total,100.0%,"2,070",20,156,636,"1,258","14,344","3,170","10,304",870
,"Rate per 100,000 inhabitants",,468.7,4.5,35.3,144.0,284.8,"3,247.6",717.7,"2,332.9",197.0
"Lima, OH M.S.A.",,"105,114", ,,,,, ,,,
,Includes Allen County,,,,,,,,,,
,City of Lima,"37,767",351,1,46,109,195,"2,633",773,"1,681",179
,Total area actually reporting,91.8%,410,2,61,128,219,"4,097","1,047","2,827",223
,Estimated total,100.0%,426,2,64,134,226,"4,348","1,093","3,018",237
,"Rate per 100,000 inhabitants",,405.3,1.9,60.9,127.5,215.0,"4,136.5","1,039.8","2,871.2",225.5
"Lincoln, NE M.S.A.",,"286,039", ,,,,, ,,,
,Includes Lancaster and Seward Counties,,,,,,,,,,
,City of Lincoln,"243,243","1,325",6,113,173,"1,033","11,755","1,904","9,428",423
,Total area actually reporting,100.0%,"1,358",8,116,175,"1,059","12,619","2,063","10,098",458
,"Rate per 100,000 inhabitants",,474.8,2.8,40.6,61.2,370.2,"4,411.6",721.2,"3,530.3",160.1
"Little Rock-North Little Rock-Conway, AR M.S.A.",,"659,776",,,,,,,,,
,"Includes Faulkner, Grant, Lonoke, Perry, Pulaski, and Saline Counties",,,,,,,,,,
,City of Little Rock,"184,594","2,987",51,123,"1,022","1,791","16,112","3,932","10,915","1,265"
,City of North Little Rock,"58,680",808,18,39,232,519,"5,845","1,537","3,799",509
,City of Conway,"57,245",183,1,39,64,79,"2,319",465,"1,681",173
,Total area actually reporting,99.8%,"5,476",87,318,"1,503","3,568","36,461","9,459","24,193","2,809"
,Estimated total,100.0%,"5,484",87,319,"1,505","3,573","36,520","9,476","24,232","2,812"
,"Rate per 100,000 inhabitants",,831.2,13.2,48.3,228.1,541.5,"5,535.2","1,436.2","3,672.8",426.2
"Logan, UT-ID M.S.A.",,"114,216", ,,,,, ,,,
,"Includes Franklin County, ID and Cache County, UT",,,,,,,,,,
,"City of Logan, UT","48,403",27,0,3,3,21,417,60,337,20
,Total area actually reporting,100.0%,85,0,26,5,54,"1,525",287,"1,184",54
,"Rate per 100,000 inhabitants",,74.4,0.0,22.8,4.4,47.3,"1,335.2",251.3,"1,036.6",47.3
"Longview, TX M.S.A.",,"204,652", ,,,,, ,,,
,"Includes Gregg, Rusk, and Upshur Counties",,,,,,,,,,
,City of Longview,"75,288",723,5,54,185,479,"4,971","1,091","3,415",465
,Total area actually reporting,99.4%,"1,237",9,142,245,841,"9,840","2,286","6,676",878
,Estimated total,100.0%,"1,240",9,142,246,843,"9,882","2,295","6,706",881
,"Rate per 100,000 inhabitants",,605.9,4.4,69.4,120.2,411.9,"4,828.7","1,121.4","3,276.8",430.5
"Longview, WA M.S.A.",,"100,916",,,,,,,,,
,Includes Cowlitz County,, ,,,,,,,,
,City of Longview,"37,068",134,3,45,39,47,"2,341",480,"1,662",199
,Total area actually reporting,100.0%,296,3,82,64,147,"4,378",953,"3,056",369
,"Rate per 100,000 inhabitants",,293.3,3.0,81.3,63.4,145.7,"4,338.3",944.3,"3,028.3",365.7
"Los Angeles-Long Beach-Santa Ana, CA M.S.A.",,"12,929,875",,,,,,,,,
,Includes the Metropolitan Divisions of Los Angeles-Long Beach-Glendale and Santa Ana-Anaheim-Irvine,,,,,,,,,,
,City of Los Angeles,"3,870,487","27,806",395,"1,004","13,481","12,926","101,457","19,629","58,304","23,524"
,City of Long Beach,"473,959","3,426",42,138,"1,506","1,740","12,979","2,905","7,214","2,860"
,City of Santa Ana,"340,223","1,947",23,65,779,"1,080","7,797","1,013","4,684","2,100"
,City of Anaheim,"335,133","1,423",17,96,581,729,"8,798","1,827","5,695","1,276"
,City of Glendale,"200,049",375,2,12,166,195,"3,667",611,"2,533",523
,City of Irvine,"201,872",143,4,19,44,76,"3,256",637,"2,404",215
,City of Pomona,"155,161","1,235",27,32,485,691,"5,211",972,"3,085","1,154"
,City of Pasadena,"145,553",744,11,33,303,397,"4,304",825,"2,993",486
,City of Torrance,"142,970",343,2,21,213,107,"3,187",476,"2,250",461
,City of Orange,"135,818",266,1,8,116,141,"3,049",458,"2,158",433
,City of Fullerton,"133,855",467,5,41,186,235,"4,128",883,"2,731",514
,City of Costa Mesa,"109,835",258,0,39,77,142,"3,336",509,"2,426",401
,City of Burbank,"104,871",274,3,14,98,159,"2,767",487,"1,840",440
,City of Compton,"95,990","1,623",37,42,466,"1,078","2,805",636,"1,034","1,135"
,City of Carson,"94,359",684,16,10,220,438,"2,605",429,"1,593",583
,City of Santa Monica,"88,584",596,2,30,236,328,"3,108",682,"2,099",327
,City of Newport Beach,"80,377",172,1,4,53,114,"2,228",645,"1,429",154
,City of Tustin,"69,945",137,2,17,64,54,"1,575",288,"1,106",181
,City of Montebello,"63,071",242,2,11,116,113,"1,948",482,912,554
,City of Monterey Park,"62,472",196,2,3,126,65,"1,290",273,766,251
,City of Gardena,"59,951",448,5,8,287,148,"1,428",309,703,416
,City of Paramount,"56,508",483,12,11,198,262,"1,936",415,843,678
,City of Arcadia,"56,967",156,2,9,71,74,"1,704",375,"1,183",146
,City of Fountain Valley,"55,973",111,0,8,40,63,"1,443",328,991,124
,City of Cerritos,"52,462",138,0,4,78,56,"1,880",333,"1,242",305
,Total area actually reporting,100.0%,"71,610",941,"2,788","30,737","37,144","331,593","67,583","195,342","68,668"
,"Rate per 100,000 inhabitants",,553.8,7.3,21.6,237.7,287.3,"2,564.5",522.7,"1,510.8",531.1
"Los Angeles-Long Beach-Glendale, CA M.D.",,"9,929,814",,,,,,,,,
,Includes Los Angeles County,,,,,,,,,,
,Total area actually reporting,100.0%,"63,397",864,"2,285","27,682","32,566","266,122","55,027","151,414","59,681"
,"Rate per 100,000 inhabitants",,638.5,8.7,23.0,278.8,328.0,"2,680.0",554.2,"1,524.8",601.0
"Santa Ana-Anaheim-Irvine, CA M.D.",,"3,000,062",,,,,,,,,
,Includes Orange County,,,,,,,,,,
,Total area actually reporting,100.0%,"8,213",77,503,"3,055","4,578","65,471","12,556","43,928","8,987"
,"Rate per 100,000 inhabitants",,273.8,2.6,16.8,101.8,152.6,"2,182.3",418.5,"1,464.2",299.6
"Louisville/Jefferson County, KY-IN M.S.A.",,"1,233,503", ,,,,, ,,,
,"Includes Clark, Floyd, Harrison, and Washington Counties, IN and Bullitt, Henry, Jefferson, Meade, Nelson, Oldham, Shelby, Spencer, and Trimble Counties, KY",,,,,,,,,,
,"City of Louisville Metro, KY","624,030","4,238",71,194,"1,910","2,063","29,543","7,588","18,772","3,183"
,Total area actually reporting,94.0%,"5,200",85,280,"2,261","2,574","43,488","10,720","28,524","4,244"
,Estimated total,100.0%,"5,340",87,291,"2,305","2,657","45,424","11,071","29,961","4,392"
,"Rate per 100,000 inhabitants",,432.9,7.1,23.6,186.9,215.4,"3,682.5",897.5,"2,428.9",356.1
"Lubbock, TX M.S.A.",,"262,990", ,,,,, ,,,
,Includes Crosby and Lubbock Counties,,,,,,,,,,
,City of Lubbock,"213,988","1,953",15,101,259,"1,578","11,684","3,136","7,942",606
,Total area actually reporting,100.0%,"2,092",15,115,267,"1,695","13,038","3,627","8,707",704
,"Rate per 100,000 inhabitants",,795.5,5.7,43.7,101.5,644.5,"4,957.6","1,379.1","3,310.8",267.7
"Lynchburg, VA M.S.A.",,"240,526", ,,,,, ,,,
,"Includes Amherst, Appomattox, Bedford, and Campbell Counties and Bedford and Lynchburg Cities",,,,,,,,,,
,City of Lynchburg,"67,932",332,1,23,81,227,"2,381",465,"1,754",162
,Total area actually reporting,100.0%,562,6,62,123,371,"4,854",857,"3,664",333
,"Rate per 100,000 inhabitants",,233.7,2.5,25.8,51.1,154.2,"2,018.1",356.3,"1,523.3",138.4
"Macon, GA M.S.A.",,"230,317", ,,,,, ,,,
,"Includes Bibb, Crawford, Jones, Monroe, and Twiggs Counties",,,,,,,,,,
,City of Macon,"93,205",732,22,43,302,365,"7,997","1,979","5,166",852
,Total area actually reporting,99.4%,"1,029",30,65,376,558,"11,907","2,902","7,783","1,222"
,Estimated total,100.0%,"1,037",30,65,379,563,"11,972","2,914","7,830","1,228"
,"Rate per 100,000 inhabitants",,450.2,13.0,28.2,164.6,244.4,"5,198.1","1,265.2","3,399.7",533.2
"Madera, CA M.S.A.",,"148,765", ,,,,, ,,,
,Includes Madera County,,,,,,,,,,
,City of Madera,"56,797",415,2,14,97,302,"1,272",460,595,217
,Total area actually reporting,100.0%,746,5,31,118,592,"3,184","1,078","1,600",506
,"Rate per 100,000 inhabitants",,501.5,3.4,20.8,79.3,397.9,"2,140.3",724.6,"1,075.5",340.1
"Madison, WI M.S.A.",,"550,623", ,,,,, ,,,
,"Includes Columbia, Dane, and Iowa Counties",,,,,,,,,,
,City of Madison,"225,370",834,8,57,359,410,"8,224","2,059","5,658",507
,Total area actually reporting,99.6%,"1,304",11,123,444,726,"16,146","3,359","11,956",831
,Estimated total,100.0%,"1,307",11,123,445,728,"16,209","3,367","12,008",834
,"Rate per 100,000 inhabitants",,237.4,2.0,22.3,80.8,132.2,"2,943.8",611.5,"2,180.8",151.5
"Mansfield, OH M.S.A.",,"126,412", ,,,,, ,,,
,Includes Richland County,,,,,,,,,,
,City of Mansfield,"50,004",163,5,40,63,55,"2,886",865,"1,945",76
,Total area actually reporting,100.0%,256,7,66,81,102,"5,487","1,526","3,826",135
,"Rate per 100,000 inhabitants",,202.5,5.5,52.2,64.1,80.7,"4,340.6","1,207.2","3,026.6",106.8
"McAllen-Edinburg-Mission, TX M.S.A.",,"720,595",,,,,,,,,
,Includes Hidalgo County,,,,,,,,,,
,City of McAllen,"129,455",372,6,27,114,225,"7,908",824,"6,537",547
,City of Edinburg,"69,708",269,1,20,52,196,"3,777",683,"2,705",389
,City of Mission,"66,216",94,2,8,32,52,"2,571",370,"1,906",295
,City of Pharr,"63,666",249,7,23,64,155,"3,696",792,"2,586",318
,Total area actually reporting,99.8%,"2,454",37,177,520,"1,720","32,719","6,711","23,155","2,853"
,Estimated total,100.0%,"2,458",37,177,521,"1,723","32,772","6,722","23,193","2,857"
,"Rate per 100,000 inhabitants",,341.1,5.1,24.6,72.3,239.1,"4,547.9",932.8,"3,218.6",396.5
"Medford, OR M.S.A.",,"199,631", ,,,,, ,,,
,Includes Jackson County,,,,,,,,,,
,City of Medford,"71,969",265,0,30,44,191,"3,270",412,"2,662",196
,Total area actually reporting,99.8%,500,3,60,62,375,"6,016",975,"4,656",385
,Estimated total,100.0%,500,3,60,62,375,"6,029",977,"4,666",386
,"Rate per 100,000 inhabitants",,250.5,1.5,30.1,31.1,187.8,"3,020.1",489.4,"2,337.3",193.4
"Memphis, TN-MS-AR M.S.A.",,"1,295,670", ,,,,, ,,,
,"Includes Crittenden County, AR; DeSoto, Marshall, Tate, and Tunica Counties, MS; and Fayette, Shelby, and Tipton Counties, TN",,,,,,,,,,
,City of Memphis,"669,264","13,055",128,452,"4,870","7,605","53,959","14,613","33,146","6,200"
,Total area actually reporting,93.9%,"15,600",150,588,"5,376","9,486","71,775","19,271","44,954","7,550"
,Estimated total,100.0%,"15,780",154,610,"5,424","9,592","74,370","19,933","46,694","7,743"
,"Rate per 100,000 inhabitants",,"1,217.9",11.9,47.1,418.6,740.3,"5,739.9","1,538.4","3,603.8",597.6
"Merced, CA M.S.A.",,"249,018", ,,,,, ,,,
,Includes Merced County,,,,,,,,,,
,City of Merced,"78,186",611,7,28,152,424,"3,821",836,"2,531",454
,Total area actually reporting,100.0%,"1,463",17,79,242,"1,125","9,306","2,434","5,608","1,264"
,"Rate per 100,000 inhabitants",,587.5,6.8,31.7,97.2,451.8,"3,737.1",977.4,"2,252.0",507.6
"Miami-Fort Lauderdale-Pompano Beach, FL M.S.A.",,"5,480,920",,,,,,,,,
,"Includes the Metropolitan Divisions of Fort Lauderdale-Pompano Beach-Deerfield Beach, Miami-Miami Beach-Kendall, and West Palm Beach-Boca Raton-Boynton Beach",,,,,,,,,,
,City of Miami,"410,252","6,119",78,57,"2,537","3,447","21,183","4,829","12,478","3,876"
,City of Fort Lauderdale,"187,995","1,523",25,56,736,706,"9,712","2,266","6,581",865
,City of Pompano Beach,"104,989","1,310",10,63,452,785,"5,369","1,139","3,603",627
,City of West Palm Beach,"101,322","1,158",12,43,574,529,"7,255","1,594","4,748",913
,City of Miami Beach,"86,742","1,072",4,58,448,562,"7,805","1,354","5,607",844
,City of Boca Raton,"86,868",236,5,16,83,132,"3,441",675,"2,596",170
,City of Deerfield Beach,"76,469",500,4,26,144,326,"2,527",571,"1,707",249
,City of Boynton Beach,"69,469",730,6,5,199,520,"3,578",798,"2,507",273
,City of Delray Beach,"65,262",719,3,22,223,471,"3,553",753,"2,504",296
,Total area actually reporting,100.0%,"43,956",429,"1,598","16,075","25,854","256,039","54,562","171,808","29,669"
,"Rate per 100,000 inhabitants",,802.0,7.8,29.2,293.3,471.7,"4,671.5",995.5,"3,134.7",541.3
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL M.D.",,"1,795,143",,,,,,,,,
,Includes Broward County,,,,,,,,,,
,Total area actually reporting,100.0%,"10,893",105,472,"4,051","6,265","68,939","14,183","47,763","6,993"
,"Rate per 100,000 inhabitants",,606.8,5.8,26.3,225.7,349.0,"3,840.3",790.1,"2,660.7",389.6
"Miami-Miami Beach-Kendall, FL M.D.",,"2,401,971",,,,,,,,,
,Includes Miami-Dade County,,,,,,,,,,
,Total area actually reporting,100.0%,"23,740",228,725,"8,872","13,915","131,310","26,713","87,420","17,177"
,"Rate per 100,000 inhabitants",,988.4,9.5,30.2,369.4,579.3,"5,466.8","1,112.1","3,639.5",715.1
"West Palm Beach-Boca Raton-Boynton Beach, FL M.D.",,"1,283,806",,,,,,,,,
,Includes Palm Beach County,,,,,,,,,,
,Total area actually reporting,100.0%,"9,323",96,401,"3,152","5,674","55,790","13,666","36,625","5,499"
,"Rate per 100,000 inhabitants",,726.2,7.5,31.2,245.5,442.0,"4,345.7","1,064.5","2,852.8",428.3
"Michigan City-La Porte, IN M.S.A.",,"110,465",,,,,,,,,
,Includes La Porte County,, ,,,,,,,,
,City of Michigan City,"32,008",146,3,14,82,47,"1,928",306,"1,435",187
,City of La Porte,"21,178",31,0,5,15,11,"1,462",175,"1,217",70
,Total area actually reporting,96.8%,206,7,25,99,75,"4,302",736,"3,244",322
,Estimated total,100.0%,215,7,26,102,80,"4,437",756,"3,348",333
,"Rate per 100,000 inhabitants",,194.6,6.3,23.5,92.3,72.4,"4,016.7",684.4,"3,030.8",301.5
"Midland, TX M.S.A.",,"125,645", ,,,,, ,,,
,Includes Midland County,,,,,,,,,,
,City of Midland,"102,877",343,4,57,76,206,"3,666",833,"2,625",208
,Total area actually reporting,100.0%,438,4,68,82,284,"4,311","1,036","3,043",232
,"Rate per 100,000 inhabitants",,348.6,3.2,54.1,65.3,226.0,"3,431.1",824.5,"2,421.9",184.6
"Milwaukee-Waukesha-West Allis, WI M.S.A.",,"1,516,093",,,,,,,,,
,"Includes Milwaukee, Ozaukee, Washington, and Waukesha Counties",,,,,,,,,,
,City of Milwaukee,"572,938","8,040",105,236,"3,529","4,170","38,199","6,203","24,248","7,748"
,City of Waukesha,"68,162",84,0,12,23,49,"1,405",348,990,67
,City of West Allis,"58,366",220,2,9,91,118,"3,062",584,"2,290",188
,Total area actually reporting,100.0%,"9,230",110,349,"3,974","4,797","60,572","9,365","42,423","8,784"
,"Rate per 100,000 inhabitants",,608.8,7.3,23.0,262.1,316.4,"3,995.3",617.7,"2,798.2",579.4
"Minneapolis-St. Paul-Bloomington, MN-WI M.S.A.5",,"3,202,517",,,,,,,,,
,"Includes Anoka, Carver, Chisago, Dakota, Hennepin, Isanti, Ramsey, Scott, Sherburne, Washington, and Wright Counties, MN5 and Pierce and St. Croix Counties, WI",,,,,,,,,,
,"City of Minneapolis, MN","371,240","5,580",47,452,"2,520","2,561","22,543","6,164","13,203","3,176"
,"City of St. Paul, MN","271,662","2,327",14,173,777,"1,363","11,118","2,696","6,346","2,076"
,"City of Bloomington, MN5","80,218",,0, ,51,61,"3,210",356,"2,674",180
,"City of Plymouth, MN5","70,737",,0,,9,32,"1,359",304,995,60
,"City of Eagan, MN5","63,718",,0,,15,28,"1,515",188,"1,276",51
,"City of Eden Prairie, MN5","61,910",,0,,13,28,"1,475",190,"1,254",31
,"City of Minnetonka, MN5","49,751",,0,,14,21,"1,014",196,776,42
,Total area actually reporting,96.2%,,88,,"4,302","6,014","108,499","20,226","78,577","9,696"
,Estimated total,100.0%,,90,,"4,362","6,129","112,527","20,818","81,775","9,934"
,"Rate per 100,000 inhabitants",,,2.8,,136.2,191.4,"3,513.7",650.1,"2,553.5",310.2
"Missoula, MT M.S.A.",,"102,898", ,,,,, ,,,
,Includes Missoula County,,,,,,,,,,
,City of Missoula,"65,037",218,1,23,36,158,"2,935",255,"2,541",139
,Total area actually reporting,100.0%,305,1,36,38,230,"3,547",379,"2,971",197
,"Rate per 100,000 inhabitants",,296.4,1.0,35.0,36.9,223.5,"3,447.1",368.3,"2,887.3",191.5
"Mobile, AL M.S.A.",,"405,259", ,,,,, ,,,
,Includes Mobile County,,,,,,,,,,
,City of Mobile6,"253,842","1,144",38,23,750,333,"14,136","3,650","9,361","1,125"
,Total area actually reporting,96.8%,"1,764",61,70,946,687,"19,380","5,110","12,550","1,720"
,Estimated total,100.0%,"1,818",62,74,965,717,"19,939","5,228","12,952","1,759"
,"Rate per 100,000 inhabitants",,448.6,15.3,18.3,238.1,176.9,"4,920.1","1,290.0","3,196.0",434.0
"Modesto, CA M.S.A.",,"517,721", ,,,,, ,,,
,Includes Stanislaus County,,,,,,,,,,
,City of Modesto,"208,067","1,490",11,65,452,962,"12,030","2,216","7,850","1,964"
,Total area actually reporting,100.0%,"3,207",27,139,826,"2,215","25,421","5,971","14,712","4,738"
,"Rate per 100,000 inhabitants",,619.4,5.2,26.8,159.5,427.8,"4,910.2","1,153.3","2,841.7",915.2
"Monroe, LA M.S.A.",,"172,092", ,,,,, ,,,
,Includes Ouachita and Union Parishes,,,,,,,,,,
,City of Monroe,"51,350",343,1,20,101,221,"5,096","1,141","3,792",163
,Total area actually reporting,98.8%,747,4,42,155,546,"9,657","2,490","6,796",371
,Estimated total,100.0%,761,4,43,157,557,"9,768","2,511","6,880",377
,"Rate per 100,000 inhabitants",,442.2,2.3,25.0,91.2,323.7,"5,676.0","1,459.1","3,997.9",219.1
"Monroe, MI M.S.A.",,"155,523", ,,,,, ,,,
,Includes Monroe County,,,,,,,,,,
,City of Monroe,"21,787",70,0,7,23,40,709,125,539,45
,Total area actually reporting,100.0%,293,1,35,63,194,"3,270",740,"2,263",267
,"Rate per 100,000 inhabitants",,188.4,0.6,22.5,40.5,124.7,"2,102.6",475.8,"1,455.1",171.7
"Montgomery, AL M.S.A.",,"364,491", ,,,,, ,,,
,"Includes Autauga, Elmore, Lowndes, and Montgomery Counties",,,,,,,,,,
,City of Montgomery,"202,062","1,157",46,54,652,405,"12,843","3,317","8,579",947
,Total area actually reporting,83.0%,"1,427",49,80,731,567,"16,246","4,208","10,870","1,168"
,Estimated total,100.0%,"1,616",52,94,781,689,"17,984","4,685","11,982","1,317"
,"Rate per 100,000 inhabitants",,443.4,14.3,25.8,214.3,189.0,"4,934.0","1,285.4","3,287.3",361.3
"Morgantown, WV M.S.A.",,"115,156", ,,,,, ,,,
,Includes Monongalia and Preston Counties,,,,,,,,,,
,City of Morgantown,"28,951",99,1,27,29,42,"1,025",248,745,32
,Total area actually reporting,96.0%,210,3,40,46,121,"2,605",548,"1,934",123
,Estimated total,100.0%,220,3,41,48,128,"2,748",572,"2,044",132
,"Rate per 100,000 inhabitants",,191.0,2.6,35.6,41.7,111.2,"2,386.3",496.7,"1,775.0",114.6
"Morristown, TN M.S.A.",,"135,710", ,,,,, ,,,
,"Includes Grainger, Hamblen, and Jefferson Counties",,,,,,,,,,
,City of Morristown,"27,147",264,1,23,65,175,"1,905",224,"1,572",109
,Total area actually reporting,100.0%,601,5,45,97,454,"4,946","1,130","3,504",312
,"Rate per 100,000 inhabitants",,442.9,3.7,33.2,71.5,334.5,"3,644.5",832.7,"2,582.0",229.9
"Mount Vernon-Anacortes, WA M.S.A.",,"117,546",,,,,,,,,
,Includes Skagit County,, ,,,,,,,,
,City of Mount Vernon,"30,521",77,0,12,30,35,"2,324",294,"1,866",164
,City of Anacortes,"16,948",17,1,2,1,13,568,95,448,25
,Total area actually reporting,100.0%,228,2,42,67,117,"6,653","1,201","4,969",483
,"Rate per 100,000 inhabitants",,194.0,1.7,35.7,57.0,99.5,"5,659.9","1,021.7","4,227.3",410.9
"Muncie, IN M.S.A.",,"114,292", ,,,,, ,,,
,Includes Delaware County,,,,,,,,,,
,City of Muncie,"64,921",375,1,50,60,264,"2,652",581,"1,932",139
,Total area actually reporting,100.0%,417,1,63,67,286,"3,575",756,"2,630",189
,"Rate per 100,000 inhabitants",,364.9,0.9,55.1,58.6,250.2,"3,128.0",661.5,"2,301.1",165.4
"Muskegon-Norton Shores, MI M.S.A.",,"175,119",,,,,,,,,
,Includes Muskegon County,, ,,,,,,,,
,City of Muskegon,"39,562",389,0,35,77,277,"2,252",396,"1,693",163
,City of Norton Shores,"23,567",59,0,7,11,41,958,135,790,33
,Total area actually reporting,100.0%,880,1,113,165,601,"7,730","1,291","5,997",442
,"Rate per 100,000 inhabitants",,502.5,0.6,64.5,94.2,343.2,"4,414.1",737.2,"3,424.5",252.4
"Myrtle Beach-North Myrtle Beach-Conway, SC M.S.A.",,"247,229",,,,,,,,,
,Includes Horry County,,,,,,,,,,
,City of Myrtle Beach,"29,361",506,2,49,222,233,"5,488","1,011","3,998",479
