Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2017",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft"
,Total area actually reporting,94.2%,, 22 ,, 130 , 371 ," 3,230 "," 1,043 "," 2,017 ", 170 
,Estimated total,100.0%,, 22 ,, 136 , 385 ," 3,471 "," 1,087 "," 2,204 ", 180 
,"Rate per 100,000 inhabitants",,,15.0,,92.6,262.3,"2,364.4",740.5,"1,501.4",122.6
"Rome, GA M.S.A.",,"96,700",,,,,, ,,,
,Includes Floyd County,,,,,,,,,,
,City of Rome,"36,366", 205 , 3 , 6 , 32 , 164 ," 1,480 ", 268 ," 1,151 ", 61 
,Total area actually reporting,100.0%, 322 , 5 , 21 , 43 , 253 ," 2,898 ", 566 ," 2,161 ", 171 
,"Rate per 100,000 inhabitants",,333.0,5.2,21.7,44.5,261.6,"2,996.9",585.3,"2,234.7",176.8
"Sacramento–Roseville–Arden-Arcade, CA M.S.A.",,"2,318,414",,,,,,,,,
,"Includes El Dorado, Placer, Sacramento, and Yolo Counties",,,,,,,,,,
,City of Sacramento,"499,997"," 3,378 ", 39 , 99 ," 1,100 "," 2,140 "," 14,683 "," 2,888 "," 9,077 "," 2,718 "
,City of Roseville,"135,028", 237 , 0 , 27 , 87 , 123 ," 3,322 ", 389 ," 2,623 ", 310 
,City of Folsom,"78,155", 64 , 0 , 21 , 21 , 22 ," 1,229 ", 257 , 847 , 125 
,Total area actually reporting,100.0%," 8,977 ", 99 , 614 ," 2,568 "," 5,696 "," 52,147 "," 9,747 "," 34,682 "," 7,718 "
,"Rate per 100,000 inhabitants",,387.2,4.3,26.5,110.8,245.7,"2,249.3",420.4,"1,495.9",332.9
"Saginaw, MI M.S.A.",,"191,556",,,,,,,,,
,Includes Saginaw County,, ,,,,,,,,
,City of Saginaw,"48,589", 762 , 15 , 50 , 75 , 622 , 913 , 383 , 455 , 75 
,Total area actually reporting,100.0%," 1,214 ", 19 , 131 , 127 , 937 ," 3,165 ", 802 ," 2,199 ", 164 
,"Rate per 100,000 inhabitants",,633.8,9.9,68.4,66.3,489.2,"1,652.3",418.7,"1,148.0",85.6
"Salem, OR M.S.A.4",,"423,228", ,,,,, ,,,
,Includes Marion4 and Polk Counties,,,,,,,,,,
,City of Salem ,"169,565", 641 , 6 , 44 , 167 , 424 ," 7,195 ", 897 ," 5,437 ", 861 
,Total area actually reporting,100.0%," 1,186 ", 14 , 115 , 265 , 792 ," 12,931 "," 1,732 "," 9,521 "," 1,678 "
,"Rate per 100,000 inhabitants",,280.2,3.3,27.2,62.6,187.1,"3,055.3",409.2,"2,249.6",396.5
"Salinas, CA M.S.A.",,"437,962", ,,,,, ,,,
,Includes Monterey County,,,,,,,,,,
,City of Salinas,"158,313"," 1,021 ", 28 , 71 , 358 , 564 ," 4,795 ", 964 ," 2,589 "," 1,242 "
,Total area actually reporting,100.0%," 1,802 ", 43 , 168 , 547 ," 1,044 "," 10,043 "," 1,937 "," 6,026 "," 2,080 "
,"Rate per 100,000 inhabitants",,411.5,9.8,38.4,124.9,238.4,"2,293.1",442.3,"1,375.9",474.9
"Salisbury, MD-DE M.S.A.",,"404,765", ,,,,, ,,,
,"Includes Sussex County, DE and Somerset, Wicomico, and Worcester Counties, MD",,,,,,,,,,
,"City of Salisbury, MD","33,558", 326 , 7 , 21 , 94 , 204 ," 1,784 ", 273 ," 1,443 ", 68 
,Total area actually reporting,100.0%," 1,592 ", 16 , 192 , 320 ," 1,064 "," 10,313 "," 2,001 "," 7,973 ", 339 
,"Rate per 100,000 inhabitants",,393.3,4.0,47.4,79.1,262.9,"2,547.9",494.4,"1,969.8",83.8
"Salt Lake City, UT M.S.A.2",,"1,203,339", ,,,,, ,,,
,Includes Salt Lake and Tooele2 Counties,,,,,,,,,,
,City of Salt Lake City,"194,968"," 1,713 ", 10 , 334 , 508 , 861 ," 15,694 "," 1,884 "," 11,924 "," 1,886 "
,Total area actually reporting,99.9%," 4,821 ", 44 , 999 ," 1,169 "," 2,609 "," 53,353 "," 7,123 "," 39,225 "," 7,005 "
,Estimated total,100.0%," 4,821 ", 44 , 999 ," 1,169 "," 2,609 "," 53,363 "," 7,124 "," 39,233 "," 7,006 "
,"Rate per 100,000 inhabitants",,400.6,3.7,83.0,97.1,216.8,"4,434.6",592.0,"3,260.3",582.2
"San Angelo, TX M.S.A.",,"121,144", ,,,,, ,,,
,Includes Irion and Tom Green Counties,,,,,,,,,,
,City of San Angelo,"101,931", 282 , 3 , 74 , 40 , 165 ," 4,499 ", 802 ," 3,425 ", 272 
,Total area actually reporting,100.0%, 303 , 4 , 92 , 41 , 166 ," 4,912 ", 977 ," 3,631 ", 304 
,"Rate per 100,000 inhabitants",,250.1,3.3,75.9,33.8,137.0,"4,054.7",806.5,"2,997.3",250.9
"San Antonio-New Braunfels, TX M.S.A.2, 3",,"2,476,620", ,,,,, ,,,
,"Includes Atascosa, Bandera, Bexar, Comal, Guadalupe, Kendall, Medina, and Wilson Counties",,,,,,,,,,
,City of San Antonio,"1,520,712"," 10,759 ", 124 ," 1,270 "," 2,298 "," 7,067 "," 73,676 "," 11,722 "," 55,090 "," 6,864 "
,City of New Braunfels,"76,993", 193 , 1 , 33 , 29 , 130 ," 1,321 ", 221 , 952 , 148 
,Total area actually reporting,99.9%," 12,972 ", 159 ," 1,741 "," 2,659 "," 8,413 ",,," 68,938 "," 8,439 "
,Estimated total,100.0%," 12,976 ", 159 ," 1,742 "," 2,660 "," 8,415 ",,," 68,960 "," 8,441 "
,"Rate per 100,000 inhabitants",,523.9,6.4,70.3,107.4,339.8,,,"2,784.4",340.8
"San Diego-Carlsbad, CA M.S.A.",,"3,350,968",,,,,,,,,
,Includes San Diego County,,,,,,,,,,
,City of San Diego,"1,424,116"," 5,221 ", 35 , 559 ," 1,410 "," 3,217 "," 26,246 "," 3,817 "," 17,294 "," 5,135 "
,City of Carlsbad,"115,344", 247 , 0 , 30 , 46 , 171 ," 2,209 ", 432 ," 1,638 ", 139 
,Total area actually reporting,100.0%," 11,296 ", 81 ," 1,098 "," 3,013 "," 7,104 "," 56,816 "," 9,134 "," 37,951 "," 9,731 "
,"Rate per 100,000 inhabitants",,337.1,2.4,32.8,89.9,212.0,"1,695.5",272.6,"1,132.5",290.4
"San Francisco-Oakland-Hayward, CA M.S.A.3",,"4,732,078",,,,,,,,,
,"Includes the Metropolitan Divisions of Oakland-Hayward-Berkeley, San Francisco-Redwood City-South San Francisco, and San Rafael",,,,,,,,,,
,City of San Francisco,"881,255"," 6,301 ", 56 , 367 ," 3,220 "," 2,658 "," 54,356 "," 4,935 "," 44,587 "," 4,834 "
,City of Oakland,"424,915"," 5,521 ", 69 , 400 ," 2,676 "," 2,376 "," 25,422 "," 2,622 "," 17,305 "," 5,495 "
,City of Hayward,"161,417", 563 , 5 , 70 , 306 , 182 ," 5,023 ", 482 ," 2,740 "," 1,801 "
,City of Berkeley,"122,687", 666 , 1 , 83 , 364 , 218 ," 6,020 ", 843 ," 4,556 ", 621 
,City of San Leandro,"91,386", 524 , 2 , 21 , 292 , 209 ," 3,715 ", 460 ," 2,369 ", 886 
,City of Redwood City,"86,353", 209 , 0 , 57 , 61 , 91 ," 1,390 ", 177 ," 1,053 ", 160 
,City of San Ramon,"76,325", 56 , 0 , 8 , 30 , 18 , 974 , 126 , 768 , 80 
,City of Pleasanton,"84,440", 99 , 0 , 13 , 53 , 33 ," 1,661 ", 137 ," 1,406 ", 118 
,City of Walnut Creek,"69,953", 105 , 1 , 2 , 39 , 63 ," 2,304 ", 243 ," 1,871 ", 190 
,City of South San Francisco,"67,533", 234 , 1 , 31 , 72 , 130 ," 1,605 ", 214 ," 1,184 ", 207 
,City of San Rafael,"59,144", 194 , 0 , 21 , 89 , 84 ," 1,627 ", 271 ," 1,091 ", 265 
,Total area actually reporting,100.0%," 22,554 ", 199 ," 1,848 "," 10,314 "," 10,193 ",," 19,501 ",," 25,398 "
,"Rate per 100,000 inhabitants",,476.6,4.2,39.1,218.0,215.4,,412.1,,536.7
"Oakland-Hayward-Berkeley, CA M.D.3",,"2,817,472",,,,,,,,,
,Includes Alameda and Contra Costa Counties,,,,,,,,,,
,Total area actually reporting,100.0%," 13,753 ", 132 ," 1,104 "," 6,317 "," 6,200 ",," 11,086 ",," 18,442 "
,"Rate per 100,000 inhabitants",,488.1,4.7,39.2,224.2,220.1,,393.5,,654.6
"San Francisco-Redwood City-South San Francisco, CA M.D.",,"1,652,939",,,,,,,,,
,Includes San Francisco and San Mateo Counties,,,,,,,,,,
,Total area actually reporting,100.0%," 8,338 ", 63 , 698 ," 3,848 "," 3,729 "," 70,395 "," 7,474 "," 56,440 "," 6,481 "
,"Rate per 100,000 inhabitants",,504.4,3.8,42.2,232.8,225.6,"4,258.8",452.2,"3,414.5",392.1
"San Rafael, CA M.D.",,"261,667",,,,,,,,,
,Includes Marin County,,,,,,,,,,
,Total area actually reporting,100.0%, 463 , 4 , 46 , 149 , 264 ," 5,006 ", 941 ," 3,590 ", 475 
,"Rate per 100,000 inhabitants",,176.9,1.5,17.6,56.9,100.9,"1,913.1",359.6,"1,372.0",181.5
"San Jose-Sunnyvale-Santa Clara, CA M.S.A.",,"2,000,325",,,,,,,,,
,Includes San Benito and Santa Clara Counties,,,,,,,,,,
,City of San Jose,"1,037,529"," 4,188 ", 32 , 571 ," 1,376 "," 2,209 "," 25,323 "," 3,926 "," 13,329 "," 8,068 "
,City of Sunnyvale,"154,919", 182 , 1 , 29 , 56 , 96 ," 2,682 ", 512 ," 1,872 ", 298 
,City of Santa Clara,"127,538", 214 , 2 , 35 , 82 , 95 ," 3,618 ", 408 ," 2,810 ", 400 
,City of Mountain View,"81,525", 150 , 1 , 14 , 44 , 91 ," 1,982 ", 290 ," 1,590 ", 102 
,City of Milpitas,"79,503", 114 , 2 , 12 , 58 , 42 ," 1,978 ", 235 ," 1,447 ", 296 
,City of Palo Alto,"67,441", 90 , 0 , 11 , 39 , 40 ," 1,783 ", 214 ," 1,478 ", 91 
,City of Cupertino,"60,970", 77 , 2 , 9 , 21 , 45 , 970 , 164 , 756 , 50 
,Total area actually reporting,100.0%," 6,178 ", 48 , 827 ," 1,931 "," 3,372 "," 45,510 "," 6,972 "," 28,107 "," 10,431 "
,"Rate per 100,000 inhabitants",,308.8,2.4,41.3,96.5,168.6,"2,275.1",348.5,"1,405.1",521.5
"San Luis Obispo-Paso Robles-Arroyo Grande, CA M.S.A.5",,"284,792",,,,,,,,,
,Includes San Luis Obispo County5,, ,,,,,,,,
,City of San Luis Obispo,"47,934", 178 , 0 , 44 , 23 , 111 ," 1,782 ", 172 ," 1,516 ", 94 
,City of Paso Robles,"32,266", 35 , 0 , 3 , 6 , 26 , 920 , 126 , 731 , 63 
,City of Arroyo Grande,"18,239", 32 , 0 , 3 , 5 , 24 , 311 , 53 , 226 , 32 
,Total area actually reporting,100.0%,, 2 , 96 , 85 ,," 5,812 "," 1,038 "," 4,345 ", 429 
,"Rate per 100,000 inhabitants",,,0.7,33.7,29.8,,"2,040.8",364.5,"1,525.7",150.6
"Santa Cruz-Watsonville, CA M.S.A.",,"276,313",,,,,,,,,
,Includes Santa Cruz County,, ,,,,,,,,
,City of Santa Cruz,"65,132", 409 , 1 , 57 , 103 , 248 ," 3,684 ", 412 ," 2,911 ", 361 
,City of Watsonville,"54,226", 298 , 1 , 41 , 69 , 187 ," 1,711 ", 251 , 995 , 465 
,Total area actually reporting,100.0%," 1,056 ", 3 , 156 , 232 , 665 ," 8,947 "," 1,235 "," 6,445 "," 1,267 "
,"Rate per 100,000 inhabitants",,382.2,1.1,56.5,84.0,240.7,"3,238.0",447.0,"2,332.5",458.5
"Santa Fe, NM M.S.A.",,"149,636",,,,,,,,,
,Includes Santa Fe County,, ,,,,,,,,
,City of Santa Fe,"84,358", 289 , 4 , 36 , 56 , 193 ," 3,178 "," 1,228 "," 1,736 ", 214 
,Total area actually reporting,100.0%, 482 , 5 , 42 , 71 , 364 ," 4,061 "," 1,639 "," 2,171 ", 251 
,"Rate per 100,000 inhabitants",,322.1,3.3,28.1,47.4,243.3,"2,713.9","1,095.3","1,450.9",167.7
"Santa Maria-Santa Barbara, CA M.S.A.",,"449,405",,,,,,,,,
,Includes Santa Barbara County,,,,,,,,,,
,City of Santa Maria,"107,424", 476 , 3 , 58 , 155 , 260 ," 2,354 ", 446 ," 1,231 ", 677 
,City of Santa Barbara,"92,508", 377 , 0 , 67 , 80 , 230 ," 2,499 ", 327 ," 1,968 ", 204 
,Total area actually reporting,100.0%," 1,532 ", 8 , 257 , 327 , 940 ," 8,742 "," 1,663 "," 5,825 "," 1,254 "
,"Rate per 100,000 inhabitants",,340.9,1.8,57.2,72.8,209.2,"1,945.2",370.0,"1,296.2",279.0
"Santa Rosa, CA M.S.A.",,"505,613",,,,,,,,,
,Includes Sonoma County,, ,,,,,,,,
,City of Santa Rosa,"176,361", 722 , 5 , 109 , 126 , 482 ," 3,245 ", 525 ," 2,309 ", 411 
,Total area actually reporting,100.0%," 2,025 ", 12 , 298 , 277 ," 1,438 "," 7,586 "," 1,399 "," 5,358 ", 829 
,"Rate per 100,000 inhabitants",,400.5,2.4,58.9,54.8,284.4,"1,500.4",276.7,"1,059.7",164.0
"Savannah, GA M.S.A.3",,"390,752", ,,,,, ,,,
,"Includes Bryan, Chatham, and Effingham Counties",,,,,,,,,,
,City of Savannah-Chatham Metropolitan,"242,941"," 1,124 ", 35 , 100 , 381 , 608 ," 8,336 "," 1,335 "," 6,061 ", 940 
,Total area actually reporting,100.0%," 1,534 ", 38 , 130 , 440 , 926 ,,," 8,601 "," 1,142 "
,"Rate per 100,000 inhabitants",,392.6,9.7,33.3,112.6,237.0,,,"2,201.1",292.3
"Scranton–Wilkes-Barre–Hazleton, PA M.S.A.",,"554,189",,,,,,,,,
,"Includes Lackawanna, Luzerne, and Wyoming Counties",, ,,,,,,,,
,City of Scranton,"77,499", 198 , 1 , 22 , 90 , 85 ," 1,698 ", 351 ," 1,215 ", 132 
,City of Wilkes-Barre,"40,418", 251 , 2 , 12 , 104 , 133 ," 1,101 ", 225 , 816 , 60 
,City of Hazleton,"24,549", 91 , 1 , 7 , 26 , 57 , 304 , 82 , 191 , 31 
,Total area actually reporting,98.5%," 1,407 ", 22 , 127 , 338 , 920 ," 8,692 "," 1,524 "," 6,752 ", 416 
,Estimated total,100.0%," 1,422 ", 22 , 128 , 342 , 930 ," 8,813 "," 1,538 "," 6,854 ", 421 
,"Rate per 100,000 inhabitants",,256.6,4.0,23.1,61.7,167.8,"1,590.3",277.5,"1,236.8",76.0
"Seattle-Tacoma-Bellevue, WA M.S.A.3, 4",,"3,872,207",,,,,,,,,
,Includes the Metropolitan Divisions of Seattle-Bellevue-Everett and Tacoma-Lakewood,,,,,,,,,,
,City of Seattle,"721,365"," 4,564 ", 27 , 266 ," 1,515 "," 2,756 "," 37,934 "," 7,805 "," 26,499 "," 3,630 "
,City of Tacoma,"213,504"," 1,737 ", 10 , 171 , 403 ," 1,153 "," 11,901 "," 2,073 "," 7,742 "," 2,086 "
,City of Bellevue,"143,703", 144 , 0 , 24 , 55 , 65 ," 4,175 ", 592 ," 3,274 ", 309 
,City of Everett,"110,040", 497 , 5 , 52 , 131 , 309 ," 5,099 ", 869 ," 3,292 ", 938 
,City of Kent,"128,990", 465 , 7 , 70 , 203 , 185 ," 6,928 ", 948 ," 4,666 "," 1,314 "
,City of Renton,"102,470", 328 , 3 , 45 , 113 , 167 ," 5,128 ", 607 ," 3,640 ", 881 
,City of Auburn3,"78,718", 376 , 3 , 64 , 117 , 192 ,,," 2,124 ", 653 
,City of Lakewood,"61,080", 425 , 4 , 54 , 89 , 278 ," 2,793 ", 488 ," 1,927 ", 378 
,City of Redmond,"63,889", 96 , 2 , 11 , 33 , 50 ," 2,077 ", 271 ," 1,695 ", 111 
,Total area actually reporting,100.0%," 13,695 ", 115 ," 1,451 "," 3,955 "," 8,174 ",,," 94,652 "," 18,627 "
,"Rate per 100,000 inhabitants",,353.7,3.0,37.5,102.1,211.1,,,"2,444.4",481.0
"Seattle-Bellevue-Everett, WA M.D.3,4",,"2,996,781",,,,,,,,,
,Includes King4 and Snohomish Counties,,,,,,,,,,
,Total area actually reporting,100.0%," 9,645 ", 91 ," 1,005 "," 3,087 "," 5,462 ",,," 74,313 "," 13,991 "
,"Rate per 100,000 inhabitants",,321.8,3.0,33.5,103.0,182.3,,,"2,479.8",466.9
"Tacoma-Lakewood, WA M.D.3",,"875,426",,,,,,,,,
,Includes Pierce County,,,,,,,,,,
,Total area actually reporting,100.0%," 4,050 ", 24 , 446 , 868 ," 2,712 ",,," 20,339 "," 4,636 "
,"Rate per 100,000 inhabitants",,462.6,2.7,50.9,99.2,309.8,,,"2,323.3",529.6
"Sebastian-Vero Beach, FL M.S.A.",,"154,339", ,,,,, ,,,
,Includes Indian River County,,,,,,,,,,
,City of Sebastian,"25,277", 48 , 0 , 3 , 8 , 37 , 381 , 51 , 312 , 18 
,City of Vero Beach,"17,015", 46 , 0 , 10 , 7 , 29 , 490 , 94 , 376 , 20 
,Total area actually reporting,100.0%, 457 , 3 , 39 , 51 , 364 ," 2,884 ", 532 ," 2,189 ", 163 
,"Rate per 100,000 inhabitants",,296.1,1.9,25.3,33.0,235.8,"1,868.6",344.7,"1,418.3",105.6
"Sebring, FL M.S.A.",,"101,583", ,,,,, ,,,
,Includes Highlands County,,,,,,,,,,
,City of Sebring,"10,679", 68 , 2 , 5 , 12 , 49 , 538 , 129 , 395 , 14 
,Total area actually reporting,100.0%, 329 , 7 , 38 , 42 , 242 ," 2,665 ", 693 ," 1,863 ", 109 
,"Rate per 100,000 inhabitants",,323.9,6.9,37.4,41.3,238.2,"2,623.5",682.2,"1,834.0",107.3
"Sheboygan, WI M.S.A.",,"115,448", ,,,,, ,,,
,Includes Sheboygan County,,,,,,,,,,
,City of Sheboygan,"48,595", 161 , 0 , 40 , 12 , 109 , 821 , 90 , 698 , 33 
,Total area actually reporting,100.0%, 211 , 2 , 66 , 14 , 129 ," 1,416 ", 170 ," 1,202 ", 44 
,"Rate per 100,000 inhabitants",,182.8,1.7,57.2,12.1,111.7,"1,226.5",147.3,"1,041.2",38.1
"Sherman-Denison, TX M.S.A.",,"129,343",,,,,,,,,
,Includes Grayson County,, ,,,,,,,,
,City of Sherman,"42,122", 158 , 2 , 20 , 35 , 101 ," 1,306 ", 287 , 942 , 77 
,City of Denison,"23,814", 107 , 4 , 18 , 15 , 70 , 525 , 115 , 340 , 70 
,Total area actually reporting,97.1%, 375 , 6 , 64 , 52 , 253 ," 2,509 ", 606 ," 1,664 ", 239 
,Estimated total,100.0%, 385 , 6 , 66 , 54 , 259 ," 2,596 ", 619 ," 1,731 ", 246 
,"Rate per 100,000 inhabitants",,297.7,4.6,51.0,41.7,200.2,"2,007.1",478.6,"1,338.3",190.2
"Shreveport-Bossier City, LA M.S.A.",,"439,907", ,,,,, ,,,
,"Includes Bossier, Caddo, De Soto, and Webster Parishes",,,,,,,,,,
,City of Shreveport,"193,937"," 1,850 ", 52 , 152 , 498 ," 1,148 "," 10,813 "," 2,256 "," 7,673 ", 884 
,City of  Bossier City,"69,632", 535 , 4 , 48 , 79 , 404 ," 3,283 ", 451 ," 2,549 ", 283 
,Total area actually reporting,100.0%," 2,670 ", 62 , 218 , 598 ," 1,792 "," 16,859 "," 3,438 "," 12,082 "," 1,339 "
,"Rate per 100,000 inhabitants",,606.9,14.1,49.6,135.9,407.4,"3,832.4",781.5,"2,746.5",304.4
"Sierra Vista-Douglas, AZ M.S.A.",,"124,671", ,,,,, ,,,
,Includes Cochise County,,,,,,,,,,
,City of Sierra Vista,"42,859", 191 , 0 , 24 , 23 , 144 ," 1,287 ", 225 , 998 , 64 
,City of Douglas,"16,443", 41 , 1 , 0 , 3 , 37 , 657 , 94 , 549 , 14 
,Total area actually reporting,89.6%, 466 , 1 , 38 , 35 , 392 ," 2,721 ", 392 ," 2,185 ", 144 
,Estimated total,100.0%, 504 , 1 , 42 , 43 , 418 ," 3,071 ", 445 ," 2,456 ", 170 
,"Rate per 100,000 inhabitants",,404.3,0.8,33.7,34.5,335.3,"2,463.3",356.9,"1,970.0",136.4
"Sioux City, IA-NE-SD M.S.A.",,"168,938", ,,,,, ,,,
,"Includes Plymouth and Woodbury Counties, IA; Dakota and Dixon Counties, NE; and Union County, SD",,,,,,,,,,
,"City of Sioux City, IA","82,879", 360 , 2 , 56 , 71 , 231 ," 3,561 ", 612 ," 2,660 ", 289 
,Total area actually reporting,98.5%, 488 , 3 , 73 , 80 , 332 ," 4,634 ", 802 ," 3,420 ", 412 
,Estimated total,100.0%, 492 , 3 , 74 , 80 , 335 ," 4,671 ", 809 ," 3,447 ", 415 
,"Rate per 100,000 inhabitants",,291.2,1.8,43.8,47.4,198.3,"2,764.9",478.9,"2,040.4",245.7
"Sioux Falls, SD M.S.A.",,"259,149", ,,,,, ,,,
,"Includes Lincoln, McCook, Minnehaha, and Turner Counties",,,,,,,,,,
,City of Sioux Falls,"177,888", 801 , 4 , 121 , 100 , 576 ," 5,083 ", 655 ," 3,959 ", 469 
,Total area actually reporting,99.3%, 918 , 6 , 146 , 102 , 664 ," 5,870 ", 833 ," 4,517 ", 520 
,Estimated total,100.0%, 921 , 6 , 147 , 102 , 666 ," 5,895 ", 837 ," 4,536 ", 522 
,"Rate per 100,000 inhabitants",,355.4,2.3,56.7,39.4,257.0,"2,274.8",323.0,"1,750.3",201.4
"South Bend-Mishawaka, IN-MI M.S.A.5",,"321,506",,,,,,,,,
,"Includes St. Joseph County, IN and Cass County, MI",, ,,,,,,,,
,"City of South Bend, IN","101,857"," 1,064 ", 15 , 93 , 345 , 611 ," 5,100 "," 1,192 "," 3,440 ", 468 
,"City of Mishawaka, IN5","48,749", 105 , 3 , 8 , 54 , 40 ,, 275 ,,
,Total area actually reporting,96.9%," 1,389 ", 23 , 166 , 435 , 765 ,," 2,028 ",,
,Estimated total,100.0%," 1,417 ", 23 , 170 , 440 , 784 ,," 2,056 ",,
,"Rate per 100,000 inhabitants",,440.7,7.2,52.9,136.9,243.9,,639.5,,
"Spokane-Spokane Valley, WA M.S.A.",,"563,140", ,,,,, ,,,
,"Includes Pend Oreille, Spokane, and Stevens Counties",,,,,,,,,,
,City of Spokane,"217,066"," 1,360 ", 6 , 238 , 229 , 887 ," 15,697 "," 2,221 "," 11,739 "," 1,737 "
,City of Spokane Valley,"97,430", 200 , 2 , 48 , 29 , 121 ," 4,417 ", 606 ," 3,376 ", 435 
,Total area actually reporting,99.9%," 1,814 ", 15 , 365 , 286 ," 1,148 "," 25,182 "," 4,069 "," 18,499 "," 2,614 "
,Estimated total,100.0%," 1,814 ", 15 , 365 , 286 ," 1,148 "," 25,190 "," 4,070 "," 18,505 "," 2,615 "
,"Rate per 100,000 inhabitants",,322.1,2.7,64.8,50.8,203.9,"4,473.1",722.7,"3,286.0",464.4
"Springfield, IL M.S.A.",,"210,042", ,,,,, ,,,
,Includes Menard and Sangamon Counties,,,,,,,,,,
,City of Springfield,"115,568"," 1,219 ", 11 , 93 , 251 , 864 ," 5,496 "," 1,210 "," 3,973 ", 313 
,Total area actually reporting,96.2%," 1,462 ", 13 , 135 , 266 ," 1,048 "," 6,599 "," 1,506 "," 4,682 ", 411 
,Estimated total,100.0%," 1,480 ", 13 , 138 , 271 ," 1,058 "," 6,730 "," 1,525 "," 4,786 ", 419 
,"Rate per 100,000 inhabitants",,704.6,6.2,65.7,129.0,503.7,"3,204.1",726.0,"2,278.6",199.5
"Springfield, MA M.S.A.",,"631,954", ,,,,, ,,,
,Includes Hampden and Hampshire Counties,,,,,,,,,,
,City of Springfield,"154,562"," 1,351 ", 14 , 73 , 380 , 884 ," 4,594 "," 1,183 "," 2,902 ", 509 
,Total area actually reporting,97.5%," 3,138 ", 22 , 312 , 637 ," 2,167 "," 13,512 "," 2,875 "," 9,609 "," 1,028 "
,Estimated total,100.0%," 3,184 ", 22 , 317 , 644 ," 2,201 "," 13,718 "," 2,910 "," 9,765 "," 1,043 "
,"Rate per 100,000 inhabitants",,503.8,3.5,50.2,101.9,348.3,"2,170.7",460.5,"1,545.2",165.0
"Springfield, MO M.S.A.",,"462,905", ,,,,, ,,,
,"Includes Christian, Dallas, Greene, Polk, and Webster Counties",,,,,,,,,,
,City of Springfield,"168,654"," 2,258 ", 14 , 352 , 382 ," 1,510 "," 14,932 "," 2,236 "," 10,727 "," 1,969 "
,Total area actually reporting,100.0%," 2,672 ", 23 , 431 , 412 ," 1,806 "," 19,826 "," 3,241 "," 14,171 "," 2,414 "
,"Rate per 100,000 inhabitants",,577.2,5.0,93.1,89.0,390.1,"4,283.0",700.1,"3,061.3",521.5
"Springfield, OH M.S.A.",,"134,569", ,,,,, ,,,
,Includes Clark County,,,,,,,,,,
,City of Springfield,"58,843", 370 , 9 , 25 , 177 , 159 ," 4,024 "," 1,040 "," 2,691 ", 293 
,Total area actually reporting,94.7%, 393 , 9 , 32 , 180 , 172 ," 4,883 "," 1,269 "," 3,281 ", 333 
,Estimated total,100.0%, 403 , 9 , 34 , 183 , 177 ," 5,030 "," 1,291 "," 3,399 ", 340 
,"Rate per 100,000 inhabitants",,299.5,6.7,25.3,136.0,131.5,"3,737.9",959.4,"2,525.8",252.7
"State College, PA M.S.A.",,"162,798", ,,,,, ,,,
,Includes Centre County,,,,,,,,,,
,City of State College,"58,169", 44 , 0 , 7 , 9 , 28 , 616 , 45 , 566 , 5 
,Total area actually reporting,100.0%, 152 , 3 , 56 , 19 , 74 ," 1,685 ", 173 ," 1,490 ", 22 
,"Rate per 100,000 inhabitants",,93.4,1.8,34.4,11.7,45.5,"1,035.0",106.3,915.2,13.5
"Staunton-Waynesboro, VA M.S.A.",,"121,588", ,,,,, ,,,
,Includes Augusta County and Staunton and Waynesboro Cities ,,,,,,,,,,
,City of Staunton,"24,423", 35 , 0 , 7 , 8 , 20 , 551 , 77 , 456 , 18 
,City of Waynesboro,"22,004", 40 , 0 , 13 , 10 , 17 , 528 , 46 , 459 , 23 
,Total area actually reporting,100.0%, 170 , 1 , 48 , 23 , 98 ," 1,975 ", 334 ," 1,507 ", 134 
,"Rate per 100,000 inhabitants",,139.8,0.8,39.5,18.9,80.6,"1,624.3",274.7,"1,239.4",110.2
"St. Cloud, MN M.S.A.",,"197,461", ,,,,, ,,,
,Includes Benton and Stearns Counties,,,,,,,,,,
,City of St. Cloud,"67,911", 256 , 3 , 62 , 49 , 142 ," 2,789 ", 330 ," 2,278 ", 181 
,Total area actually reporting,100.0%, 361 , 4 , 93 , 53 , 211 ," 4,515 ", 579 ," 3,662 ", 274 
,"Rate per 100,000 inhabitants",,182.8,2.0,47.1,26.8,106.9,"2,286.5",293.2,"1,854.5",138.8
"St. Joseph, MO-KS M.S.A.",,"126,515", ,,,,, ,,,
,"Includes Doniphan County, KS and Andrew, Buchanan, and DeKalb Counties, MO",,,,,,,,,,
,"City of St. Joseph, MO","76,435", 438 , 7 , 37 , 98 , 296 ," 5,146 ", 737 ," 3,633 ", 776 
,Total area actually reporting,99.4%, 524 , 8 , 42 , 104 , 370 ," 5,827 ", 907 ," 4,067 ", 853 
,Estimated total,100.0%, 525 , 8 , 42 , 104 , 371 ," 5,847 ", 910 ," 4,082 ", 855 
,"Rate per 100,000 inhabitants",,415.0,6.3,33.2,82.2,293.2,"4,621.6",719.3,"3,226.5",675.8
"St. Louis, MO-IL M.S.A.2, 5, 6",,"2,813,173",,,,,,,,,
