Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2014",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft"
,"Rate per 100,000 inhabitants",,205.1,5.1,31.8,32.9,135.3,"2,213.0",450.1,"1,619.3",143.6
"Killeen-Temple, TX M.S.A.",,"430,225",,,,,,,,,
,"Includes Bell, Coryell, and Lampasas Counties",,,,,,,,,,
,City of Killeen,"139,211",846,10,114,196,526,"4,703","1,334","3,149",220
,City of Temple,"71,049",175,5,21,62,87,"2,421",494,"1,804",123
,Total area actually reporting,99.3%,"1,460",20,209,324,907,"11,811","2,815","8,498",498
,Estimated total,100.0%,"1,468",20,210,326,912,"11,897","2,830","8,563",504
,"Rate per 100,000 inhabitants",,341.2,4.6,48.8,75.8,212.0,"2,765.3",657.8,"1,990.4",117.1
"Kingsport-Bristol-Bristol, TN-VA M.S.A.",,"308,581",,,,,,,,,
,"Includes Hawkins and Sullivan Counties, TN and Scott and Washington Counties and Bristol City, VA",,,,,,,,,,
,"City of Kingsport, TN","53,010",319,2,20,35,262,"2,631",356,"2,130",145
,"City of Bristol, TN","26,603",122,0,5,7,110,967,149,761,57
,"City of Bristol, VA","17,225",54,1,5,8,40,482,50,413,19
,Total area actually reporting,100.0%,982,15,88,82,797,"7,788","1,409","5,937",442
,"Rate per 100,000 inhabitants",,318.2,4.9,28.5,26.6,258.3,"2,523.8",456.6,"1,924.0",143.2
"Kingston, NY M.S.A.",,"180,937", ,,,,, ,,,
,Includes Ulster County,,,,,,,,,,
,City of Kingston,"23,702",67,2,5,25,35,672,87,578,7
,Total area actually reporting,100.0%,303,5,60,49,189,"2,935",523,"2,368",44
,"Rate per 100,000 inhabitants",,167.5,2.8,33.2,27.1,104.5,"1,622.1",289.1,"1,308.7",24.3
"Knoxville, TN M.S.A.",,"858,559", ,,,,, ,,,
,"Includes Anderson, Blount, Campbell, Grainger, Knox, Loudon, Morgan, Roane, and Union Counties",,,,,,,,,,
,City of Knoxville,"184,362","1,612",12,135,413,"1,052","12,028","1,976","9,216",836
,Total area actually reporting,96.6%,"3,253",27,266,573,"2,387","26,141","5,412","18,965","1,764"
,Estimated total,100.0%,"3,361",28,276,587,"2,470","26,927","5,532","19,595","1,800"
,"Rate per 100,000 inhabitants",,391.5,3.3,32.1,68.4,287.7,"3,136.3",644.3,"2,282.3",209.7
"Kokomo, IN M.S.A.3",,"82,820", ,,,,, ,,,
,Includes Howard County,,,,,,,,,,
,City of Kokomo,"56,904",162,3,22,42,95,"2,074",501,"1,515",58
,Total area actually reporting,98.7%,185,3,25,44,113,"2,278",602,"1,608",68
,Estimated total,100.0%,188,3,25,45,115,"2,311",606,"1,635",70
,"Rate per 100,000 inhabitants",,227.0,3.6,30.2,54.3,138.9,"2,790.4",731.7,"1,974.2",84.5
"La Crosse-Onalaska, WI-MN M.S.A.",,"135,985", ,,,,, ,,,
,"Includes Houston County, MN and La Crosse County, WI",,,,,,,,,,
,"City of La Crosse, WI","51,564",102,0,20,28,54,"1,522",224,"1,258",40
,"City of Onalaska, WI","18,437",6,0,0,3,3,402,16,381,5
,Total area actually reporting,100.0%,154,0,31,34,89,"2,469",357,"2,057",55
,"Rate per 100,000 inhabitants",,113.2,0.0,22.8,25.0,65.4,"1,815.6",262.5,"1,512.7",40.4
"Lafayette, LA M.S.A.2",,"482,374", ,,,,, ,,,
,"Includes Acadia, Iberia, Lafayette, St. Martin, and Vermilion2 Parishes",,,,,,,,,,
,City of Lafayette,"125,122",814,7,10,248,549,"6,800","1,186","5,208",406
,Total area actually reporting,95.1%,"2,024",35,62,459,"1,468",,"3,322","9,990",
,Estimated total,100.0%,"2,131",36,68,476,"1,551",,"3,504","10,737",
,"Rate per 100,000 inhabitants",,441.8,7.5,14.1,98.7,321.5,,726.4,"2,225.9",
"Lafayette-West Lafayette, IN M.S.A.3",,"210,988", ,,,,, ,,,
,"Includes Benton, Carroll, and Tippecanoe Counties",,,,,,,,,,
,City of Lafayette,"70,749",351,2,43,90,216,"3,426",634,"2,542",250
,City of West Lafayette,"31,192",32,0,2,8,22,349,44,286,19
,Total area actually reporting,86.7%,423,3,58,104,258,"4,795",902,"3,569",324
,Estimated total,100.0%,461,3,62,111,285,"5,184",981,"3,850",353
,"Rate per 100,000 inhabitants",,218.5,1.4,29.4,52.6,135.1,"2,457.0",465.0,"1,824.7",167.3
"Lake Havasu City-Kingman, AZ M.S.A.",,"205,249", ,,,,, ,,,
,Includes Mohave County,,,,,,,,,,
,City of Lake Havasu City,"52,892",88,1,14,5,68,"1,109",222,830,57
,City of Kingman,"28,526",73,1,6,9,57,"1,471",248,"1,151",72
,Total area actually reporting,97.7%,409,7,68,49,285,"6,339","1,670","4,265",404
,Estimated total,100.0%,421,7,69,52,293,"6,483","1,695","4,375",413
,"Rate per 100,000 inhabitants",,205.1,3.4,33.6,25.3,142.8,"3,158.6",825.8,"2,131.6",201.2
"Lakeland-Winter Haven, FL M.S.A.",,"633,015",,,,,,,,,
,Includes Polk County,, ,,,,,,,,
,City of Lakeland,"101,428",453,8,73,153,219,"5,285","1,088","3,948",249
,City of Winter Haven,"35,935",224,2,14,49,159,"1,351",284,"1,025",42
,Total area actually reporting,100.0%,"2,867",19,208,497,"2,143","20,842","5,761","13,807","1,274"
,"Rate per 100,000 inhabitants",,452.9,3.0,32.9,78.5,338.5,"3,292.5",910.1,"2,181.1",201.3
"Lancaster, PA M.S.A.",,"531,837", ,,,,, ,,,
,Includes Lancaster County,,,,,,,,,,
,City of Lancaster,"59,325",403,6,68,165,164,"2,291",347,"1,874",70
,Total area actually reporting,100.0%,878,13,200,270,395,"8,386","1,447","6,698",241
,"Rate per 100,000 inhabitants",,165.1,2.4,37.6,50.8,74.3,"1,576.8",272.1,"1,259.4",45.3
"Lansing-East Lansing, MI M.S.A.",,"468,547",,,,,,,,,
,"Includes Clinton, Eaton, and Ingham Counties",, ,,,,,,,,
,City of Lansing,"113,901","1,272",10,117,250,895,"3,576",955,"2,252",369
,City of East Lansing,"48,555",135,2,27,27,79,698,147,489,62
,Total area actually reporting,93.5%,"1,905",14,317,323,"1,251","8,708","1,982","6,156",570
,Estimated total,100.0%,"1,988",15,331,339,"1,303","9,343","2,093","6,634",616
,"Rate per 100,000 inhabitants",,424.3,3.2,70.6,72.4,278.1,"1,994.0",446.7,"1,415.9",131.5
"Laredo, TX M.S.A.",,"267,304", ,,,,, ,,,
,Includes Webb County,,,,,,,,,,
,City of Laredo,"250,994",976,14,99,196,667,"9,687","1,267","8,144",276
,Total area actually reporting,100.0%,"1,076",15,110,198,753,"10,024","1,356","8,373",295
,"Rate per 100,000 inhabitants",,402.5,5.6,41.2,74.1,281.7,"3,750.0",507.3,"3,132.4",110.4
"Las Cruces, NM M.S.A.",,"213,753", ,,,,, ,,,
,Includes Dona Ana County,,,,,,,,,,
,City of Las Cruces,"102,113",295,7,55,60,173,"4,614",828,"3,563",223
,Total area actually reporting,100.0%,611,11,130,76,394,"6,521","1,403","4,746",372
,"Rate per 100,000 inhabitants",,285.8,5.1,60.8,35.6,184.3,"3,050.7",656.4,"2,220.3",174.0
"Las Vegas-Henderson-Paradise, NV M.S.A.",,"2,066,423",,,,,,,,,
,Includes Clark County,, ,,,,,,,,
,City of Las Vegas Metropolitan Police Department,"1,530,899","12,876",122,780,"4,885","7,089","44,754","14,150","23,432","7,172"
,City of Henderson,"274,121",452,3,89,165,195,"5,423","1,397","3,531",495
,Total area actually reporting,100.0%,"15,354",137,992,"5,545","8,680","57,690","17,962","31,123","8,605"
,"Rate per 100,000 inhabitants",,743.0,6.6,48.0,268.3,420.0,"2,791.8",869.2,"1,506.1",416.4
"Lawton, OK M.S.A.",,"131,086", ,,,,, ,,,
,Includes Comanche and Cotton Counties,,,,,,,,,,
,City of Lawton,"96,966",893,11,75,194,613,"4,508","1,371","2,926",211
,Total area actually reporting,100.0%,924,11,81,197,635,"4,851","1,490","3,125",236
,"Rate per 100,000 inhabitants",,704.9,8.4,61.8,150.3,484.4,"3,700.6","1,136.7","2,383.9",180.0
"Lebanon, PA M.S.A.",,"135,898", ,,,,, ,,,
,Includes Lebanon County,,,,,,,,,,
,City of Lebanon,"25,538",79,3,10,31,35,621,106,503,12
,Total area actually reporting,100.0%,209,7,28,46,128,"2,164",320,"1,787",57
,"Rate per 100,000 inhabitants",,153.8,5.2,20.6,33.8,94.2,"1,592.4",235.5,"1,315.0",41.9
"Lewiston, ID-WA M.S.A.",,"62,666",,,,,,,,,
,"Includes Nez Perce County, ID and Asotin County, WA",, ,,,,,,,,
,"City of Lewiston, ID","32,521",59,1,10,9,39,"1,133",212,847,74
,Total area actually reporting,100.0%,118,3,16,14,85,"1,875",364,"1,400",111
,"Rate per 100,000 inhabitants",,188.3,4.8,25.5,22.3,135.6,"2,992.1",580.9,"2,234.1",177.1
"Lewiston-Auburn, ME M.S.A.",,"107,711",,,,,,,,,
,Includes Androscoggin County,, ,,,,,,,,
,City of Lewiston,"36,402",84,2,21,31,30,894,220,637,37
,City of Auburn,"22,973",28,0,8,5,15,886,113,755,18
,Total area actually reporting,100.0%,153,2,45,41,65,"2,311",515,"1,720",76
,"Rate per 100,000 inhabitants",,142.0,1.9,41.8,38.1,60.3,"2,145.6",478.1,"1,596.9",70.6
"Lexington-Fayette, KY M.S.A.2",,"494,197", ,,,,, ,,,
,"Includes Bourbon, Clark,2 Fayette, Jessamine, Scott, and Woodford Counties",,,,,,,,,,
,City of Lexington,"311,848","1,041",20,134,554,333,"12,134","2,393","8,816",925
,Total area actually reporting,100.0%,"1,287",22,176,654,435,,,"12,641","1,117"
,"Rate per 100,000 inhabitants",,260.4,4.5,35.6,132.3,88.0,,,"2,557.9",226.0
"Lima, OH M.S.A.",,"105,180", ,,,,, ,,,
,Includes Allen County,,,,,,,,,,
,City of Lima,"38,265",353,3,40,71,239,"1,868",592,"1,201",75
,Total area actually reporting,100.0%,406,5,49,88,264,"3,467",925,"2,431",111
,"Rate per 100,000 inhabitants",,386.0,4.8,46.6,83.7,251.0,"3,296.3",879.4,"2,311.3",105.5
"Lincoln, NE M.S.A.",,"317,498", ,,,,, ,,,
,Includes Lancaster and Seward Counties,,,,,,,,,,
,City of Lincoln,"271,208",918,7,152,205,554,"9,082","1,305","7,452",325
,Total area actually reporting,99.3%,954,7,161,209,577,"9,637","1,398","7,888",351
,Estimated total,100.0%,957,7,162,210,578,"9,680","1,403","7,924",353
,"Rate per 100,000 inhabitants",,301.4,2.2,51.0,66.1,182.0,"3,048.8",441.9,"2,495.8",111.2
"Little Rock-North Little Rock-Conway, AR M.S.A.",,"729,360",,,,,,,,,
,"Includes Faulkner, Grant, Lonoke, Perry, Pulaski, and Saline Counties",,,,,,,,,,
,City of Little Rock,"198,217","2,759",43,138,729,"1,849","14,253","3,068","10,320",865
,City of North Little Rock,"67,031",426,8,14,86,318,"2,846",517,"2,126",203
,City of Conway,"64,895",257,1,27,62,167,"3,008",501,"2,347",160
,Total area actually reporting,97.3%,"4,990",61,348,"1,012","3,569","31,294","6,698","22,498","2,098"
,Estimated total,100.0%,"5,079",61,361,"1,021","3,636","31,984","6,864","22,991","2,129"
,"Rate per 100,000 inhabitants",,696.4,8.4,49.5,140.0,498.5,"4,385.2",941.1,"3,152.2",291.9
"Longview, TX M.S.A.",,"218,568", ,,,,, ,,,
,"Includes Gregg, Rusk, and Upshur Counties",,,,,,,,,,
,City of Longview,"79,728",265,2,22,63,178,"2,871",595,"2,108",168
,Total area actually reporting,98.4%,743,11,62,97,573,"6,387","1,461","4,495",431
,Estimated total,100.0%,752,11,63,99,579,"6,482","1,477","4,568",437
,"Rate per 100,000 inhabitants",,344.1,5.0,28.8,45.3,264.9,"2,965.7",675.8,"2,090.0",199.9
"Longview, WA M.S.A.",,"102,175",,,,,,,,,
,Includes Cowlitz County,, ,,,,,,,,
,City of Longview,"36,459",133,0,31,27,75,"2,305",496,"1,669",140
,Total area actually reporting,100.0%,253,0,72,34,147,"3,701",807,"2,640",254
,"Rate per 100,000 inhabitants",,247.6,0.0,70.5,33.3,143.9,"3,622.2",789.8,"2,583.8",248.6
"Los Angeles-Long Beach-Anaheim, CA M.S.A.",,"13,277,942",,,,,,,,,
,Includes the Metropolitan Divisions of Anaheim-Santa Ana-Irvine and Los Angeles-Long Beach-Glendale ,,,,,,,,,,
,City of Los Angeles,"3,906,772","19,171",260,"1,126","7,949","9,836","83,139","15,070","54,281","13,788"
,City of Long Beach,"471,123","2,304",23,110,889,"1,282","12,438","3,482","6,875","2,081"
,City of Anaheim,"346,956","1,101",14,79,418,590,"8,196","1,301","5,620","1,275"
,City of Santa Ana,"336,462","1,260",18,115,452,675,"5,784",793,"3,685","1,306"
,City of Irvine,"242,971",120,0,28,36,56,"3,045",575,"2,344",126
,City of Glendale,"197,079",186,0,9,67,110,"3,073",511,"2,294",268
,City of Torrance,"147,971",155,2,18,73,62,"2,623",582,"1,784",257
,City of Pasadena,"140,373",394,10,23,126,235,"3,469",826,"2,413",230
,City of Orange,"140,767",142,0,10,53,79,"2,241",366,"1,631",244
,City of Costa Mesa,"112,709",318,0,45,120,153,"3,462",573,"2,583",306
,City of Burbank,"105,041",150,1,14,55,80,"2,426",296,"1,948",182
,City of Carson,"92,838",339,9,8,115,207,"2,116",460,"1,267",389
,City of Santa Monica,"93,151",338,0,30,120,188,"3,026",535,"2,314",177
,City of Newport Beach,"87,759",109,0,17,21,71,"1,880",357,"1,419",104
,City of Tustin,"79,046",132,0,16,39,77,"1,356",193,"1,047",116
,City of Monterey Park,"61,284",91,1,4,41,45,"1,039",267,608,164
,City of Gardena,"60,233",276,1,10,164,101,"1,389",335,785,269
,City of Arcadia,"57,950",60,1,7,24,28,"1,159",276,839,44
,City of Fountain Valley,"57,024",86,0,0,21,65,"1,023",196,759,68
,Total area actually reporting,100.0%,"48,982",587,"2,874","18,140","27,381","272,247","53,479","175,884","42,884"
,"Rate per 100,000 inhabitants",,368.9,4.4,21.6,136.6,206.2,"2,050.4",402.8,"1,324.6",323.0
"Anaheim-Santa Ana-Irvine, CA M.D.",,"3,156,440",,,,,,,,,
,Includes Orange County,,,,,,,,,,
,Total area actually reporting,100.0%,"6,257",61,650,"1,949","3,597","54,754","9,255","39,201","6,298"
,"Rate per 100,000 inhabitants",,198.2,1.9,20.6,61.7,114.0,"1,734.7",293.2,"1,241.9",199.5
"Los Angeles-Long Beach-Glendale, CA M.D.",,"10,121,502",,,,,,,,,
,Includes Los Angeles County,,,,,,,,,,
,Total area actually reporting,100.0%,"42,725",526,"2,224","16,191","23,784","217,493","44,224","136,683","36,586"
,"Rate per 100,000 inhabitants",,422.1,5.2,22.0,160.0,235.0,"2,148.8",436.9,"1,350.4",361.5
"Louisville/Jefferson County, KY-IN M.S.A.3",,"1,269,992", ,,,,, ,,,
,"Includes Clark, Floyd, Harrison, Scott, and Washington Counties, IN and Bullitt, Henry, Jefferson, Oldham, Shelby, Spencer, and Trimble Counties, KY",,,,,,,,,,
,"City of Louisville Metro, KY3","677,710","4,005",56,184,"1,531","2,234","28,364","6,417","19,669","2,278"
,Total area actually reporting,96.0%,"4,937",68,267,"1,835","2,767","40,925","8,656","29,166","3,103"
,Estimated total,100.0%,"5,016",69,275,"1,850","2,822","41,775","8,811","29,802","3,162"
,"Rate per 100,000 inhabitants",,395.0,5.4,21.7,145.7,222.2,"3,289.4",693.8,"2,346.6",249.0
"Lubbock, TX M.S.A.",,"305,514", ,,,,, ,,,
,"Includes Crosby, Lubbock, and Lynn Counties",,,,,,,,,,
,City of Lubbock,"241,826","2,084",12,128,333,"1,611","10,617","2,288","7,563",766
,Total area actually reporting,99.4%,"2,249",14,157,345,"1,733","12,023","2,586","8,586",851
,Estimated total,100.0%,"2,254",14,158,346,"1,736","12,077","2,595","8,627",855
,"Rate per 100,000 inhabitants",,737.8,4.6,51.7,113.3,568.2,"3,953.0",849.4,"2,823.8",279.9
"Lynchburg, VA M.S.A.",,"257,560", ,,,,, ,,,
,"Includes Amherst, Appomattox, Bedford, and Campbell Counties and Bedford and Lynchburg Cities",,,,,,,,,,
,City of Lynchburg,"78,639",367,5,30,56,276,"1,992",403,"1,483",106
,Total area actually reporting,100.0%,590,14,88,79,409,"4,242",845,"3,188",209
,"Rate per 100,000 inhabitants",,229.1,5.4,34.2,30.7,158.8,"1,647.0",328.1,"1,237.8",81.1
"Madera, CA M.S.A.",,"153,544", ,,,,, ,,,
,Includes Madera County,,,,,,,,,,
,City of Madera,"63,495",415,6,15,72,322,"1,686",472,"1,007",207
,Total area actually reporting,100.0%,888,9,38,99,742,"3,380","1,116","1,819",445
,"Rate per 100,000 inhabitants",,578.3,5.9,24.7,64.5,483.2,"2,201.3",726.8,"1,184.7",289.8
"Madison, WI M.S.A.",,"632,961", ,,,,, ,,,
,"Includes Columbia, Dane, Green, and Iowa Counties",,,,,,,,,,
,City of Madison,"245,788",846,7,83,226,530,"6,978","1,129","5,603",246
,Total area actually reporting,96.5%,"1,292",13,146,301,832,"12,427","1,835","10,193",399
,Estimated total,100.0%,"1,320",13,150,309,848,"12,899","1,891","10,592",416
,"Rate per 100,000 inhabitants",,208.5,2.1,23.7,48.8,134.0,"2,037.9",298.8,"1,673.4",65.7
"Manchester-Nashua, NH M.S.A.",,"405,230",,,,,,,,,
,Includes Hillsborough County,, ,,,,,,,,
,City of Manchester,"110,571",683,3,61,237,382,"4,009",730,"3,118",161
,City of Nashua,"87,279",202,3,57,52,90,"1,855",271,"1,508",76
,Total area actually reporting,97.1%,"1,066",7,155,313,591,"8,217","1,362","6,533",322
,Estimated total,100.0%,"1,082",7,159,316,600,"8,409","1,390","6,691",328
,"Rate per 100,000 inhabitants",,267.0,1.7,39.2,78.0,148.1,"2,075.1",343.0,"1,651.2",80.9
"Manhattan, KS M.S.A.",,"99,371",,,,,,,,,
,Includes Pottawatomie and Riley Counties,, ,,,,,,,,
,Total area actually reporting,100.0%,233,3,30,32,168,"1,465",269,"1,150",46
,"Rate per 100,000 inhabitants",,234.5,3.0,30.2,32.2,169.1,"1,474.3",270.7,"1,157.3",46.3
"Mankato-North Mankato, MN M.S.A.",,"99,160",,,,,,,,,
,Includes Blue Earth and Nicollet Counties,, ,,,,,,,,
,City of Mankato,"40,959",107,1,20,17,69,"1,429",214,"1,152",63
,City of North Mankato,"13,448",26,0,7,3,16,255,44,196,15
,Total area actually reporting,100.0%,178,2,42,23,111,"2,166",401,"1,663",102
,"Rate per 100,000 inhabitants",,179.5,2.0,42.4,23.2,111.9,"2,184.3",404.4,"1,677.1",102.9
"Mansfield, OH M.S.A.",,"121,351",,,,,, ,,,
,Includes Richland County,,,,,,,,,,
,City of Mansfield,"46,145",210,3,40,87,80,"3,174",901,"2,127",146
,Total area actually reporting,95.3%,248,4,57,98,89,"5,389","1,468","3,724",197
,Estimated total,100.0%,257,4,59,101,93,"5,527","1,493","3,832",202
,"Rate per 100,000 inhabitants",,211.8,3.3,48.6,83.2,76.6,"4,554.6","1,230.3","3,157.8",166.5
"McAllen-Edinburg-Mission, TX M.S.A.",,"831,477",,,,,,,,,
,Includes Hidalgo County,,,,,,,,,,
,City of McAllen,"138,122",181,6,18,68,89,"4,947",411,"4,364",172
,City of Edinburg,"82,349",296,1,66,48,181,"4,420",562,"3,658",200
,City of Mission,"81,871",95,0,5,30,60,"2,405",309,"1,964",132
,Total area actually reporting,100.0%,"2,739",26,363,443,"1,907","27,982","5,132","21,567","1,283"
,"Rate per 100,000 inhabitants",,329.4,3.1,43.7,53.3,229.4,"3,365.3",617.2,"2,593.8",154.3
"Medford, OR M.S.A.",,"210,715", ,,,,, ,,,
,Includes Jackson County,,,,,,,,,,
,City of Medford,"78,356",393,0,45,93,255,"5,127",536,"4,358",233
,Total area actually reporting,100.0%,664,3,75,121,465,"8,292","1,018","6,853",421
,"Rate per 100,000 inhabitants",,315.1,1.4,35.6,57.4,220.7,"3,935.2",483.1,"3,252.3",199.8
"Memphis, TN-MS-AR M.S.A.",,"1,348,092", ,,,,, ,,,
,"Includes Crittenden County, AR; Benton, DeSoto, Marshall, Tate, and Tunica Counties, MS; and Fayette, Shelby, and Tipton Counties, TN",,,,,,,,,,
,"City of Memphis, TN","654,922","11,399",140,501,"3,285","7,473","39,217","11,451","24,791","2,975"
,Total area actually reporting,87.2%,"13,685",165,663,"3,593","9,264","52,269","14,382","34,212","3,675"
,Estimated total,100.0%,"13,933",173,686,"3,645","9,429","55,738","15,232","36,635","3,871"
,"Rate per 100,000 inhabitants",,"1,033.5",12.8,50.9,270.4,699.4,"4,134.6","1,129.9","2,717.5",287.1
"Merced, CA M.S.A.",,"266,350", ,,,,, ,,,
,Includes Merced County,,,,,,,,,,
,City of Merced,"81,603",570,13,17,143,397,"2,632",605,"1,678",349
,Total area actually reporting,100.0%,"1,485",29,43,241,"1,172","7,126","1,754","4,357","1,015"
,"Rate per 100,000 inhabitants",,557.5,10.9,16.1,90.5,440.0,"2,675.4",658.5,"1,635.8",381.1
"Miami-Fort Lauderdale-West Palm Beach, FL M.S.A.",,"5,938,747",,,,,,,,,
,"Includes the Metropolitan Divisions of Fort Lauderdale-Pompano Beach-Deerfield Beach, Miami-Miami Beach-Kendall, and West Palm Beach-Boca Raton-Delray Beach",,,,,,,,,,
,City of Miami,"421,996","4,473",81,110,"1,790","2,492","20,394","3,659","14,514","2,221"
,City of Fort Lauderdale,"174,056","1,345",18,78,618,631,"8,933","1,942","6,317",674
,City of West Palm Beach,"103,028",849,15,45,326,463,"4,788",929,"3,567",292
,City of Pompano Beach,"105,523",869,6,62,259,542,"4,568","1,004","3,250",314
,City of Miami Beach,"91,771",893,5,54,385,449,"9,423",819,"8,176",428
,City of Boca Raton,"90,496",167,0,16,52,99,"2,066",346,"1,628",92
,City of Deerfield Beach,"78,773",369,1,32,104,232,"2,073",502,"1,429",142
,City of Delray Beach,"64,917",432,5,30,122,275,"2,733",434,"2,136",163
,City of Jupiter,"59,039",126,1,7,40,78,"1,049",167,836,46
,Total area actually reporting,100.0%,"35,348",419,"2,214","11,176","21,539","230,954","42,567","171,138","17,249"
,"Rate per 100,000 inhabitants",,595.2,7.1,37.3,188.2,362.7,"3,888.9",716.8,"2,881.7",290.4
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL M.D.",,"1,875,917",,,,,,,,,
,Includes Broward County,,,,,,,,,,
,Total area actually reporting,100.0%,"7,853",76,627,"2,654","4,496","58,201","11,954","42,374","3,873"
,"Rate per 100,000 inhabitants",,418.6,4.1,33.4,141.5,239.7,"3,102.5",637.2,"2,258.8",206.5
"Miami-Miami Beach-Kendall, FL M.D.",,"2,667,260",,,,,,,,,
,Includes Miami-Dade County,,,,,,,,,,
,Total area actually reporting,100.0%,"20,141",251,"1,006","6,591","12,293","125,062","20,237","94,748","10,077"
,"Rate per 100,000 inhabitants",,755.1,9.4,37.7,247.1,460.9,"4,688.8",758.7,"3,552.3",377.8
"West Palm Beach-Boca Raton-Delray Beach, FL M.D.",,"1,395,570",,,,,,,,,
,Includes Palm Beach County,,,,,,,,,,
,Total area actually reporting,100.0%,"7,354",92,581,"1,931","4,750","47,691","10,376","34,016","3,299"
,"Rate per 100,000 inhabitants",,527.0,6.6,41.6,138.4,340.4,"3,417.3",743.5,"2,437.4",236.4
"Michigan City-La Porte, IN M.S.A.3",,"111,335", ,,,,, ,,,
,Includes La Porte County,,,,,,,,,,
,City of Michigan City,"31,508",100,3,6,57,34,"1,382",167,"1,146",69
,City of La Porte,"22,002",34,2,1,14,17,747,121,600,26
,Total area actually reporting,90.5%,156,6,7,75,68,"2,583",462,"2,001",120
,Estimated total,100.0%,185,6,9,81,89,"2,904",503,"2,261",140
,"Rate per 100,000 inhabitants",,166.2,5.4,8.1,72.8,79.9,"2,608.3",451.8,"2,030.8",125.7
"Midland, MI M.S.A.",,"84,059", ,,,,, ,,,
,Includes Midland County,,,,,,,,,,
,City of Midland,"42,256",50,1,19,8,22,546,57,477,12
,Total area actually reporting,100.0%,104,1,35,9,59,"1,042",239,777,26
,"Rate per 100,000 inhabitants",,123.7,1.2,41.6,10.7,70.2,"1,239.6",284.3,924.4,30.9
"Midland, TX M.S.A.",,"161,969", ,,,,, ,,,
,Includes Martin and Midland Counties,,,,,,,,,,
,City of Midland,"127,344",407,7,36,65,299,"3,266",597,"2,475",194
,Total area actually reporting,100.0%,522,8,37,74,403,"4,179",834,"3,045",300
,"Rate per 100,000 inhabitants",,322.3,4.9,22.8,45.7,248.8,"2,580.1",514.9,"1,880.0",185.2
"Milwaukee-Waukesha-West Allis, WI M.S.A.",,"1,573,272",,,,,,,,,
,"Includes Milwaukee, Ozaukee, Washington, and Waukesha Counties",,,,,,,,,,
,City of Milwaukee,"600,374","8,864",90,395,"3,520","4,859","27,499","5,929","14,917","6,653"
,City of Waukesha,"71,093",90,1,17,15,57,"1,204",208,957,39
,City of West Allis,"60,764",218,0,15,107,96,"2,717",502,"2,075",140
,Total area actually reporting,96.2%,"9,900",98,513,"3,928","5,361","46,130","8,292","30,353","7,485"
,Estimated total,100.0%,"9,974",99,523,"3,950","5,402","47,383","8,440","31,413","7,530"
,"Rate per 100,000 inhabitants",,634.0,6.3,33.2,251.1,343.4,"3,011.7",536.5,"1,996.7",478.6
"Minneapolis-St. Paul-Bloomington, MN-WI M.S.A.",,"3,491,062",,,,,,,,,
,"Includes Anoka, Carver, Chisago, Dakota, Hennepin, Isanti, Le Sueur, Mille Lacs, Ramsey, Scott, Sherburne, Sibley, Washington, and Wright Counties, MN and Pierce and St. Croix Counties, WI",,,,,,,,,,
,"City of Minneapolis, MN","404,461","4,093",31,389,"1,871","1,802","19,123","4,112","13,480","1,531"
,"City of St. Paul, MN","297,984","1,974",11,181,654,"1,128","10,383","2,330","6,045","2,008"
,"City of Bloomington, MN","87,163",157,0,23,75,59,"3,202",203,"2,892",107
,"City of Plymouth, MN","74,833",54,1,13,12,28,"1,059",177,846,36
,"City of Eagan, MN","65,754",24,0,1,12,11,"1,177",152,995,30
,"City of Eden Prairie, MN","63,036",22,0,11,4,7,849,98,735,16
,Total area actually reporting,99.8%,"9,129",64,"1,177","3,291","4,597","86,992","14,025","66,746","6,221"
,Estimated total,100.0%,"9,138",64,"1,178","3,293","4,603","87,153","14,044","66,882","6,227"
,"Rate per 100,000 inhabitants",,261.8,1.8,33.7,94.3,131.9,"2,496.5",402.3,"1,915.8",178.4
"Missoula, MT M.S.A.",,"112,637", ,,,,, ,,,
,Includes Missoula County,,,,,,,,,,
,City of Missoula,"69,674",222,2,48,43,129,"2,869",295,"2,447",127
,Total area actually reporting,100.0%,303,2,69,46,186,"3,266",383,"2,722",161
,"Rate per 100,000 inhabitants",,269.0,1.8,61.3,40.8,165.1,"2,899.6",340.0,"2,416.6",142.9
"Mobile, AL M.S.A.5",,"414,522", ,,,,, ,,,
,Includes Mobile County,,,,,,,,,,
,City of Mobile5,"250,655","1,488",31,136,428,893,"11,603","2,847","8,225",531
,Total area actually reporting,100.0%,"2,120",39,196,559,"1,326","16,605","4,395","11,209","1,001"
,"Rate per 100,000 inhabitants",,511.4,9.4,47.3,134.9,319.9,"4,005.8","1,060.3","2,704.1",241.5
"Modesto, CA M.S.A.",,"531,018", ,,,,, ,,,
,Includes Stanislaus County,,,,,,,,,,
,City of Modesto,"205,820","1,778",11,81,385,"1,301","9,113","1,754","6,164","1,195"
,Total area actually reporting,100.0%,"2,826",32,136,683,"1,975","18,559","4,188","11,545","2,826"
,"Rate per 100,000 inhabitants",,532.2,6.0,25.6,128.6,371.9,"3,495.0",788.7,"2,174.1",532.2
