Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2008",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft
"Las Vegas-Paradise, NV M.S.A.",,"1,868,909",,,,,,,,,
,Includes Clark County,, ,,,,,,,,
,City of Las Vegas Metropolitan Police Department,"1,353,175","13,324",120,729,"4,932","7,543","53,160","14,902","26,856","11,402"
,Total area actually reporting,100.0%,"15,706",136,881,"5,749","8,940","68,546","18,983","35,610","13,953"
,"Rate per 100,000 inhabitants",,840.4,7.3,47.1,307.6,478.4,"3,667.7","1,015.7","1,905.4",746.6
"Lawrence, KS M.S.A.",,"115,531", ,,,,, ,,,
,Includes Douglas County,,,,,,,,,,
,City of Lawrence,"91,089",412,4,40,78,290,"4,656",801,"3,656",199
,Total area actually reporting,100.0%,458,4,49,79,326,"5,371",967,"4,179",225
,"Rate per 100,000 inhabitants",,396.4,3.5,42.4,68.4,282.2,"4,649.0",837.0,"3,617.2",194.8
"Lawton, OK M.S.A.",,"113,817", ,,,,, ,,,
,Includes Comanche County,,,,,,,,,,
,City of Lawton,"91,459","1,001",6,78,201,716,"4,248","1,445","2,574",229
,Total area actually reporting,100.0%,"1,014",6,80,203,725,"4,425","1,528","2,659",238
,"Rate per 100,000 inhabitants",,890.9,5.3,70.3,178.4,637.0,"3,887.8","1,342.5","2,336.2",209.1
"Lebanon, PA M.S.A.",,"128,795", ,,,,, ,,,
,Includes Lebanon County,,,,,,,,,,
,City of Lebanon,"24,212",114,1,8,38,67,810,162,604,44
,Total area actually reporting,100.0%,307,2,21,59,225,"2,268",396,"1,779",93
,"Rate per 100,000 inhabitants",,238.4,1.6,16.3,45.8,174.7,"1,760.9",307.5,"1,381.3",72.2
"Lewiston, ID-WA M.S.A.",,"60,233", ,,,,, ,,,
,"Includes Nez Perce County, ID and Asotin County, WA",,,,,,,,,,
,"City of Lewiston, ID","31,911",45,1,9,7,28,"1,059",237,774,48
,Total area actually reporting,100.0%,89,3,12,11,63,"1,693",337,"1,296",60
,"Rate per 100,000 inhabitants",,147.8,5.0,19.9,18.3,104.6,"2,810.8",559.5,"2,151.6",99.6
"Lewiston-Auburn, ME M.S.A.",,"106,715",,,,,,,,,
,Includes Androscoggin County,, ,,,,,,,,
,City of Lewiston,"35,183",94,1,22,34,37,"1,065",204,830,31
,City of Auburn,"23,205",44,1,8,14,21,743,120,595,28
,Total area actually reporting,100.0%,160,2,36,48,74,"2,466",492,"1,872",102
,"Rate per 100,000 inhabitants",,149.9,1.9,33.7,45.0,69.3,"2,310.8",461.0,"1,754.2",95.6
"Lexington-Fayette, KY M.S.A.",,"452,390", ,,,,, ,,,
,"Includes Bourbon, Clark, Fayette, Jessamine, Scott, and Woodford Counties",,,,,,,,,,
,City of Lexington,"281,473","1,780",12,137,529,"1,102","9,724","2,259","6,878",587
,Total area actually reporting,94.6%,"2,057",15,174,608,"1,260","14,685","3,264","10,597",824
,Estimated total,100.0%,"2,097",15,179,620,"1,283","15,129","3,375","10,903",851
,"Rate per 100,000 inhabitants",,463.5,3.3,39.6,137.0,283.6,"3,344.2",746.0,"2,410.1",188.1
"Lima, OH M.S.A.",,"104,842", ,,,,, ,,,
,Includes Allen County,,,,,,,,,,
,City of Lima,"37,507",498,2,67,157,272,"2,959",953,"1,812",194
,Total area actually reporting,91.3%,563,2,81,183,297,"4,576","1,306","3,031",239
,Estimated total,100.0%,579,2,84,189,304,"4,842","1,357","3,233",252
,"Rate per 100,000 inhabitants",,552.3,1.9,80.1,180.3,290.0,"4,618.4","1,294.3","3,083.7",240.4
"Lincoln, NE M.S.A.",,"295,470", ,,,,, ,,,
,Includes Lancaster and Seward Counties,,,,,,,,,,
,City of Lincoln,"251,550","1,282",4,113,213,952,"10,168","1,569","8,251",348
,Total area actually reporting,100.0%,"1,315",6,119,217,973,"11,011","1,718","8,928",365
,"Rate per 100,000 inhabitants",,445.1,2.0,40.3,73.4,329.3,"3,726.6",581.4,"3,021.6",123.5
"Little Rock-North Little Rock-Conway, AR M.S.A.2",,"673,330",,,,,,,,,
,"Includes Faulkner, Grant, Lonoke, Perry, Pulaski,2 and Saline Counties",,,,,,,,,,
,City of Little Rock,"187,978","2,356",40,132,819,"1,365","15,003","3,576","10,272","1,155"
,City of North Little Rock,"59,369",810,11,36,274,489,"6,107","1,527","4,137",443
,City of Conway2,"58,945",230,0,32,62,136,"2,778",906,"1,743",129
,Total area actually reporting,99.3%,"4,814",64,360,"1,319","3,071","35,913","9,826","23,610","2,477"
,Estimated total,100.0%,"4,837",64,362,"1,323","3,088","36,107","9,888","23,733","2,486"
,"Rate per 100,000 inhabitants",,718.4,9.5,53.8,196.5,458.6,"5,362.5","1,468.5","3,524.7",369.2
"Logan, UT-ID M.S.A.",,"124,922", ,,,,, ,,,
,"Includes Franklin County, ID and Cache County, UT",,,,,,,,,,
,"City of Logan, UT","48,670",44,1,13,2,28,943,218,694,31
,Total area actually reporting,100.0%,91,2,36,2,51,"2,050",399,"1,598",53
,"Rate per 100,000 inhabitants",,72.8,1.6,28.8,1.6,40.8,"1,641.0",319.4,"1,279.2",42.4
"Longview, TX M.S.A.",,"204,851", ,,,,, ,,,
,"Includes Gregg, Rusk, and Upshur Counties",,,,,,,,,,
,City of Longview,"75,524",788,9,44,214,521,"4,984","1,117","3,481",386
,Total area actually reporting,99.4%,"1,297",15,97,284,901,"9,306","2,227","6,282",797
,Estimated total,100.0%,"1,300",15,97,285,903,"9,348","2,236","6,312",800
,"Rate per 100,000 inhabitants",,634.6,7.3,47.4,139.1,440.8,"4,563.3","1,091.5","3,081.3",390.5
"Longview, WA M.S.A.",,"101,545",,,,,,,,,
,Includes Cowlitz County,, ,,,,,,,,
,City of Longview,"36,887",150,1,34,43,72,"1,925",310,"1,453",162
,Total area actually reporting,100.0%,297,2,94,62,139,"3,805",735,"2,738",332
,"Rate per 100,000 inhabitants",,292.5,2.0,92.6,61.1,136.9,"3,747.1",723.8,"2,696.3",326.9
"Los Angeles-Long Beach-Santa Ana, CA M.S.A.",,"12,872,427",,,,,,,,,
,Includes the Metropolitan Divisions of Los Angeles-Long Beach-Glendale and Santa Ana-Anaheim-Irvine,,,,,,,,,,
,City of Los Angeles,"3,850,920","26,553",384,949,"13,422","11,798","100,821","19,726","58,472","22,623"
,City of Long Beach,"467,055","3,158",40,120,"1,487","1,511","12,991","3,080","7,039","2,872"
,City of Santa Ana,"339,674","1,726",30,66,842,788,"6,980","1,097","4,348","1,535"
,City of Anaheim,"333,746","1,312",11,83,573,645,"8,331","1,604","5,633","1,094"
,City of Glendale,"197,182",351,3,21,151,176,"4,105",708,"2,891",506
,City of Irvine,"209,278",129,1,18,54,56,"3,211",452,"2,556",203
,City of Pomona,"153,201","1,158",20,37,463,638,"4,939","1,101","2,663","1,175"
,City of Pasadena,"144,545",621,3,21,260,337,"4,182",858,"2,957",367
,City of Torrance,"141,819",306,2,21,175,108,"3,071",509,"2,109",453
,City of Orange,"134,852",220,1,8,100,111,"3,022",426,"2,207",389
,City of Fullerton,"132,776",410,2,36,145,227,"4,143",816,"2,935",392
,City of Costa Mesa,"108,898",350,1,39,120,190,"3,367",516,"2,547",304
,City of Burbank,"103,640",235,2,17,86,130,"2,941",589,"1,834",518
,City of Compton,"94,519","1,738",28,48,595,"1,067","3,333",896,"1,409","1,028"
,City of Carson,"93,170",565,8,19,215,323,"2,528",445,"1,433",650
,City of Santa Monica,"87,572",536,4,21,218,293,"2,904",557,"2,104",243
,City of Newport Beach,"79,821",151,0,5,44,102,"2,197",454,"1,629",114
,City of Tustin,"71,272",109,1,11,52,45,"1,555",210,"1,193",152
,City of Montebello,"62,318",213,5,10,110,88,"1,896",527,837,532
,City of Monterey Park,"61,664",114,2,1,78,33,"1,242",309,698,235
,City of Gardena,"58,814",369,3,11,229,126,"1,567",306,879,382
,City of Paramount,"55,636",396,5,14,189,188,"1,956",379,848,729
,City of Arcadia,"56,605",128,2,4,62,60,"1,550",343,"1,084",123
,City of Fountain Valley,"55,524",104,0,2,36,66,"1,376",276,"1,006",94
,City of Cerritos,"51,655",140,1,6,90,43,"1,893",306,"1,317",270
,Total area actually reporting,100.0%,"67,425",878,"2,603","29,765","34,179","323,387","66,115","193,337","63,935"
,"Rate per 100,000 inhabitants",,523.8,6.8,20.2,231.2,265.5,"2,512.2",513.6,"1,501.9",496.7
"Los Angeles-Long Beach-Glendale, CA M.D.",,"9,872,263",,,,,,,,,
,Includes Los Angeles County,,,,,,,,,,
,Total area actually reporting,100.0%,"59,788",806,"2,173","26,731","30,078","259,682","54,532","148,579","56,571"
,"Rate per 100,000 inhabitants",,605.6,8.2,22.0,270.8,304.7,"2,630.4",552.4,"1,505.0",573.0
"Santa Ana-Anaheim-Irvine, CA M.D.",,"3,000,164",,,,,,,,,
,Includes Orange County,,,,,,,,,,
,Total area actually reporting,100.0%,"7,637",72,430,"3,034","4,101","63,705","11,583","44,758","7,364"
,"Rate per 100,000 inhabitants",,254.6,2.4,14.3,101.1,136.7,"2,123.4",386.1,"1,491.9",245.5
"Louisville/Jefferson County, KY-IN M.S.A.",,"1,243,209", ,,,,, ,,,
,"Includes Clark, Floyd, Harrison, and Washington Counties, IN and Bullitt, Henry, Jefferson, Meade, Nelson, Oldham, Shelby, Spencer, and Trimble Counties, KY",,,,,,,,,,
,"City of Louisville Metro, KY","629,679","4,306",71,220,"1,762","2,253","29,420","7,278","19,523","2,619"
,Total area actually reporting,95.2%,"5,152",77,312,"2,106","2,657","42,816","10,237","29,028","3,551"
,Estimated total,100.0%,"5,280",79,322,"2,141","2,738","44,556","10,542","30,347","3,667"
,"Rate per 100,000 inhabitants",,424.7,6.4,25.9,172.2,220.2,"3,584.0",848.0,"2,441.0",295.0
"Lubbock, TX M.S.A.",,"269,446", ,,,,, ,,,
,Includes Crosby and Lubbock Counties,,,,,,,,,,
,City of Lubbock,"219,594","2,098",8,82,298,"1,710","12,271","3,109","8,564",598
,Total area actually reporting,100.0%,"2,266",9,108,312,"1,837","13,685","3,596","9,405",684
,"Rate per 100,000 inhabitants",,841.0,3.3,40.1,115.8,681.8,"5,078.9","1,334.6","3,490.5",253.9
"Lynchburg, VA M.S.A.",,"244,588", ,,,,, ,,,
,"Includes Amherst, Appomattox, Bedford, and Campbell Counties and Bedford and Lynchburg Cities",,,,,,,,,,
,City of Lynchburg,"71,805",347,4,30,101,212,"2,739",425,"2,160",154
,Total area actually reporting,100.0%,554,8,80,128,338,"5,411",858,"4,220",333
,"Rate per 100,000 inhabitants",,226.5,3.3,32.7,52.3,138.2,"2,212.3",350.8,"1,725.4",136.1
"Macon, GA M.S.A.",,"229,719", ,,,,, ,,,
,"Includes Bibb, Crawford, Jones, Monroe, and Twiggs Counties",,,,,,,,,,
,City of Macon,"92,576",884,19,41,370,454,"7,758","1,963","4,972",823
,Total area actually reporting,99.4%,"1,241",23,66,461,691,"12,304","3,034","8,037","1,233"
,Estimated total,100.0%,"1,247",23,66,463,695,"12,364","3,046","8,080","1,238"
,"Rate per 100,000 inhabitants",,542.8,10.0,28.7,201.6,302.5,"5,382.2","1,326.0","3,517.3",538.9
"Madera-Chowchilla, CA M.S.A.",,"148,935", ,,,,, ,,,
,Includes Madera County,,,,,,,,,,
,City of Madera,"57,636",464,7,24,153,280,"1,199",330,669,200
,City of Chowchilla,"19,268",28,1,1,5,21,350,193,143,14
,Total area actually reporting,100.0%,744,10,37,185,512,"3,257","1,043","1,706",508
,"Rate per 100,000 inhabitants",,499.5,6.7,24.8,124.2,343.8,"2,186.9",700.3,"1,145.5",341.1
"Madison, WI M.S.A.",,"562,105", ,,,,, ,,,
,"Includes Columbia, Dane, and Iowa Counties",,,,,,,,,,
,City of Madison,"231,231",891,10,50,368,463,"8,256","2,038","5,720",498
,Total area actually reporting,100.0%,"1,357",14,112,455,776,"15,751","3,272","11,714",765
,"Rate per 100,000 inhabitants",,241.4,2.5,19.9,80.9,138.1,"2,802.1",582.1,"2,084.0",136.1
"Manhattan, KS M.S.A.",,"119,523",,,,,,,,,
,"Includes Geary, Pottawatomie, and Riley Counties",, ,,,,,,,,
,Total area actually reporting,100.0%,450,4,65,53,328,"3,217",651,"2,423",143
,"Rate per 100,000 inhabitants",,376.5,3.3,54.4,44.3,274.4,"2,691.5",544.7,"2,027.2",119.6
"Mankato-North Mankato, MN M.S.A.5",,"91,966",,,,,,,,,
,Includes Blue Earth and Nicollet Counties5,, ,,,,,,,,
,City of Mankato5,"36,316",,0,,13,53,"1,785",255,"1,472",58
,City of North Mankato5,"12,467",,0,,0,2,197,4,177,16
,Total area actually reporting,100.0%,,0,,14,83,"2,661",393,"2,157",111
,"Rate per 100,000 inhabitants",,,0.0,,15.2,90.3,"2,893.5",427.3,"2,345.4",120.7
"Mansfield, OH M.S.A.",,"125,317", ,,,,, ,,,
,Includes Richland County,,,,,,,,,,
,City of Mansfield,"49,428",183,3,30,83,67,"2,639",799,"1,774",66
,Total area actually reporting,100.0%,245,3,49,96,97,"5,131","1,411","3,579",141
,"Rate per 100,000 inhabitants",,195.5,2.4,39.1,76.6,77.4,"4,094.4","1,125.9","2,856.0",112.5
"McAllen-Edinburg-Mission, TX M.S.A.",,"729,820",,,,,,,,,
,Includes Hidalgo County,,,,,,,,,,
,City of McAllen,"130,039",371,9,18,135,209,"7,875",818,"6,599",458
,City of Edinburg,"71,734",285,3,21,69,192,"4,306",846,"3,082",378
,City of Mission,"68,236",118,5,2,53,58,"2,846",438,"2,042",366
,City of Pharr,"66,084",260,3,20,80,157,"3,731",868,"2,503",360
,Total area actually reporting,99.8%,"2,624",51,176,667,"1,730","33,640","7,427","23,352","2,861"
,Estimated total,100.0%,"2,628",51,176,668,"1,733","33,690","7,437","23,388","2,865"
,"Rate per 100,000 inhabitants",,360.1,7.0,24.1,91.5,237.5,"4,616.2","1,019.0","3,204.6",392.6
"Medford, OR M.S.A.",,"201,601", ,,,,, ,,,
,Includes Jackson County,,,,,,,,,,
,City of Medford,"73,019",282,0,44,41,197,"2,882",300,"2,453",129
,Total area actually reporting,100.0%,461,2,74,68,317,"5,352",714,"4,401",237
,"Rate per 100,000 inhabitants",,228.7,1.0,36.7,33.7,157.2,"2,654.7",354.2,"2,183.0",117.6
"Memphis, TN-MS-AR M.S.A.",,"1,290,901", ,,,,, ,,,
,"Includes Crittenden County, AR; DeSoto, Marshall, Tate; and Tunica Counties, MS, and Fayette, Shelby, and Tipton Counties, TN",,,,,,,,,,
,City of Memphis,"672,046","12,937",138,366,"4,787","7,646","53,839","15,874","32,548","5,417"
,Total area actually reporting,99.9%,"15,582",163,522,"5,272","9,625","74,154","21,314","46,046","6,794"
,Estimated total,100.0%,"15,585",163,522,"5,273","9,627","74,208","21,326","46,085","6,797"
,"Rate per 100,000 inhabitants",,"1,207.3",12.6,40.4,408.5,745.8,"5,748.5","1,652.0","3,570.0",526.5
"Merced, CA M.S.A.",,"248,898", ,,,,, ,,,
,Includes Merced County,,,,,,,,,,
,City of Merced,"78,598",612,11,30,153,418,"3,453",720,"2,382",351
,Total area actually reporting,100.0%,"1,541",21,70,267,"1,183","9,023","2,267","5,658","1,098"
,"Rate per 100,000 inhabitants",,619.1,8.4,28.1,107.3,475.3,"3,625.2",910.8,"2,273.2",441.1
"Miami-Fort Lauderdale-Pompano Beach, FL M.S.A.",,"5,395,910",,,,,,,,,
,"Includes the Metropolitan Divisions of Fort Lauderdale-Pompano Beach-Deerfield Beach, Miami-Miami Beach-Kendall, and West Palm Beach-Boca Raton-Boynton Beach",,,,,,,,,,
,City of Miami,"427,740","5,709",63,42,"2,415","3,189","22,198","4,941","13,591","3,666"
,City of Fort Lauderdale,"182,932","1,628",22,73,848,685,"10,419","2,633","6,939",847
,City of Pompano Beach,"101,769","1,208",9,58,422,719,"5,690","1,232","3,906",552
,City of West Palm Beach,"100,434",967,18,47,446,456,"5,845","1,445","3,887",513
,City of Miami Beach,"83,609",990,6,50,405,529,"8,215","1,279","6,144",792
,City of Boca Raton,"84,630",210,1,15,74,120,"3,254",564,"2,505",185
,City of Deerfield Beach,"73,665",524,0,14,139,371,"2,691",576,"1,899",216
,City of Boynton Beach,"68,033",709,2,6,205,496,"3,667",869,"2,526",272
,City of Delray Beach,"63,795",676,2,23,208,443,"3,527",763,"2,541",223
,City of Homestead,"60,184",850,1,25,279,545,"3,014","1,017","1,734",263
,Total area actually reporting,100.0%,"41,301",409,"1,593","14,939","24,360","257,000","54,960","175,095","26,945"
,"Rate per 100,000 inhabitants",,765.4,7.6,29.5,276.9,451.5,"4,762.9","1,018.5","3,245.0",499.4
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL M.D.",,"1,754,213",,,,,,,,,
,Includes Broward County,,,,,,,,,,
,Total area actually reporting,100.0%,"10,637",85,515,"4,045","5,992","71,758","15,684","49,866","6,208"
,"Rate per 100,000 inhabitants",,606.4,4.8,29.4,230.6,341.6,"4,090.6",894.1,"2,842.6",353.9
"Miami-Miami Beach-Kendall, FL M.D.",,"2,373,744",,,,,,,,,
,Includes Miami-Dade County,,,,,,,,,,
,Total area actually reporting,100.0%,"22,005",228,685,"8,047","13,045","131,060","26,030","88,930","16,100"
,"Rate per 100,000 inhabitants",,927.0,9.6,28.9,339.0,549.6,"5,521.2","1,096.6","3,746.4",678.3
"West Palm Beach-Boca Raton-Boynton Beach, FL M.D.",,"1,267,953",,,,,,,,,
,Includes Palm Beach County,,,,,,,,,,
,Total area actually reporting,100.0%,"8,659",96,393,"2,847","5,323","54,182","13,246","36,299","4,637"
,"Rate per 100,000 inhabitants",,682.9,7.6,31.0,224.5,419.8,"4,273.2","1,044.7","2,862.8",365.7
"Michigan City-La Porte, IN M.S.A.",,"109,674",,,,,,,,,
,Includes La Porte County,, ,,,,,,,,
,City of Michigan City,"31,726",123,5,8,64,46,"1,770",315,"1,315",140
,City of La Porte,"21,031",47,0,10,17,20,"1,476",226,"1,192",58
,Total area actually reporting,96.8%,204,5,27,93,79,"4,307",865,"3,193",249
,Estimated total,100.0%,214,5,28,96,85,"4,437",885,"3,294",258
,"Rate per 100,000 inhabitants",,195.1,4.6,25.5,87.5,77.5,"4,045.6",806.9,"3,003.4",235.2
"Midland, TX M.S.A.",,"127,849", ,,,,, ,,,
,Includes Midland County,,,,,,,,,,
,City of Midland,"104,742",419,4,66,94,255,"3,476",833,"2,485",158
,Total area actually reporting,100.0%,518,4,71,100,343,"4,161","1,066","2,910",185
,"Rate per 100,000 inhabitants",,405.2,3.1,55.5,78.2,268.3,"3,254.6",833.8,"2,276.1",144.7
"Milwaukee-Waukesha-West Allis, WI M.S.A.",,"1,548,830",,,,,,,,,
,"Includes Milwaukee, Ozaukee, Washington, and Waukesha Counties",,,,,,,,,,
,City of Milwaukee,"602,131","7,339",71,208,"3,207","3,853","36,562","6,409","23,615","6,538"
,City of Waukesha,"66,984",84,0,23,24,37,"1,443",320,"1,050",73
,City of West Allis,"59,602",220,2,6,108,104,"3,154",569,"2,382",203
,Total area actually reporting,100.0%,"8,436",76,314,"3,644","4,402","59,309","9,417","42,433","7,459"
,"Rate per 100,000 inhabitants",,544.7,4.9,20.3,235.3,284.2,"3,829.3",608.0,"2,739.7",481.6
"Minneapolis-St. Paul-Bloomington, MN-WI M.S.A.5",,"3,231,521",,,,,,,,,
,"Includes Anoka, Carver, Chisago, Dakota, Hennepin, Isanti, Ramsey, Scott, Sherburne, Washington, and Wright Counties, MN5 and Pierce and St. Croix Counties, WI",,,,,,,,,,
,"City of Minneapolis, MN","376,753","4,779",37,367,"2,005","2,370","20,777","5,591","12,776","2,410"
,"City of St. Paul, MN","276,083","2,199",18,147,765,"1,269","11,524","2,936","6,770","1,818"
,"City of Bloomington, MN5","80,996",,1,,51,60,"3,213",255,"2,798",160
,"City of Plymouth, MN5","71,713",,0,,16,33,"1,664",299,"1,309",56
,"City of Eagan, MN5","63,754",,0,,21,27,"1,627",190,"1,398",39
,"City of Eden Prairie, MN5","62,516",,0,,10,33,"1,333",138,"1,166",29
,"City of Minnetonka, MN5","50,231",,1,,5,14,"1,084",222,830,32
,Total area actually reporting,98.6%,,86,,"3,756","5,494","104,309","18,432","78,088","7,789"
,Estimated total,100.0%,,87,,"3,778","5,533","105,755","18,627","79,265","7,863"
,"Rate per 100,000 inhabitants",,,2.7,,116.9,171.2,"3,272.6",576.4,"2,452.9",243.3
"Missoula, MT M.S.A.",,"107,119", ,,,,, ,,,
,Includes Missoula County,,,,,,,,,,
,City of Missoula,"68,445",181,1,17,22,141,"2,463",225,"2,131",107
,Total area actually reporting,100.0%,295,2,31,24,238,"3,122",361,"2,601",160
,"Rate per 100,000 inhabitants",,275.4,1.9,28.9,22.4,222.2,"2,914.5",337.0,"2,428.1",149.4
"Mobile, AL M.S.A.6",,"405,797", ,,,,, ,,,
,Includes Mobile County,,,,,,,,,,
,City of Mobile6,"251,041","1,204",42,27,875,260,"13,846","3,305","9,470","1,071"
,Total area actually reporting,98.6%,"1,912",65,63,"1,178",606,"19,570","5,089","12,717","1,764"
,Estimated total,100.0%,"1,938",65,65,"1,188",620,"19,833","5,151","12,901","1,781"
,"Rate per 100,000 inhabitants",,477.6,16.0,16.0,292.8,152.8,"4,887.4","1,269.4","3,179.2",438.9
"Modesto, CA M.S.A.",,"516,995", ,,,,, ,,,
,Includes Stanislaus County,,,,,,,,,,
,City of Modesto,"205,750","1,439",18,65,429,927,"10,874","2,393","7,014","1,467"
,Total area actually reporting,100.0%,"2,829",31,141,810,"1,847","23,178","5,646","13,583","3,949"
,"Rate per 100,000 inhabitants",,547.2,6.0,27.3,156.7,357.3,"4,483.2","1,092.1","2,627.3",763.8
"Monroe, LA M.S.A.",,"173,540", ,,,,, ,,,
,Includes Ouachita and Union Parishes,,,,,,,,,,
,City of Monroe,"50,988",493,11,21,141,320,"4,360","1,219","3,010",131
,Total area actually reporting,98.8%,845,11,28,192,614,"8,812","2,439","6,033",340
,Estimated total,100.0%,857,11,29,194,623,"8,908","2,458","6,106",344
,"Rate per 100,000 inhabitants",,493.8,6.3,16.7,111.8,359.0,"5,133.1","1,416.4","3,518.5",198.2
"Monroe, MI M.S.A.2",,"153,241", ,,,,, ,,,
,Includes Monroe County2,,,,,,,,,,
,City of Monroe,"21,461",88,0,15,19,54,723,181,512,30
,Total area actually reporting,100.0%,378,2,87,62,227,"3,798",936,"2,656",206
,"Rate per 100,000 inhabitants",,246.7,1.3,56.8,40.5,148.1,"2,478.4",610.8,"1,733.2",134.4
"Montgomery, AL M.S.A.",,"369,292", ,,,,, ,,,
,"Includes Autauga, Elmore, Lowndes, and Montgomery Counties",,,,,,,,,,
,City of Montgomery,"204,398",883,23,49,463,348,"12,545","3,513","8,117",915
,Total area actually reporting,97.2%,"1,226",28,96,547,555,"17,234","4,670","11,368","1,196"
,Estimated total,100.0%,"1,253",28,99,553,573,"17,474","4,753","11,505","1,216"
,"Rate per 100,000 inhabitants",,339.3,7.6,26.8,149.7,155.2,"4,731.8","1,287.1","3,115.4",329.3
"Morristown, TN M.S.A.",,"135,979", ,,,,, ,,,
,"Includes Grainger, Hamblen, and Jefferson Counties",,,,,,,,,,
,City of Morristown,"27,579",237,0,19,52,166,"2,087",202,"1,766",119
,Total area actually reporting,100.0%,526,3,42,77,404,"4,902","1,100","3,451",351
,"Rate per 100,000 inhabitants",,386.8,2.2,30.9,56.6,297.1,"3,605.0",808.9,"2,537.9",258.1
"Mount Vernon-Anacortes, WA M.S.A.",,"118,241",,,,,,,,,
,Includes Skagit County,, ,,,,,,,,
,City of Mount Vernon,"31,237",91,0,19,26,46,"1,732",275,"1,374",83
,City of Anacortes,"17,020",27,0,3,5,19,504,109,364,31
,Total area actually reporting,100.0%,243,9,50,55,129,"5,350","1,069","3,939",342
,"Rate per 100,000 inhabitants",,205.5,7.6,42.3,46.5,109.1,"4,524.7",904.1,"3,331.3",289.2
"Muncie, IN M.S.A.",,"114,943", ,,,,, ,,,
,Includes Delaware County,,,,,,,,,,
,City of Muncie,"65,084",349,0,30,78,241,"2,627",494,"2,003",130
,Total area actually reporting,100.0%,389,1,39,85,264,"3,505",684,"2,629",192
,"Rate per 100,000 inhabitants",,338.4,0.9,33.9,73.9,229.7,"3,049.3",595.1,"2,287.2",167.0
"Muskegon-Norton Shores, MI M.S.A.2",,"173,418",,,,,,,,,
,Includes Muskegon County,, ,,,,,,,,
,City of Muskegon2,"39,319",384,1,36,101,246,"2,367",566,"1,658",143
,City of Norton Shores,"23,408",39,0,8,6,25,794,94,677,23
,Total area actually reporting,100.0%,805,4,111,175,515,"7,323","1,317","5,652",354
,"Rate per 100,000 inhabitants",,464.2,2.3,64.0,100.9,297.0,"4,222.7",759.4,"3,259.2",204.1
"Napa, CA M.S.A.",,"132,946", ,,,,, ,,,
,Includes Napa County,,,,,,,,,,
,City of Napa,"74,420",249,1,25,46,177,"1,907",368,"1,360",179
,Total area actually reporting,100.0%,832,1,39,70,722,"3,253",768,"2,178",307
,"Rate per 100,000 inhabitants",,625.8,0.8,29.3,52.7,543.1,"2,446.9",577.7,"1,638.3",230.9
"Naples-Marco Island, FL M.S.A.",,"320,551",,,,,,,,,
,Includes Collier County,, ,,,,,,,,
,City of Naples,"21,460",51,2,1,8,40,825,83,730,12
,City of Marco Island,"15,703",13,0,2,2,9,204,19,182,3
,Total area actually reporting,100.0%,"1,174",8,56,234,876,"6,183","1,360","4,502",321
,"Rate per 100,000 inhabitants",,366.2,2.5,17.5,73.0,273.3,"1,928.9",424.3,"1,404.5",100.1
"Nashville-Davidson─
Murfreesboro─Franklin, TN M.S.A.",,"1,548,974",,,,,,,,,
,"Includes Cannon, Cheatham, Davidson, Dickson, Hickman, Macon, Robertson, Rutherford, Smith, Sumner, Trousdale, Williamson, and Wilson Counties ",,, ,,,,,,,
,City of Nashville,"602,181","8,404",76,301,"2,384","5,643","32,347","6,326","23,764","2,257"
,City of Murfreesboro,"102,536",646,6,31,162,447,"4,439","1,029","3,217",193
,City of Franklin,"58,997",116,1,13,18,84,908,142,739,27
,Total area actually reporting,100.0%,"12,101",100,552,"2,889","8,560","56,041","11,910","40,354","3,777"
,"Rate per 100,000 inhabitants",,781.2,6.5,35.6,186.5,552.6,"3,617.9",768.9,"2,605.2",243.8
"New Orleans-Metairie-Kenner, LA M.S.A.",,"1,114,055",,,,,,,,,
,"Includes Jefferson, Orleans, Plaquemines, St. Bernard, St. Charles, St. John the Baptist, and St. Tammany Parishes",,,,,,,,,,
,City of New Orleans,"281,440","2,869",179,65,"1,085","1,540","14,880","4,591","7,081","3,208"
,City of Kenner,"64,597",376,7,20,129,220,"2,623",528,"1,848",247
,Total area actually reporting,99.9%,"6,929",250,259,"2,060","4,360","44,539","11,571","27,093","5,875"
,Estimated total,100.0%,"6,933",250,259,"2,061","4,363","44,570","11,577","27,117","5,876"
,"Rate per 100,000 inhabitants",,622.3,22.4,23.2,185.0,391.6,"4,000.7","1,039.2","2,434.1",527.4
"New York-Northern New Jersey-Long Island, NY-NJ-PA M.S.A.",,"19,004,225",,,,,,,,,
,"Includes the Metropolitan Divisions of Edison-New Brunswick, NJ; Nassau-Suffolk, NY; Newark-Union, NJ-PA; and New York-Wayne-White Plains, NY-NJ",,,,,,,,,,
,"City of New York, NY","8,345,075","48,430",523,890,"22,186","24,831","149,989","19,867","117,682","12,440"
,"City of Newark, NJ","279,788","2,660",67,51,"1,387","1,155","9,750","2,000","3,996","3,754"
,"City of Edison Township, NJ","99,562",234,1,6,80,147,"2,179",447,"1,563",169
,"City of White Plains, NY","57,932",86,0,1,20,65,"1,167",40,"1,103",24
