Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2013",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft"
,"Rate per 100,000 inhabitants",,363.1,1.6,51.2,53.6,256.7,"3,547.6","1,138.0","2,312.8",96.8
"Joplin, MO M.S.A.",,"174,207", ,,,,, ,,,
,Includes Jasper and Newton Counties,,,,,,,,,,
,City of Joplin,"49,272",240,1,35,55,149,"3,925",617,"3,055",253
,Total area actually reporting,100.0%,521,4,66,73,378,"7,585","1,451","5,639",495
,"Rate per 100,000 inhabitants",,299.1,2.3,37.9,41.9,217.0,"4,354.0",832.9,"3,237.0",284.1
"Kahului-Wailuku-Lahaina, HI M.S.A.",,"159,652",,,,,,,,,
,Includes Kalawao and Maui Counties,, ,,,,,,,,
,Total area actually reporting,100.0%,450,1,45,97,307,"5,704",948,"4,314",442
,"Rate per 100,000 inhabitants",,281.9,0.6,28.2,60.8,192.3,"3,572.8",593.8,"2,702.1",276.9
"Kankakee, IL M.S.A.",,"112,844",,,,,,,,,
,Includes Kankakee County,, ,,,,,,,,
,City of Kankakee,"27,286",196,4,23,70,99,"1,063",285,743,35
,Total area actually reporting,91.2%,342,6,52,84,200,"2,667",586,"2,009",72
,Estimated total,100.0%,362,6,54,90,212,"2,860",620,"2,160",80
,"Rate per 100,000 inhabitants",,320.8,5.3,47.9,79.8,187.9,"2,534.5",549.4,"1,914.1",70.9
"Kansas City, MO-KS M.S.A.",,"2,049,436",,,,,,,,,
,"Includes Johnson, Leavenworth, Linn, Miami, and Wyandotte Counties, KS and Bates, Caldwell, Cass, Clay, Clinton, Jackson, Lafayette, Platte, and Ray Counties, MO",,,,,,,,,,
,"City of Kansas City, MO","465,514","5,864",99,377,"1,662","3,726","24,648","6,412","13,949","4,287"
,"City of Overland Park, KS","180,555",284,2,33,45,204,"3,530",404,"2,846",280
,"City of Kansas City, KS","147,618",731,28,83,238,382,"7,228","1,617","4,566","1,045"
,Total area actually reporting,99.9%,"9,595",152,861,"2,380","6,202","66,618","13,830","44,395","8,393"
,Estimated total,100.0%,"9,601",152,862,"2,381","6,206","66,696","13,843","44,456","8,397"
,"Rate per 100,000 inhabitants",,468.5,7.4,42.1,116.2,302.8,"3,254.4",675.5,"2,169.2",409.7
"Kennewick-Richland, WA M.S.A.",,"273,507",,,,,,,,,
,Includes Benton and Franklin Counties,,,,,,,,,,
,City of Kennewick,"76,508",240,2,34,43,161,"2,478",444,"1,876",158
,City of Richland,"52,465",95,3,17,11,64,"1,167",205,927,35
,Total area actually reporting,100.0%,603,9,88,88,418,"6,236","1,293","4,533",410
,"Rate per 100,000 inhabitants",,220.5,3.3,32.2,32.2,152.8,"2,280.0",472.7,"1,657.4",149.9
"Kingsport-Bristol-Bristol, TN-VA M.S.A.",,"309,240",,,,,,,,,
,"Includes Hawkins and Sullivan Counties, TN and Scott and Washington Counties and Bristol City, VA",,,,,,,,,,
,"City of Kingsport, TN","51,496",267,0,16,31,220,"2,657",381,"2,151",125
,"City of Bristol, TN","26,660",96,1,10,8,77,"1,124",186,888,50
,"City of Bristol, VA","17,641",59,0,6,7,46,543,61,462,20
,Total area actually reporting,99.5%,972,5,112,73,782,"8,271","1,552","6,350",369
,Estimated total,100.0%,976,5,113,74,784,"8,314","1,558","6,385",371
,"Rate per 100,000 inhabitants",,315.6,1.6,36.5,23.9,253.5,"2,688.5",503.8,"2,064.7",120.0
"Kingston, NY M.S.A.",,"181,804", ,,,,, ,,,
,Includes Ulster County,,,,,,,,,,
,City of Kingston,"23,665",74,1,4,25,44,687,112,565,10
,Total area actually reporting,100.0%,294,3,31,52,208,"3,281",590,"2,636",55
,"Rate per 100,000 inhabitants",,161.7,1.7,17.1,28.6,114.4,"1,804.7",324.5,"1,449.9",30.3
"Knoxville, TN M.S.A.",,"852,347", ,,,,, ,,,
,"Includes Anderson, Blount, Campbell, Grainger, Knox, Loudon, Morgan, Roane, and Union Counties",,,,,,,,,,
,City of Knoxville,"183,249","1,541",18,139,415,969,"11,438","2,275","8,424",739
,Total area actually reporting,96.6%,"2,999",30,251,613,"2,105","25,895","6,159","18,232","1,504"
,Estimated total,100.0%,"3,103",31,259,626,"2,187","26,730","6,302","18,890","1,538"
,"Rate per 100,000 inhabitants",,364.1,3.6,30.4,73.4,256.6,"3,136.0",739.4,"2,216.2",180.4
"Kokomo, IN M.S.A.",,"83,108", ,,,,, ,,,
,Includes Howard County,,,,,,,,,,
,City of Kokomo,"56,878",185,2,18,66,99,"2,210",496,"1,600",114
,Total area actually reporting,100.0%,218,2,18,68,130,"2,462",581,"1,753",128
,"Rate per 100,000 inhabitants",,262.3,2.4,21.7,81.8,156.4,"2,962.4",699.1,"2,109.3",154.0
"La Crosse-Onalaska, WI-MN M.S.A.3",,"135,914", ,,,,, ,,,
,"Includes Houston County, MN and La Crosse County, WI",,,,,,,,,,
,"City of La Crosse, WI","51,741",107,1,20,29,57,"1,548",305,"1,200",43
,"City of Onalaska, WI3","18,408",8,0,0,0,8,429,26,401,2
,Total area actually reporting,100.0%,167,2,26,29,110,"2,507",443,"1,994",70
,"Rate per 100,000 inhabitants",,122.9,1.5,19.1,21.3,80.9,"1,844.5",325.9,"1,467.1",51.5
"Lafayette, LA M.S.A.",,"477,151", ,,,,, ,,,
,"Includes Acadia, Iberia, Lafayette, St. Martin, and Vermilion Parishes",,,,,,,,,,
,City of Lafayette,"123,409",868,8,17,272,571,"7,568","1,276","5,995",297
,Total area actually reporting,97.7%,"2,153",23,83,504,"1,543","16,463","3,731","11,720","1,012"
,Estimated total,100.0%,"2,201",24,85,513,"1,579","16,915","3,814","12,074","1,027"
,"Rate per 100,000 inhabitants",,461.3,5.0,17.8,107.5,330.9,"3,545.0",799.3,"2,530.4",215.2
"Lafayette-West Lafayette, IN M.S.A.",,"208,478", ,,,,, ,,,
,"Includes Benton, Carroll, and Tippecanoe Counties",,,,,,,,,,
,City of Lafayette,"68,173",389,2,35,67,285,"3,416",718,"2,466",232
,City of West Lafayette,"30,687",37,0,6,6,25,536,90,430,16
,Total area actually reporting,86.5%,489,3,56,81,349,"5,232","1,055","3,895",282
,Estimated total,100.0%,522,3,60,87,372,"5,672","1,158","4,202",312
,"Rate per 100,000 inhabitants",,250.4,1.4,28.8,41.7,178.4,"2,720.7",555.5,"2,015.6",149.7
"Lake Charles, LA M.S.A.",,"201,735", ,,,,, ,,,
,Includes Calcasieu and Cameron Parishes,,,,,,,,,,
,City of Lake Charles,"73,894",547,11,31,178,327,"3,535","1,974","1,356",205
,Total area actually reporting,97.7%,"1,205",14,117,239,835,"9,598","3,624","5,469",505
,Estimated total,100.0%,"1,225",14,118,243,850,"9,790","3,659","5,620",511
,"Rate per 100,000 inhabitants",,607.2,6.9,58.5,120.5,421.3,"4,852.9","1,813.8","2,785.8",253.3
"Lake Havasu City-Kingman, AZ M.S.A.",,"205,099", ,,,,, ,,,
,Includes Mohave County,,,,,,,,,,
,City of Lake Havasu City,"52,891",87,1,17,11,58,"1,252",285,899,68
,City of Kingman,"28,400",128,1,11,19,97,"1,621",398,"1,159",64
,Total area actually reporting,97.6%,425,9,34,68,314,"6,729","1,833","4,500",396
,Estimated total,100.0%,437,9,35,71,322,"6,882","1,861","4,616",405
,"Rate per 100,000 inhabitants",,213.1,4.4,17.1,34.6,157.0,"3,355.5",907.4,"2,250.6",197.5
"Lakeland-Winter Haven, FL M.S.A.",,"622,846",,,,,,,,,
,Includes Polk County,, ,,,,,,,,
,City of Lakeland,"100,725",460,7,52,143,258,"5,410","1,130","4,082",198
,City of Winter Haven,"35,325",215,2,24,46,143,"1,577",353,"1,180",44
,Total area actually reporting,100.0%,"2,287",20,177,396,"1,694","18,115","4,929","12,280",906
,"Rate per 100,000 inhabitants",,367.2,3.2,28.4,63.6,272.0,"2,908.4",791.4,"1,971.6",145.5
"Lancaster, PA M.S.A.3",,"528,698", ,,,,, ,,,
,Includes Lancaster County,,,,,,,,,,
,City of Lancaster,"59,370",497,5,53,249,190,"2,692",441,"2,165",86
,Total area actually reporting,100.0%,905,9,132,340,424,"9,845","1,741","7,814",290
,"Rate per 100,000 inhabitants",,171.2,1.7,25.0,64.3,80.2,"1,862.1",329.3,"1,478.0",54.9
"Lansing-East Lansing, MI M.S.A.",,"466,728",,,,,,,,,
,"Includes Clinton, Eaton, and Ingham Counties",, ,,,,,,,,
,City of Lansing,"113,907","1,204",8,127,256,813,"3,960","1,268","2,329",363
,City of East Lansing,"48,506",109,0,31,24,54,799,150,552,97
,Total area actually reporting,94.5%,"1,815",14,301,366,"1,134","9,730","2,368","6,689",673
,Estimated total,100.0%,"1,893",15,314,383,"1,181","10,323","2,488","7,114",721
,"Rate per 100,000 inhabitants",,405.6,3.2,67.3,82.1,253.0,"2,211.8",533.1,"1,524.2",154.5
"Laredo, TX M.S.A.",,"262,936", ,,,,, ,,,
,Includes Webb County,,,,,,,,,,
,City of Laredo,"247,353","1,027",3,75,207,742,"10,482","1,425","8,685",372
,Total area actually reporting,100.0%,"1,133",4,80,211,838,"10,879","1,536","8,952",391
,"Rate per 100,000 inhabitants",,430.9,1.5,30.4,80.2,318.7,"4,137.5",584.2,"3,404.6",148.7
"Las Cruces, NM M.S.A.",,"215,083", ,,,,, ,,,
,Includes Dona Ana County,,,,,,,,,,
,City of Las Cruces,"102,007",332,6,27,74,225,"4,349",724,"3,454",171
,Total area actually reporting,98.3%,686,8,74,89,515,"6,242","1,387","4,541",314
,Estimated total,100.0%,716,8,76,91,541,"6,382","1,421","4,637",324
,"Rate per 100,000 inhabitants",,332.9,3.7,35.3,42.3,251.5,"2,967.2",660.7,"2,155.9",150.6
"Las Vegas-Henderson-Paradise, NV M.S.A.",,"2,025,864",,,,,,,,,
,Includes Clark County,, ,,,,,,,,
,City of Las Vegas Metropolitan Police Department,"1,500,455","11,374",97,705,"4,072","6,500","47,968","14,785","26,548","6,635"
,City of Henderson,"268,237",367,8,45,160,154,"5,358","1,405","3,416",537
,Total area actually reporting,100.0%,"13,735",116,855,"4,716","8,048","61,116","18,568","34,302","8,246"
,"Rate per 100,000 inhabitants",,678.0,5.7,42.2,232.8,397.3,"3,016.8",916.5,"1,693.2",407.0
"Lawrence, KS M.S.A.",,"113,372", ,,,,, ,,,
,Includes Douglas County,,,,,,,,,,
,City of Lawrence,"90,034",338,1,50,74,213,"3,625",493,"2,959",173
,Total area actually reporting,100.0%,371,1,57,75,238,"4,152",622,"3,334",196
,"Rate per 100,000 inhabitants",,327.2,0.9,50.3,66.2,209.9,"3,662.3",548.6,"2,940.8",172.9
"Lawton, OK M.S.A.",,"133,449", ,,,,, ,,,
,Includes Comanche and Cotton Counties,,,,,,,,,,
,City of Lawton,"98,548",919,13,80,168,658,"5,027","1,485","3,313",229
,Total area actually reporting,100.0%,950,13,91,169,677,"5,454","1,663","3,541",250
,"Rate per 100,000 inhabitants",,711.9,9.7,68.2,126.6,507.3,"4,087.0","1,246.2","2,653.4",187.3
"Lebanon, PA M.S.A.",,"135,689", ,,,,, ,,,
,Includes Lebanon County,,,,,,,,,,
,City of Lebanon,"25,583",103,2,2,62,37,785,139,623,23
,Total area actually reporting,100.0%,243,2,14,96,131,"2,493",378,"2,049",66
,"Rate per 100,000 inhabitants",,179.1,1.5,10.3,70.8,96.5,"1,837.3",278.6,"1,510.1",48.6
"Lewiston, ID-WA M.S.A.",,"61,820",,,,,,,,,
,"Includes Nez Perce County, ID and Asotin County, WA",, ,,,,,,,,
,"City of Lewiston, ID","32,093",49,0,8,8,33,"1,169",264,853,52
,Total area actually reporting,100.0%,113,0,11,21,81,"2,050",426,"1,531",93
,"Rate per 100,000 inhabitants",,182.8,0.0,17.8,34.0,131.0,"3,316.1",689.1,"2,476.5",150.4
"Lewiston-Auburn, ME M.S.A.",,"107,469",,,,,,,,,
,Includes Androscoggin County,, ,,,,,,,,
,City of Lewiston,"36,422",89,0,25,20,44,"1,217",313,848,56
,City of Auburn,"22,948",32,0,10,10,12,"1,072",197,858,17
,Total area actually reporting,100.0%,155,1,46,36,72,"2,924",703,"2,122",99
,"Rate per 100,000 inhabitants",,144.2,0.9,42.8,33.5,67.0,"2,720.8",654.1,"1,974.5",92.1
"Lexington-Fayette, KY M.S.A.",,"489,329", ,,,,, ,,,
,"Includes Bourbon, Clark, Fayette, Jessamine, Scott, and Woodford Counties",,,,,,,,,,
,City of Lexington,"308,712",946,18,134,467,327,"12,447","2,574","9,042",831
,Total area actually reporting,99.9%,"1,256",24,185,584,463,"18,207","3,814","13,376","1,017"
,Estimated total,100.0%,"1,256",24,185,584,463,"18,218","3,816","13,384","1,018"
,"Rate per 100,000 inhabitants",,256.7,4.9,37.8,119.3,94.6,"3,723.1",779.8,"2,735.2",208.0
"Lima, OH M.S.A.",,"105,002", ,,,,, ,,,
,Includes Allen County,,,,,,,,,,
,City of Lima,"38,214",366,3,42,78,243,"1,932",582,"1,255",95
,Total area actually reporting,97.3%,397,3,49,86,259,"3,495",907,"2,443",145
,Estimated total,100.0%,402,3,50,88,261,"3,567",921,"2,499",147
,"Rate per 100,000 inhabitants",,382.8,2.9,47.6,83.8,248.6,"3,397.1",877.1,"2,380.0",140.0
"Lincoln, NE M.S.A.",,"313,545", ,,,,, ,,,
,Includes Lancaster and Seward Counties,,,,,,,,,,
,City of Lincoln,"267,565",990,5,142,212,631,"9,354","1,423","7,625",306
,Total area actually reporting,100.0%,"1,031",5,152,214,660,"10,026","1,547","8,153",326
,"Rate per 100,000 inhabitants",,328.8,1.6,48.5,68.3,210.5,"3,197.6",493.4,"2,600.3",104.0
"Little Rock-North Little Rock-Conway, AR M.S.A.",,"723,132",,,,,,,,,
,"Includes Faulkner, Grant, Lonoke, Perry, Pulaski, and Saline Counties",,,,,,,,,,
,City of Little Rock,"197,399","2,777",35,119,944,"1,679","15,529","3,794","10,655","1,080"
,City of North Little Rock,"65,398",461,13,11,138,299,"3,901",864,"2,762",275
,City of Conway,"64,060",239,1,22,49,167,"2,774",367,"2,299",108
,Total area actually reporting,91.5%,"4,685",55,268,"1,262","3,100","34,102","8,566","23,279","2,257"
,Estimated total,100.0%,"4,886",56,294,"1,270","3,266","35,373","9,031","23,982","2,360"
,"Rate per 100,000 inhabitants",,675.7,7.7,40.7,175.6,451.6,"4,891.6","1,248.9","3,316.4",326.4
"Logan, UT-ID M.S.A.",,"129,858", ,,,,, ,,,
,"Includes Franklin County, ID and Cache County, UT",,,,,,,,,,
,"City of Logan, UT","49,049",35,0,20,0,15,860,138,700,22
,Total area actually reporting,100.0%,72,1,33,0,38,"1,531",256,"1,227",48
,"Rate per 100,000 inhabitants",,55.4,0.8,25.4,0.0,29.3,"1,179.0",197.1,944.9,37.0
"Longview, TX M.S.A.",,"218,274", ,,,,, ,,,
,"Includes Gregg, Rusk, and Upshur Counties",,,,,,,,,,
,City of Longview,"79,355",440,5,38,148,249,"3,291",615,"2,481",195
,Total area actually reporting,99.5%,901,12,86,189,614,"7,179","1,740","5,054",385
,Estimated total,100.0%,904,12,86,190,616,"7,214","1,747","5,080",387
,"Rate per 100,000 inhabitants",,414.2,5.5,39.4,87.0,282.2,"3,305.0",800.4,"2,327.4",177.3
"Longview, WA M.S.A.",,"102,169",,,,,,,,,
,Includes Cowlitz County,, ,,,,,,,,
,City of Longview,"36,374",170,0,38,48,84,"2,421",512,"1,734",175
,Total area actually reporting,100.0%,362,1,101,61,199,"4,057",910,"2,859",288
,"Rate per 100,000 inhabitants",,354.3,1.0,98.9,59.7,194.8,"3,970.9",890.7,"2,798.3",281.9
"Los Angeles-Long Beach-Anaheim, CA M.S.A.",,"13,141,130",,,,,,,,,
,Includes the Metropolitan Divisions of Anaheim-Santa Ana-Irvine and Los Angeles-Long Beach-Glendale ,,,,,,,,,,
,City of Los Angeles,"3,878,725","16,524",251,764,"7,885","7,624","85,844","15,728","55,734","14,382"
,City of Long Beach,"469,665","2,346",34,103,"1,118","1,091","12,999","3,776","6,868","2,355"
,City of Anaheim,"345,320","1,130",11,82,437,600,"9,611","1,412","6,518","1,681"
,City of Santa Ana,"332,848","1,121",13,51,463,594,"6,425",803,"4,163","1,459"
,City of Irvine,"235,830",113,2,12,38,61,"3,285",583,"2,553",149
,City of Glendale,"195,366",181,1,8,75,97,"3,198",563,"2,384",251
,City of Torrance,"147,534",187,1,16,76,94,"2,786",591,"1,833",362
,City of Pasadena,"139,003",434,3,25,162,244,"3,779",939,"2,553",287
,City of Orange,"140,304",147,4,8,64,71,"2,418",473,"1,673",272
,City of Costa Mesa,"112,538",252,1,46,94,111,"3,556",512,"2,748",296
,City of Burbank,"104,727",171,0,13,51,107,"2,430",285,"1,926",219
,City of Carson,"93,415",400,3,15,148,234,"2,251",514,"1,248",489
,City of Santa Monica,"92,488",324,7,27,120,170,"3,544",573,"2,806",165
,City of Newport Beach,"87,639",73,2,7,13,51,"2,158",454,"1,600",104
,City of Tustin,"78,836",100,1,6,36,57,"1,473",213,"1,147",113
,City of Monterey Park,"61,152",104,0,8,60,36,"1,162",316,637,209
,City of Gardena,"59,703",245,0,16,144,85,"1,331",298,726,307
,City of Arcadia,"57,855",77,0,1,37,39,"1,518",376,"1,080",62
,City of Fountain Valley,"56,805",92,0,9,20,63,"1,170",262,835,73
,Total area actually reporting,100.0%,"46,426",594,"2,176","18,776","24,880","290,069","58,588","185,313","46,168"
,"Rate per 100,000 inhabitants",,353.3,4.5,16.6,142.9,189.3,"2,207.3",445.8,"1,410.2",351.3
"Anaheim-Santa Ana-Irvine, CA M.D.",,"3,118,731",,,,,,,,,
,Includes Orange County,,,,,,,,,,
,Total area actually reporting,100.0%,"6,042",51,424,"1,993","3,574","61,650","10,416","44,001","7,233"
,"Rate per 100,000 inhabitants",,193.7,1.6,13.6,63.9,114.6,"1,976.8",334.0,"1,410.9",231.9
"Los Angeles-Long Beach-Glendale, CA M.D.",,"10,022,399",,,,,,,,,
,Includes Los Angeles County,,,,,,,,,,
,Total area actually reporting,100.0%,"40,384",543,"1,752","16,783","21,306","228,419","48,172","141,312","38,935"
,"Rate per 100,000 inhabitants",,402.9,5.4,17.5,167.5,212.6,"2,279.1",480.6,"1,410.0",388.5
"Louisville/Jefferson County, KY-IN M.S.A.2",,"1,257,388", ,,,,, ,,,
,"Includes Clark, Floyd, Harrison, Scott, and Washington Counties, IN and Bullitt, Henry, Jefferson, Oldham, Shelby, Spencer, and Trimble Counties, KY",,,,,,,,,,
,"City of Louisville Metro, KY","671,120","3,644",48,160,"1,427","2,009","28,780","6,920","19,835","2,025"
,Total area actually reporting,95.0%,,61,262,"1,727",,"42,159","9,801","29,576","2,782"
,Estimated total,100.0%,,62,271,"1,741",,"43,134","10,034","30,252","2,848"
,"Rate per 100,000 inhabitants",,,4.9,21.6,138.5,,"3,430.4",798.0,"2,405.9",226.5
"Lubbock, TX M.S.A.",,"300,769", ,,,,, ,,,
,"Includes Crosby, Lubbock, and Lynn Counties",,,,,,,,,,
,City of Lubbock,"237,875","1,829",5,88,388,"1,348","11,557","2,608","8,103",846
,Total area actually reporting,100.0%,"1,979",9,116,390,"1,464","12,775","2,934","8,908",933
,"Rate per 100,000 inhabitants",,658.0,3.0,38.6,129.7,486.8,"4,247.4",975.5,"2,961.7",310.2
"Lynchburg, VA M.S.A.",,"256,835", ,,,,, ,,,
,"Includes Amherst, Appomattox, Bedford, and Campbell Counties and Bedford and Lynchburg Cities",,,,,,,,,,
,City of Lynchburg,"77,757",330,1,36,73,220,"1,974",349,"1,538",87
,Total area actually reporting,100.0%,491,5,83,89,314,"4,118",738,"3,174",206
,"Rate per 100,000 inhabitants",,191.2,1.9,32.3,34.7,122.3,"1,603.4",287.3,"1,235.8",80.2
"Macon, GA M.S.A.",,"232,892", ,,,,, ,,,
,"Includes Bibb, Crawford, Jones, Monroe, and Twiggs Counties",,,,,,,,,,
,City of Macon,"91,177",583,18,46,231,288,"6,800","1,993","4,318",489
,Total area actually reporting,99.9%,900,23,72,308,497,"11,126","2,876","7,438",812
,Estimated total,100.0%,900,23,72,308,497,"11,136","2,878","7,445",813
,"Rate per 100,000 inhabitants",,386.4,9.9,30.9,132.3,213.4,"4,781.6","1,235.8","3,196.8",349.1
"Madera, CA M.S.A.",,"152,772", ,,,,, ,,,
,Includes Madera County,,,,,,,,,,
,City of Madera,"62,973",568,7,28,107,426,"1,855",589,"1,010",256
,Total area actually reporting,100.0%,"1,017",13,59,132,813,"3,934","1,454","1,930",550
,"Rate per 100,000 inhabitants",,665.7,8.5,38.6,86.4,532.2,"2,575.1",951.7,"1,263.3",360.0
"Madison, WI M.S.A.3",,"626,047", ,,,,, ,,,
,"Includes Columbia, Dane, Green, and Iowa Counties",,,,,,,,,,
,City of Madison,"242,523",884,5,76,296,507,"7,729","1,382","6,094",253
,Total area actually reporting,99.8%,"1,358",11,166,369,812,"14,134","2,341","11,360",433
,Estimated total,100.0%,"1,359",11,166,369,813,"14,165","2,345","11,386",434
,"Rate per 100,000 inhabitants",,217.1,1.8,26.5,58.9,129.9,"2,262.6",374.6,"1,818.7",69.3
"Manchester-Nashua, NH M.S.A.",,"403,992",,,,,,,,,
,Includes Hillsborough County,, ,,,,,,,,
,City of Manchester,"110,411",747,4,91,295,357,"4,194",894,"3,141",159
,City of Nashua,"87,052",182,6,32,61,83,"2,248",323,"1,857",68
,Total area actually reporting,94.1%,"1,118",10,177,381,550,"9,086","1,618","7,166",302
,Estimated total,100.0%,"1,137",10,182,384,561,"9,330","1,654","7,366",310
,"Rate per 100,000 inhabitants",,281.4,2.5,45.1,95.1,138.9,"2,309.5",409.4,"1,823.3",76.7
"Manhattan, KS M.S.A.",,"99,347",,,,,,,,,
,Includes Pottawatomie and Riley Counties,, ,,,,,,,,
,Total area actually reporting,99.3%,191,6,28,20,137,"1,729",332,"1,324",73
,Estimated total,100.0%,192,6,28,20,138,"1,745",335,"1,336",74
,"Rate per 100,000 inhabitants",,193.3,6.0,28.2,20.1,138.9,"1,756.5",337.2,"1,344.8",74.5
"Mankato-North Mankato, MN M.S.A.",,"98,755",,,,,,,,,
,Includes Blue Earth and Nicollet Counties,, ,,,,,,,,
,City of Mankato,"40,360",107,1,18,31,57,"1,753",312,"1,395",46
,City of North Mankato,"13,357",22,0,4,2,16,270,65,188,17
,Total area actually reporting,100.0%,179,2,37,39,101,"2,628",530,"1,995",103
,"Rate per 100,000 inhabitants",,181.3,2.0,37.5,39.5,102.3,"2,661.1",536.7,"2,020.2",104.3
"Mansfield, OH M.S.A.",,"122,427",,,,,, ,,,
,Includes Richland County,,,,,,,,,,
,City of Mansfield,"46,832",169,0,33,82,54,"3,167",982,"2,111",74
,Total area actually reporting,95.4%,226,1,48,108,69,"5,630","1,649","3,861",120
,Estimated total,100.0%,233,1,49,111,72,"5,777","1,678","3,974",125
,"Rate per 100,000 inhabitants",,190.3,0.8,40.0,90.7,58.8,"4,718.7","1,370.6","3,246.0",102.1
"McAllen-Edinburg-Mission, TX M.S.A.",,"819,252",,,,,,,,,
,Includes Hidalgo County,,,,,,,,,,
,City of McAllen,"136,169",171,2,6,83,80,"5,424",536,"4,652",236
,City of Edinburg,"82,271",277,1,30,50,196,"4,292",738,"3,299",255
,City of Mission,"81,360",72,0,4,32,36,"2,945",447,"2,321",177
,Total area actually reporting,100.0%,"2,349",22,197,469,"1,661","30,267","6,417","22,286","1,564"
,"Rate per 100,000 inhabitants",,286.7,2.7,24.0,57.2,202.7,"3,694.5",783.3,"2,720.3",190.9
"Medford, OR M.S.A.",,"207,927", ,,,,, ,,,
,Includes Jackson County,,,,,,,,,,
,City of Medford,"76,949",483,1,37,99,346,"4,813",575,"4,075",163
,Total area actually reporting,100.0%,732,4,72,131,525,"8,180","1,145","6,739",296
,"Rate per 100,000 inhabitants",,352.0,1.9,34.6,63.0,252.5,"3,934.1",550.7,"3,241.0",142.4
"Memphis, TN-MS-AR M.S.A.",,"1,347,803", ,,,,, ,,,
,"Includes Crittenden County, AR; Benton, DeSoto, Marshall, Tate, and Tunica Counties, MS; and Fayette, Shelby, and Tipton Counties, TN",,,,,,,,,,
,"City of Memphis, TN","657,691","10,894",124,437,"3,133","7,200","39,804","11,825","25,295","2,684"
,Total area actually reporting,94.1%,"13,260",138,605,"3,444","9,073","55,004","15,683","35,897","3,424"
,Estimated total,100.0%,"13,389",139,617,"3,468","9,165","56,471","16,117","36,837","3,517"
,"Rate per 100,000 inhabitants",,993.4,10.3,45.8,257.3,680.0,"4,189.9","1,195.8","2,733.1",260.9
"Merced, CA M.S.A.",,"264,498", ,,,,, ,,,
,Includes Merced County,,,,,,,,,,
,City of Merced,"81,329",556,5,19,133,399,"2,647",644,"1,608",395
,Total area actually reporting,100.0%,"1,555",27,78,231,"1,219","8,096","2,097","4,657","1,342"
,"Rate per 100,000 inhabitants",,587.9,10.2,29.5,87.3,460.9,"3,060.9",792.8,"1,760.7",507.4
"Miami-Fort Lauderdale-West Palm Beach, FL M.S.A.",,"5,846,679",,,,,,,,,
,"Includes the Metropolitan Divisions of Fort Lauderdale-Pompano Beach-Deerfield Beach, Miami-Miami Beach-Kendall, and West Palm Beach-Boca Raton-Delray Beach",,,,,,,,,,
,City of Miami,"418,394","4,945",71,96,"2,216","2,562","20,928","3,993","15,021","1,914"
,City of Fort Lauderdale,"172,398","1,456",13,73,701,669,"9,650","2,654","6,429",567
,City of West Palm Beach,"102,510",701,15,29,281,376,"4,863","1,024","3,453",386
,City of Pompano Beach,"103,971",819,7,64,273,475,"5,129","1,220","3,580",329
,City of Miami Beach,"91,433",919,4,53,377,485,"9,751",950,"8,425",376
,City of Boca Raton,"88,749",165,4,8,54,99,"2,302",464,"1,744",94
,City of Deerfield Beach,"78,203",305,2,28,105,170,"2,386",624,"1,606",156
,City of Delray Beach,"62,887",487,0,29,147,311,"3,107",588,"2,308",211
,City of Jupiter,"57,826",127,0,7,36,84,"1,094",163,864,67
,Total area actually reporting,100.0%,"31,507",383,"1,824","11,062","18,238","215,771","44,416","156,375","14,980"
,"Rate per 100,000 inhabitants",,538.9,6.6,31.2,189.2,311.9,"3,690.5",759.7,"2,674.6",256.2
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL M.D.",,"1,843,375",,,,,,,,,
,Includes Broward County,,,,,,,,,,
,Total area actually reporting,100.0%,"8,078",80,568,"2,981","4,449","63,720","15,934","43,855","3,931"
,"Rate per 100,000 inhabitants",,438.2,4.3,30.8,161.7,241.4,"3,456.7",864.4,"2,379.1",213.3
"Miami-Miami Beach-Kendall, FL M.D.",,"2,630,552",,,,,,,,,
,Includes Miami-Dade County,,,,,,,,,,
,Total area actually reporting,100.0%,"17,247",229,813,"6,370","9,835","109,764","18,943","82,490","8,331"
,"Rate per 100,000 inhabitants",,655.6,8.7,30.9,242.2,373.9,"4,172.7",720.1,"3,135.8",316.7
"West Palm Beach-Boca Raton-Delray Beach, FL M.D.",,"1,372,752",,,,,,,,,
,Includes Palm Beach County,,,,,,,,,,
,Total area actually reporting,100.0%,"6,182",74,443,"1,711","3,954","42,287","9,539","30,030","2,718"
,"Rate per 100,000 inhabitants",,450.3,5.4,32.3,124.6,288.0,"3,080.5",694.9,"2,187.6",198.0
"Midland, TX M.S.A.",,"155,778", ,,,,, ,,,
,Includes Martin and Midland Counties,,,,,,,,,,
,City of Midland,"122,259",350,5,22,63,260,"3,191",568,"2,459",164
,Total area actually reporting,100.0%,437,6,25,70,336,"4,110",788,"3,056",266
,"Rate per 100,000 inhabitants",,280.5,3.9,16.0,44.9,215.7,"2,638.4",505.8,"1,961.8",170.8
