Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2010",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft
,"Rate per 100,000 inhabitants",,466.1,5.0,28.7,126.4,306.0,"3,774.3",987.3,"2,554.1",232.9
"Kokomo, IN M.S.A.",,"98,871", ,,,,, ,,,
,Includes Howard and Tipton Counties,,,,,,,,,,
,City of Kokomo,"45,412",152,3,20,63,66,"2,380",475,"1,862",43
,Total area actually reporting,100.0%,205,3,28,68,106,"3,074",743,"2,266",65
,"Rate per 100,000 inhabitants",,207.3,3.0,28.3,68.8,107.2,"3,109.1",751.5,"2,291.9",65.7
"La Crosse, WI-MN M.S.A.3",,"133,588", ,,,,, ,,,
,"Includes Houston County, MN3 and La Crosse County, WI",,,,,,,,,,
,"City of La Crosse, WI","51,184",155,1,23,34,97,"1,723",336,"1,309",78
,Total area actually reporting,97.9%,,3,,37,149,"2,987",570,"2,304",113
,Estimated total,100.0%,,3,,38,151,"3,064",580,"2,368",116
,"Rate per 100,000 inhabitants",,,2.2,,28.4,113.0,"2,293.6",434.2,"1,772.6",86.8
"Lafayette, IN M.S.A.",,"198,921", ,,,,, ,,,
,"Includes Benton, Carroll, and Tippecanoe Counties",,,,,,,,,,
,City of Lafayette,"66,388",264,2,30,49,183,"2,704",524,"2,000",180
,Total area actually reporting,96.8%,383,2,51,63,267,"4,902",980,"3,646",276
,Estimated total,100.0%,389,2,52,64,271,"4,992","1,004","3,706",282
,"Rate per 100,000 inhabitants",,195.6,1.0,26.1,32.2,136.2,"2,509.5",504.7,"1,863.1",141.8
"Lafayette, LA M.S.A.",,"266,765", ,,,,, ,,,
,Includes Lafayette and St. Martin Parishes,,,,,,,,,,
,City of Lafayette,"115,378",940,12,20,240,668,"6,989","1,432","5,267",290
,Total area actually reporting,94.5%,"1,577",19,44,319,"1,195","10,469","2,391","7,651",427
,Estimated total,100.0%,"1,654",20,48,329,"1,257","11,116","2,522","8,144",450
,"Rate per 100,000 inhabitants",,620.0,7.5,18.0,123.3,471.2,"4,167.0",945.4,"3,052.9",168.7
"Lake Charles, LA M.S.A.",,"195,066", ,,,,, ,,,
,Includes Calcasieu and Cameron Parishes,,,,,,,,,,
,City of Lake Charles,"71,795",488,7,27,148,306,"3,047","1,826","1,088",133
,Total area actually reporting,96.0%,"1,231",16,109,210,896,"8,303","3,112","4,750",441
,Estimated total,100.0%,"1,272",16,111,216,929,"8,651","3,183","5,015",453
,"Rate per 100,000 inhabitants",,652.1,8.2,56.9,110.7,476.2,"4,434.9","1,631.8","2,570.9",232.2
"Lakeland-Winter Haven, FL M.S.A.",,"593,733",,,,,,,,,
,Includes Polk County,, ,,,,,,,,
,City of Lakeland,"94,569",459,12,20,140,287,"5,099","1,104","3,754",241
,City of Winter Haven,"33,981",244,2,10,68,164,"1,915",368,"1,462",85
,Total area actually reporting,99.4%,"2,392",30,128,525,"1,709","20,826","5,758","14,080",988
,Estimated total,100.0%,"2,409",30,129,530,"1,720","20,956","5,788","14,172",996
,"Rate per 100,000 inhabitants",,405.7,5.1,21.7,89.3,289.7,"3,529.5",974.8,"2,386.9",167.8
"Lancaster, PA M.S.A.",,"514,044", ,,,,, ,,,
,Includes Lancaster County,,,,,,,,,,
,City of Lancaster,"55,582",511,5,55,214,237,"2,857",583,"2,160",114
,Total area actually reporting,98.4%,940,9,119,330,482,"9,534","1,706","7,514",314
,Estimated total,100.0%,956,9,120,334,493,"9,684","1,730","7,634",320
,"Rate per 100,000 inhabitants",,186.0,1.8,23.3,65.0,95.9,"1,883.9",336.5,"1,485.1",62.3
"Lansing-East Lansing, MI M.S.A.",,"450,078",,,,,,,,,
,"Includes Clinton, Eaton, and Ingham Counties",, ,,,,,,,,
,City of Lansing,"112,254","1,236",10,97,262,867,"4,193","1,410","2,544",239
,City of East Lansing,"45,058",166,1,7,26,132,"1,089",272,771,46
,Total area actually reporting,98.3%,"1,849",12,213,356,"1,268","11,253","2,855","7,937",461
,Estimated total,100.0%,"1,873",12,216,361,"1,284","11,464","2,901","8,085",478
,"Rate per 100,000 inhabitants",,416.2,2.7,48.0,80.2,285.3,"2,547.1",644.6,"1,796.4",106.2
"Laredo, TX M.S.A.",,"245,929", ,,,,, ,,,
,Includes Webb County,,,,,,,,,,
,City of Laredo,"230,674","1,142",9,78,209,846,"11,464","1,821","8,740",903
,Total area actually reporting,100.0%,"1,273",11,82,211,969,"11,944","1,957","9,041",946
,"Rate per 100,000 inhabitants",,517.6,4.5,33.3,85.8,394.0,"4,856.7",795.8,"3,676.3",384.7
"Las Cruces, NM M.S.A.",,"212,820", ,,,,, ,,,
,Includes Dona Ana County,,,,,,,,,,
,City of Las Cruces,"97,065",408,3,11,62,332,"4,326","1,110","3,026",190
,Total area actually reporting,98.0%,723,9,63,75,576,"6,290","1,739","4,205",346
,Estimated total,100.0%,745,9,64,76,596,"6,424","1,771","4,298",355
,"Rate per 100,000 inhabitants",,350.1,4.2,30.1,35.7,280.0,"3,018.5",832.2,"2,019.5",166.8
"Las Vegas-Paradise, NV M.S.A.",,"1,951,609",,,,,,,,,
,Includes Clark County,, ,,,,,,,,
,City of Las Vegas Metropolitan Police Department,"1,416,401","12,648",107,652,"4,003","7,886","43,219","13,824","22,231","7,164"
,Total area actually reporting,100.0%,"14,899",131,776,"4,696","9,296","57,024","17,571","30,835","8,618"
,"Rate per 100,000 inhabitants",,763.4,6.7,39.8,240.6,476.3,"2,921.9",900.3,"1,580.0",441.6
"Lawrence, KS M.S.A.",,"118,966", ,,,,, ,,,
,Includes Douglas County,,,,,,,,,,
,City of Lawrence,"93,945",413,0,40,61,312,"3,841",522,"3,163",156
,Total area actually reporting,100.0%,460,0,46,62,352,"4,572",659,"3,737",176
,"Rate per 100,000 inhabitants",,386.7,0.0,38.7,52.1,295.9,"3,843.1",553.9,"3,141.2",147.9
"Lawton, OK M.S.A.",,"114,290", ,,,,, ,,,
,Includes Comanche County,,,,,,,,,,
,City of Lawton,"92,025",831,3,60,113,655,"5,254","1,757","3,279",218
,Total area actually reporting,100.0%,882,5,65,114,698,"5,674","1,884","3,535",255
,"Rate per 100,000 inhabitants",,771.7,4.4,56.9,99.7,610.7,"4,964.6","1,648.4","3,093.0",223.1
"Lebanon, PA M.S.A.",,"132,213", ,,,,, ,,,
,Includes Lebanon County,,,,,,,,,,
,City of Lebanon,"24,357",98,4,10,31,53,678,169,473,36
,Total area actually reporting,97.5%,243,5,24,42,172,"2,126",453,"1,601",72
,Estimated total,100.0%,250,5,24,44,177,"2,188",463,"1,651",74
,"Rate per 100,000 inhabitants",,189.1,3.8,18.2,33.3,133.9,"1,654.9",350.2,"1,248.7",56.0
"Lewiston, ID-WA M.S.A.",,"60,690", ,,,,, ,,,
,"Includes Nez Perce County, ID and Asotin County, WA",,,,,,,,,,
,"City of Lewiston, ID","31,860",53,0,20,2,31,"1,332",277,992,63
,Total area actually reporting,100.0%,102,1,30,4,67,"2,022",391,"1,550",81
,"Rate per 100,000 inhabitants",,168.1,1.6,49.4,6.6,110.4,"3,331.7",644.3,"2,554.0",133.5
"Lewiston-Auburn, ME M.S.A.",,"107,282",,,,,,,,,
,Includes Androscoggin County,, ,,,,,,,,
,City of Lewiston,"35,153",93,2,16,42,33,"1,056",179,862,15
,City of Auburn,"22,953",41,0,9,19,13,895,134,742,19
,Total area actually reporting,100.0%,171,3,40,64,64,"2,579",485,"2,035",59
,"Rate per 100,000 inhabitants",,159.4,2.8,37.3,59.7,59.7,"2,403.9",452.1,"1,896.9",55.0
"Lexington-Fayette, KY M.S.A.",,"477,150", ,,,,, ,,,
,"Includes Bourbon, Clark, Fayette, Jessamine, Scott, and Woodford Counties",,,,,,,,,,
,City of Lexington,"300,069","1,724",18,87,593,"1,026","11,024","2,679","7,704",641
,Total area actually reporting,99.9%,"2,070",22,122,692,"1,234","16,770","3,880","12,072",818
,Estimated total,100.0%,"2,072",22,122,693,"1,235","16,789","3,884","12,086",819
,"Rate per 100,000 inhabitants",,434.2,4.6,25.6,145.2,258.8,"3,518.6",814.0,"2,533.0",171.6
"Lima, OH M.S.A.",,"103,688", ,,,,, ,,,
,Includes Allen County,,,,,,,,,,
,City of Lima,"37,182",336,3,37,88,208,"2,222",792,"1,328",102
,Total area actually reporting,96.7%,418,4,55,111,248,"3,863","1,154","2,557",152
,Estimated total,100.0%,424,4,56,113,251,"3,957","1,173","2,629",155
,"Rate per 100,000 inhabitants",,408.9,3.9,54.0,109.0,242.1,"3,816.3","1,131.3","2,535.5",149.5
"Lincoln, NE M.S.A.",,"304,589", ,,,,, ,,,
,Includes Lancaster and Seward Counties,,,,,,,,,,
,City of Lincoln,"259,672","1,258",2,143,182,931,"10,218","1,464","8,406",348
,Total area actually reporting,97.5%,"1,291",2,148,183,958,"10,895","1,566","8,967",362
,Estimated total,100.0%,"1,300",2,149,183,966,"11,004","1,592","9,042",370
,"Rate per 100,000 inhabitants",,426.8,0.7,48.9,60.1,317.1,"3,612.7",522.7,"2,968.6",121.5
"Little Rock-North Little Rock-Conway, AR M.S.A.",,"693,930",,,,,,,,,
,"Includes Faulkner, Grant, Lonoke, Perry, Pulaski, and Saline Counties",,,,,,,,,,
,City of Little Rock,"192,922","2,938",25,149,859,"1,905","14,796","4,241","9,440","1,115"
,City of North Little Rock,"60,129",562,6,14,184,358,"5,088","1,136","3,618",334
,City of Conway,"61,425",257,4,21,49,183,"2,603",444,"2,068",91
,Total area actually reporting,91.5%,"5,018",43,307,"1,221","3,447","32,913","9,238","21,560","2,115"
,Estimated total,100.0%,"5,245",44,329,"1,234","3,638","34,241","9,788","22,250","2,203"
,"Rate per 100,000 inhabitants",,755.8,6.3,47.4,177.8,524.3,"4,934.4","1,410.5","3,206.4",317.5
"Logan, UT-ID M.S.A.",,"127,228", ,,,,, ,,,
,"Includes Franklin County, ID and Cache County, UT",,,,,,,,,,
,"City of Logan, UT","48,819",22,0,5,2,15,616,111,486,19
,Total area actually reporting,100.0%,81,0,30,5,46,"1,428",217,"1,167",44
,"Rate per 100,000 inhabitants",,63.7,0.0,23.6,3.9,36.2,"1,122.4",170.6,917.3,34.6
"Longview, TX M.S.A.",,"207,545", ,,,,, ,,,
,"Includes Gregg, Rusk, and Upshur Counties",,,,,,,,,,
,City of Longview,"76,523",568,10,40,131,387,"4,191",837,"3,002",352
,Total area actually reporting,99.4%,979,20,95,168,696,"7,811","1,779","5,367",665
,Estimated total,100.0%,982,20,95,169,698,"7,849","1,787","5,395",667
,"Rate per 100,000 inhabitants",,473.2,9.6,45.8,81.4,336.3,"3,781.8",861.0,"2,599.4",321.4
"Longview, WA M.S.A.",,"102,585",,,,,,,,,
,Includes Cowlitz County,, ,,,,,,,,
,City of Longview,"36,550",132,2,22,22,86,"1,944",414,"1,372",158
,Total area actually reporting,100.0%,321,2,98,48,173,"3,579",794,"2,512",273
,"Rate per 100,000 inhabitants",,312.9,1.9,95.5,46.8,168.6,"3,488.8",774.0,"2,448.7",266.1
"Los Angeles-Long Beach-Santa Ana, CA M.S.A.",,"12,912,749",,,,,,,,,
,Includes the Metropolitan Divisions of Los Angeles-Long Beach-Glendale and Santa Ana-Anaheim-Irvine,,,,,,,,,,
,City of Los Angeles,"3,841,707","21,484",293,923,"10,924","9,344","89,704","17,410","55,248","17,046"
,City of Long Beach,"462,267","2,720",32,134,"1,202","1,352","11,642","2,929","6,524","2,189"
,City of Santa Ana,"340,240","1,510",28,88,719,675,"6,580","1,116","4,189","1,275"
,City of Anaheim,"338,492","1,161",7,88,492,574,"8,473","1,594","5,869","1,010"
,City of Irvine,"217,193",120,0,24,40,56,"2,798",480,"2,197",121
,City of Glendale,"196,877",277,0,17,119,141,"3,717",642,"2,747",328
,City of Pomona,"152,673",877,16,37,323,501,"4,504",867,"2,406","1,231"
,City of Pasadena,"144,496",554,3,21,189,341,"4,074",832,"2,864",378
,City of Torrance,"140,411",290,4,19,152,115,"2,859",516,"2,008",335
,City of Orange,"137,606",150,3,3,56,88,"2,569",404,"1,944",221
,City of Fullerton,"133,139",425,3,26,145,251,"3,847",680,"2,825",342
,City of Costa Mesa,"110,424",240,1,34,93,112,"3,194",458,"2,454",282
,City of Burbank,"103,304",221,0,13,98,110,"2,687",478,"1,933",276
,City of Compton,"93,916","1,327",25,25,477,800,"2,784",847,"1,223",714
,City of Carson,"92,409",499,6,12,130,351,"2,326",441,"1,421",464
,City of Santa Monica,"87,817",392,1,12,167,212,"3,120",413,"2,541",166
,City of Newport Beach,"81,882",117,0,4,42,71,"2,176",425,"1,617",134
,City of Tustin,"72,982",128,1,9,56,62,"1,567",237,"1,186",144
,City of Montebello,"61,570",214,3,10,92,109,"1,941",737,724,480
,City of Monterey Park,"61,662",96,3,0,57,36,860,219,415,226
,City of Gardena,"58,358",347,2,9,202,134,"1,446",271,835,340
,City of Arcadia,"56,465",88,1,5,36,46,"1,737",364,"1,267",106
,City of Paramount,"54,914",343,4,12,185,142,"1,554",297,770,487
,City of Fountain Valley,"55,879",103,3,5,28,67,"1,292",266,951,75
,City of Cerritos,"51,025",93,0,3,49,41,"1,696",301,"1,167",228
,Total area actually reporting,100.0%,"57,146",684,"2,520","24,470","29,472","294,026","60,107","184,435","49,484"
,"Rate per 100,000 inhabitants",,442.6,5.3,19.5,189.5,228.2,"2,277.0",465.5,"1,428.3",383.2
"Los Angeles-Long Beach-Glendale, CA M.D.",,"9,870,891",,,,,,,,,
,Includes Los Angeles County,,,,,,,,,,
,Total area actually reporting,100.0%,"50,239",617,"2,071","21,896","25,655","233,179","49,188","140,573","43,418"
,"Rate per 100,000 inhabitants",,509.0,6.3,21.0,221.8,259.9,"2,362.3",498.3,"1,424.1",439.9
"Santa Ana-Anaheim-Irvine, CA M.D.",,"3,041,858",,,,,,,,,
,Includes Orange County,,,,,,,,,,
,Total area actually reporting,100.0%,"6,907",67,449,"2,574","3,817","60,847","10,919","43,862","6,066"
,"Rate per 100,000 inhabitants",,227.1,2.2,14.8,84.6,125.5,"2,000.3",359.0,"1,441.9",199.4
"Louisville/Jefferson County, KY-IN M.S.A.",,"1,268,689", ,,,,, ,,,
,"Includes Clark, Floyd, Harrison, and Washington Counties, IN and Bullitt, Henry, Jefferson, Meade, Nelson, Oldham, Shelby, Spencer, and Trimble Counties, KY",,,,,,,,,,
,"City of Louisville Metro, KY","637,428","3,734",52,229,"1,603","1,850","29,551","7,571","20,005","1,975"
,Total area actually reporting,95.8%,"4,911",61,331,"1,923","2,596","43,264","11,116","29,344","2,804"
,Estimated total,100.0%,"5,014",62,342,"1,953","2,657","44,651","11,397","30,373","2,881"
,"Rate per 100,000 inhabitants",,395.2,4.9,27.0,153.9,209.4,"3,519.5",898.3,"2,394.0",227.1
"Lubbock, TX M.S.A.",,"278,595", ,,,,, ,,,
,Includes Crosby and Lubbock Counties,,,,,,,,,,
,City of Lubbock,"227,867","2,001",10,91,328,"1,572","12,391","3,083","8,802",506
,Total area actually reporting,100.0%,"2,252",10,133,339,"1,770","13,754","3,425","9,736",593
,"Rate per 100,000 inhabitants",,808.3,3.6,47.7,121.7,635.3,"4,936.9","1,229.4","3,494.7",212.9
"Lynchburg, VA M.S.A.",,"250,323", ,,,,, ,,,
,"Includes Amherst, Appomattox, Bedford, and Campbell Counties and Bedford and Lynchburg Cities",,,,,,,,,,
,City of Lynchburg,"75,137",323,4,26,75,218,"2,594",433,"2,067",94
,Total area actually reporting,100.0%,719,16,55,99,549,"5,020",888,"3,909",223
,"Rate per 100,000 inhabitants",,287.2,6.4,22.0,39.5,219.3,"2,005.4",354.7,"1,561.6",89.1
"Macon, GA M.S.A.",,"224,947", ,,,,, ,,,
,"Includes Bibb, Crawford, Jones, Monroe, and Twiggs Counties",,,,,,,,,,
,City of Macon,"89,125",708,22,34,284,368,"7,277","2,136","4,516",625
,Total area actually reporting,98.5%,"1,076",27,56,346,647,"11,854","3,341","7,435","1,078"
,Estimated total,100.0%,"1,090",27,57,350,656,"11,999","3,370","7,541","1,088"
,"Rate per 100,000 inhabitants",,484.6,12.0,25.3,155.6,291.6,"5,334.1","1,498.1","3,352.3",483.7
"Madera-Chowchilla, CA M.S.A.",,"151,283", ,,,,, ,,,
,Includes Madera County,,,,,,,,,,
,City of Madera,"58,147",357,8,22,100,227,"1,319",460,552,307
,City of Chowchilla,"19,795",64,0,5,5,54,344,153,168,23
,Total area actually reporting,100.0%,654,10,49,129,466,"3,317","1,198","1,529",590
,"Rate per 100,000 inhabitants",,432.3,6.6,32.4,85.3,308.0,"2,192.6",791.9,"1,010.7",390.0
"Madison, WI M.S.A.2",,"577,374", ,,,,, ,,,
,"Includes Columbia, Dane, and Iowa Counties",,,,,,,,,,
,City of Madison2,"238,224",933,2,87,326,518,"8,037","1,647","6,025",365
,Total area actually reporting,99.9%,"1,377",5,139,423,810,"15,135","2,688","11,856",591
,Estimated total,100.0%,"1,377",5,139,423,810,"15,138","2,688","11,859",591
,"Rate per 100,000 inhabitants",,238.5,0.9,24.1,73.3,140.3,"2,621.9",465.6,"2,054.0",102.4
"Manchester-Nashua, NH M.S.A.",,"403,165",,,,,,,,,
,Includes Hillsborough County,, ,,,,,,,,
,City of Manchester,"108,101",544,1,62,154,327,"3,754",907,"2,687",160
,City of Nashua,"86,523",173,1,39,47,86,"2,209",398,"1,744",67
,Total area actually reporting,94.2%,866,3,131,224,508,"8,695","1,832","6,518",345
,Estimated total,100.0%,881,3,134,227,517,"8,913","1,870","6,690",353
,"Rate per 100,000 inhabitants",,218.5,0.7,33.2,56.3,128.2,"2,210.8",463.8,"1,659.4",87.6
"Manhattan, KS M.S.A.",,"125,477",,,,,,,,,
,"Includes Geary, Pottawatomie, and Riley Counties",, ,,,,,,,,
,Total area actually reporting,100.0%,413,6,48,44,315,"2,602",565,"1,985",52
,"Rate per 100,000 inhabitants",,329.1,4.8,38.3,35.1,251.0,"2,073.7",450.3,"1,582.0",41.4
"Mankato-North Mankato, MN M.S.A.3",,"94,016",,,,,,,,,
,Includes Blue Earth and Nicollet Counties3,, ,,,,,,,,
,City of Mankato3,"36,921",,1,,14,59,"1,527",248,"1,231",48
,City of North Mankato3,"12,748",,1,,4,5,232,22,207,3
,Total area actually reporting,100.0%,,3,,18,96,"2,336",393,"1,871",72
,"Rate per 100,000 inhabitants",,,3.2,,19.1,102.1,"2,484.7",418.0,"1,990.1",76.6
"Mansfield, OH M.S.A.",,"123,762", ,,,,, ,,,
,Includes Richland County,,,,,,,,,,
,City of Mansfield,"49,069",159,3,35,73,48,"2,933",905,"1,966",62
,Total area actually reporting,98.5%,218,4,47,94,73,"5,083","1,490","3,469",124
,Estimated total,100.0%,220,4,47,95,74,"5,133","1,500","3,507",126
,"Rate per 100,000 inhabitants",,177.8,3.2,38.0,76.8,59.8,"4,147.5","1,212.0","2,833.7",101.8
"McAllen-Edinburg-Mission, TX M.S.A.",,"758,016",,,,,,,,,
,Includes Hidalgo County,,,,,,,,,,
,City of McAllen,"134,623",299,5,14,115,165,"7,398",711,"6,283",404
,City of Edinburg,"75,091",232,2,23,44,163,"4,599","1,011","3,294",294
,City of Mission,"71,556",92,2,7,37,46,"3,243",482,"2,454",307
,City of Pharr,"68,274",251,6,13,55,177,"3,692",698,"2,697",297
,Total area actually reporting,100.0%,"2,434",35,220,546,"1,633","36,366","7,699","26,119","2,548"
,"Rate per 100,000 inhabitants",,321.1,4.6,29.0,72.0,215.4,"4,797.5","1,015.7","3,445.7",336.1
"Medford, OR M.S.A.2",,"201,375", ,,,,, ,,,
,Includes Jackson County2,,,,,,,,,,
,City of Medford2,"73,525",300,3,46,40,211,"3,219",379,"2,678",162
,Total area actually reporting,100.0%,533,3,75,63,392,"5,774",823,"4,655",296
,"Rate per 100,000 inhabitants",,264.7,1.5,37.2,31.3,194.7,"2,867.3",408.7,"2,311.6",147.0
"Memphis, TN-MS-AR M.S.A.",,"1,313,722", ,,,,, ,,,
,"Includes Crittenden County, AR; DeSoto, Marshall, Tate, and Tunica Counties, MS; and Fayette, Shelby, and Tipton Counties, TN",,,,,,,,,,
,City of Memphis,"673,650","10,384",89,422,"3,236","6,637","42,138","13,094","25,114","3,930"
,Total area actually reporting,97.8%,"13,185",112,598,"3,647","8,828","60,222","18,576","36,582","5,064"
,Estimated total,100.0%,"13,222",113,606,"3,654","8,849","60,757","18,757","36,892","5,108"
,"Rate per 100,000 inhabitants",,"1,006.5",8.6,46.1,278.1,673.6,"4,624.8","1,427.8","2,808.2",388.8
"Merced, CA M.S.A.",,"248,716", ,,,,, ,,,
,Includes Merced County,,,,,,,,,,
,City of Merced,"77,484",549,7,33,141,368,"2,808",633,"1,934",241
,Total area actually reporting,100.0%,"1,448",26,72,269,"1,081","8,244","2,347","4,944",953
,"Rate per 100,000 inhabitants",,582.2,10.5,28.9,108.2,434.6,"3,314.6",943.6,"1,987.8",383.2
"Miami-Fort Lauderdale-Pompano Beach, FL M.S.A.",,"5,597,226",,,,,,,,,
,"Includes the Metropolitan Divisions of Fort Lauderdale-Pompano Beach-Deerfield Beach, Miami-Miami Beach-Kendall, and West Palm Beach-Boca Raton-Boynton Beach",,,,,,,,,,
,City of Miami,"440,482","4,879",68,46,"1,856","2,909","21,218","4,604","14,165","2,449"
,City of Fort Lauderdale,"186,170","1,356",7,73,627,649,"9,914","2,841","6,437",636
,City of Pompano Beach,"102,749",992,7,50,364,571,"4,997","1,101","3,529",367
,City of West Palm Beach,"101,267",789,19,49,264,457,"5,052","1,246","3,415",391
,City of Miami Beach,"87,990",864,8,39,352,465,"8,743","1,192","6,957",594
,City of Boca Raton,"86,707",176,1,13,49,113,"2,507",459,"1,940",108
,City of Deerfield Beach,"75,195",429,1,24,156,248,"2,509",581,"1,752",176
,City of Boynton Beach,"70,574",585,4,6,143,432,"3,195",727,"2,361",107
,City of Delray Beach,"65,087",590,3,22,198,367,"3,340",724,"2,423",193
,City of Homestead,"63,761",857,3,25,298,531,"3,012",896,"1,983",133
,Total area actually reporting,100.0%,"34,096",370,"1,321","11,113","21,292","232,565","51,999","162,131","18,435"
,"Rate per 100,000 inhabitants",,609.2,6.6,23.6,198.5,380.4,"4,155.0",929.0,"2,896.6",329.4
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL M.D.",,"1,779,016",,,,,,,,,
,Includes Broward County,,,,,,,,,,
,Total area actually reporting,100.0%,"8,597",63,439,"3,137","4,958","68,314","17,354","46,243","4,717"
,"Rate per 100,000 inhabitants",,483.2,3.5,24.7,176.3,278.7,"3,840.0",975.5,"2,599.4",265.1
"Miami-Miami Beach-Kendall, FL M.D.",,"2,523,928",,,,,,,,,
,Includes Miami-Dade County,,,,,,,,,,
,Total area actually reporting,100.0%,"18,507",224,537,"5,958","11,788","118,078","23,111","84,061","10,906"
,"Rate per 100,000 inhabitants",,733.3,8.9,21.3,236.1,467.0,"4,678.3",915.7,"3,330.6",432.1
"West Palm Beach-Boca Raton-Boynton Beach, FL M.D.",,"1,294,282",,,,,,,,,
,Includes Palm Beach County,,,,,,,,,,
,Total area actually reporting,100.0%,"6,992",83,345,"2,018","4,546","46,173","11,534","31,827","2,812"
,"Rate per 100,000 inhabitants",,540.2,6.4,26.7,155.9,351.2,"3,567.5",891.2,"2,459.0",217.3
"Michigan City-La Porte, IN M.S.A.",,"111,553",,,,,,,,,
,Includes La Porte County,, ,,,,,,,,
,City of Michigan City,"32,482",147,2,23,61,61,"2,016",412,"1,469",135
,City of La Porte,"21,282",36,0,5,18,13,"1,111",186,895,30
,Total area actually reporting,96.8%,228,5,36,91,96,"4,130",942,"2,963",225
,Estimated total,100.0%,237,5,37,93,102,"4,252",961,"3,059",232
,"Rate per 100,000 inhabitants",,212.5,4.5,33.2,83.4,91.4,"3,811.6",861.5,"2,742.2",208.0
"Midland, TX M.S.A.2",,"133,704", ,,,,, ,,,
,Includes Midland County,,,,,,,,,,
,City of Midland2,"109,356",406,2,44,65,295,"3,584",889,"2,548",147
,Total area actually reporting,100.0%,448,3,45,70,330,"4,226","1,098","2,946",182
,"Rate per 100,000 inhabitants",,335.1,2.2,33.7,52.4,246.8,"3,160.7",821.2,"2,203.4",136.1
"Milwaukee-Waukesha-West Allis, WI M.S.A.",,"1,566,270",,,,,,,,,
,"Includes Milwaukee, Ozaukee, Washington, and Waukesha Counties",,,,,,,,,,
,City of Milwaukee,"605,921","6,329",94,197,"2,932","3,106","31,720","6,181","21,212","4,327"
,City of Waukesha,"68,680",93,1,16,18,58,"1,075",176,854,45
,City of West Allis,"60,502",190,1,13,90,86,"2,975",481,"2,319",175
,Total area actually reporting,100.0%,"7,269",100,281,"3,262","3,626","52,631","8,772","38,803","5,056"
,"Rate per 100,000 inhabitants",,464.1,6.4,17.9,208.3,231.5,"3,360.3",560.1,"2,477.4",322.8
"Minneapolis-St. Paul-Bloomington, MN-WI M.S.A.3",,"3,302,492",,,,,,,,,
,"Includes Anoka, Carver, Chisago, Dakota, Hennepin, Isanti, Ramsey, Scott, Sherburne, Washington, and Wright Counties, MN3 and Pierce and St. Croix Counties, WI",,,,,,,,,,
,"City of Minneapolis, MN","385,704","4,064",37,438,"1,596","1,993","18,299","4,787","11,609","1,903"
,"City of St. Paul, MN","281,166","2,112",16,183,665,"1,248","11,756","2,883","6,820","2,053"
,"City of Bloomington, MN3","82,715",,0,,46,45,"3,175",226,"2,860",89
,"City of Plymouth, MN3","73,579",,0,,15,30,"1,226",232,970,24
,"City of Eagan, MN3","64,239",,2,,13,18,"1,625",176,"1,396",53
,"City of Eden Prairie, MN3","63,159",,1,,5,21,"1,020",135,866,19
,"City of Minnetonka, MN3","50,753",,1,,7,13,983,184,772,27
,Total area actually reporting,99.6%,,78,,"3,045","5,038","95,254","16,520","72,028","6,706"
,Estimated total,100.0%,,78,,"3,049","5,047","95,582","16,564","72,298","6,720"
,"Rate per 100,000 inhabitants",,,2.4,,92.3,152.8,"2,894.2",501.6,"2,189.2",203.5
"Mobile, AL M.S.A.2,6",,"416,582", ,,,,, ,,,
,Includes Mobile County,,,,,,,,,,
,"City of Mobile2,6","255,178","1,702",25,59,653,965,"14,179","3,873","9,279","1,027"
,Total area actually reporting,91.9%,"2,115",30,98,708,"1,279","18,006","5,044","11,648","1,314"
,Estimated total,100.0%,"2,225",31,106,735,"1,353","19,270","5,272","12,613","1,385"
,"Rate per 100,000 inhabitants",,534.1,7.4,25.4,176.4,324.8,"4,625.7","1,265.5","3,027.7",332.5
"Modesto, CA M.S.A.",,"516,479", ,,,,, ,,,
,Includes Stanislaus County,,,,,,,,,,
,City of Modesto,"203,890","1,398",10,62,427,899,"9,383","2,171","5,786","1,426"
,Total area actually reporting,100.0%,"2,672",29,135,767,"1,741","20,778","5,400","11,782","3,596"
,"Rate per 100,000 inhabitants",,517.3,5.6,26.1,148.5,337.1,"4,023.0","1,045.5","2,281.2",696.3
"Monroe, LA M.S.A.",,"175,187", ,,,,, ,,,
,Includes Ouachita and Union Parishes,,,,,,,,,,
,City of Monroe,"51,709",408,6,19,86,297,"4,577","1,577","2,884",116
,Total area actually reporting,98.8%,741,16,40,117,568,"8,497","2,776","5,476",245
,Estimated total,100.0%,752,16,41,118,577,"8,589","2,795","5,546",248
,"Rate per 100,000 inhabitants",,429.3,9.1,23.4,67.4,329.4,"4,902.8","1,595.4","3,165.8",141.6
"Monroe, MI M.S.A.",,"151,998", ,,,,, ,,,
,Includes Monroe County,,,,,,,,,,
,City of Monroe,"21,062",115,0,16,33,66,869,190,586,93
,Total area actually reporting,94.2%,396,2,83,82,229,"3,620",924,"2,425",271
,Estimated total,100.0%,423,2,86,88,247,"3,860",976,"2,594",290
