Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2009",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft
,City of Kennewick,"64,009",244,0,37,33,174,"2,312",352,"1,812",148
,City of Pasco,"58,316",218,1,29,45,143,"1,561",315,"1,079",167
,City of Richland,"47,040",92,0,22,12,58,"1,095",160,873,62
,Total area actually reporting,100.0%,659,1,108,100,450,"6,012","1,134","4,429",449
,"Rate per 100,000 inhabitants",,271.4,0.4,44.5,41.2,185.3,"2,475.9",467.0,"1,824.0",184.9
"Killeen-Temple-Fort Hood, TX M.S.A.",,"385,136",,,,,,,,,
,"Includes Bell, Coryell, and Lampasas Counties",,,,,,,,,,
,City of Killeen,"120,670",750,5,69,179,497,"5,513","1,735","3,566",212
,City of Temple,"60,243",178,3,22,66,87,"2,219",507,"1,623",89
,Total area actually reporting,100.0%,"1,308",13,161,306,828,"12,103","3,441","8,230",432
,"Rate per 100,000 inhabitants",,339.6,3.4,41.8,79.5,215.0,"3,142.5",893.5,"2,136.9",112.2
"Kingsport-Bristol-Bristol, TN-VA M.S.A.",,"306,401",,,,,,,,,
,"Includes Hawkins and Sullivan Counties, TN and Scott and Washington Counties and Bristol City, VA",,,,,,,,,,
,"City of Kingsport, TN","44,402",400,4,25,56,315,"2,896",474,"2,328",94
,"City of Bristol, TN","25,859",104,0,15,13,76,"1,215",188,960,67
,"City of Bristol, VA","17,502",54,0,5,11,38,627,108,492,27
,Total area actually reporting,100.0%,"1,158",10,96,128,924,"10,384","2,624","7,299",461
,"Rate per 100,000 inhabitants",,377.9,3.3,31.3,41.8,301.6,"3,389.0",856.4,"2,382.2",150.5
"Kingston, NY M.S.A.",,"182,041", ,,,,, ,,,
,Includes Ulster County,,,,,,,,,,
,City of Kingston,"22,333",97,0,2,69,26,662,122,510,30
,Total area actually reporting,100.0%,445,1,27,98,319,"3,440",705,"2,618",117
,"Rate per 100,000 inhabitants",,244.5,0.5,14.8,53.8,175.2,"1,889.7",387.3,"1,438.1",64.3
"Knoxville, TN M.S.A.",,"702,038", ,,,,, ,,,
,"Includes Anderson, Blount, Knox, Loudon, and Union Counties",,,,,,,,,,
,City of Knoxville,"185,850","1,966",22,147,660,"1,137","11,821","2,589","8,553",679
,Total area actually reporting,100.0%,"3,471",31,238,929,"2,273","24,783","6,724","16,623","1,436"
,"Rate per 100,000 inhabitants",,494.4,4.4,33.9,132.3,323.8,"3,530.2",957.8,"2,367.8",204.5
"Kokomo, IN M.S.A.",,"99,224", ,,,,, ,,,
,Includes Howard and Tipton Counties,,,,,,,,,,
,City of Kokomo,"45,562",139,1,19,41,78,"2,500",482,"1,955",63
,Total area actually reporting,100.0%,199,1,23,43,132,"3,314",753,"2,466",95
,"Rate per 100,000 inhabitants",,200.6,1.0,23.2,43.3,133.0,"3,339.9",758.9,"2,485.3",95.7
"La Crosse, WI-MN M.S.A.4",,"132,407", ,,,,, ,,,
,"Includes Houston County, MN4 and La Crosse County, WI",,,,,,,,,,
,"City of La Crosse, WI","50,791",189,1,24,31,133,"1,837",349,"1,412",76
,Total area actually reporting,97.0%,,1,,36,185,"3,244",575,"2,557",112
,Estimated total,100.0%,,1,,38,188,"3,362",592,"2,653",117
,"Rate per 100,000 inhabitants",,,0.8,,28.7,142.0,"2,539.1",447.1,"2,003.7",88.4
"Lafayette, IN M.S.A.",,"194,848", ,,,,, ,,,
,"Includes Benton, Carroll, and Tippecanoe Counties",,,,,,,,,,
,City of Lafayette,"64,370",341,0,24,66,251,"3,121",645,"2,285",191
,Total area actually reporting,96.6%,465,0,44,86,335,"5,448","1,059","4,095",294
,Estimated total,100.0%,471,0,45,87,339,"5,536","1,083","4,154",299
,"Rate per 100,000 inhabitants",,241.7,0.0,23.1,44.7,174.0,"2,841.2",555.8,"2,131.9",153.5
"Lafayette, LA M.S.A.",,"263,042", ,,,,, ,,,
,Includes Lafayette and St. Martin Parishes,,,,,,,,,,
,City of Lafayette,"113,868","1,115",7,46,286,776,"7,451","1,407","5,612",432
,Total area actually reporting,90.6%,"1,847",13,83,370,"1,381","10,774","2,179","8,011",584
,Estimated total,100.0%,"2,020",14,89,391,"1,526","11,979","2,416","8,933",630
,"Rate per 100,000 inhabitants",,767.9,5.3,33.8,148.6,580.1,"4,554.0",918.5,"3,396.0",239.5
"Lake Charles, LA M.S.A.",,"194,066", ,,,,, ,,,
,Includes Calcasieu and Cameron Parishes,,,,,,,,,,
,City of Lake Charles,"70,975",623,10,46,199,368,"3,446","2,158","1,081",207
,Total area actually reporting,100.0%,"1,452",19,132,271,"1,030","9,073","3,960","4,537",576
,"Rate per 100,000 inhabitants",,748.2,9.8,68.0,139.6,530.7,"4,675.2","2,040.5","2,337.9",296.8
"Lake Havasu City-Kingman, AZ M.S.A.",,"199,041", ,,,,, ,,,
,Includes Mohave County,,,,,,,,,,
,City of Lake Havasu City,"58,406",106,3,19,12,72,"1,362",323,955,84
,City of Kingman,"28,700",90,3,10,12,65,"1,799",347,"1,348",104
,Total area actually reporting,100.0%,456,8,34,69,345,"6,747","1,667","4,641",439
,"Rate per 100,000 inhabitants",,229.1,4.0,17.1,34.7,173.3,"3,389.8",837.5,"2,331.7",220.6
"Lakeland-Winter Haven, FL M.S.A.",,"587,062",,,,,,,,,
,Includes Polk County,, ,,,,,,,,
,City of Lakeland,"94,322",487,5,33,169,280,"5,030","1,247","3,515",268
,City of Winter Haven,"34,103",289,3,27,92,167,"1,966",475,"1,388",103
,Total area actually reporting,98.9%,"2,698",25,184,593,"1,896","21,608","6,781","13,720","1,107"
,Estimated total,100.0%,"2,734",25,186,604,"1,919","21,882","6,842","13,914","1,126"
,"Rate per 100,000 inhabitants",,465.7,4.3,31.7,102.9,326.9,"3,727.4","1,165.5","2,370.1",191.8
"Lancaster, PA M.S.A.",,"507,174", ,,,,, ,,,
,Includes Lancaster County,,,,,,,,,,
,City of Lancaster,"54,441",461,9,30,241,181,"2,858",550,"2,154",154
,Total area actually reporting,100.0%,842,12,91,348,391,"9,932","1,726","7,773",433
,"Rate per 100,000 inhabitants",,166.0,2.4,17.9,68.6,77.1,"1,958.3",340.3,"1,532.6",85.4
"Lansing-East Lansing, MI M.S.A.1",,"452,842",,,,,,,,,
,"Includes Clinton, Eaton, and Ingham Counties1",, ,,,,,,,,
,City of Lansing1,"113,392","1,200",11,89,255,845,"3,882","1,340","2,341",201
,City of East Lansing1,"45,779",160,0,18,31,111,"1,099",272,798,29
,Total area actually reporting,97.6%,"1,815",12,213,356,"1,234","11,582","2,861","8,279",442
,Estimated total,100.0%,"1,849",12,217,364,"1,256","11,892","2,924","8,501",467
,"Rate per 100,000 inhabitants",,408.3,2.6,47.9,80.4,277.4,"2,626.1",645.7,"1,877.3",103.1
"Laredo, TX M.S.A.",,"242,446", ,,,,, ,,,
,Includes Webb County,,,,,,,,,,
,City of Laredo,"226,944","1,294",17,73,309,895,"13,725","2,164","10,077","1,484"
,Total area actually reporting,100.0%,"1,395",17,77,310,991,"14,116","2,282","10,310","1,524"
,"Rate per 100,000 inhabitants",,575.4,7.0,31.8,127.9,408.8,"5,822.3",941.2,"4,252.5",628.6
"Las Cruces, NM M.S.A.",,"205,347", ,,,,, ,,,
,Includes Dona Ana County,,,,,,,,,,
,City of Las Cruces,"94,024",464,4,23,96,341,"4,591",964,"3,387",240
,Total area actually reporting,98.9%,831,7,66,113,645,"6,584","1,561","4,623",400
,Estimated total,100.0%,843,7,67,114,655,"6,660","1,579","4,675",406
,"Rate per 100,000 inhabitants",,410.5,3.4,32.6,55.5,319.0,"3,243.3",768.9,"2,276.6",197.7
"Las Vegas-Paradise, NV M.S.A.",,"1,903,935",,,,,,,,,
,Includes Clark County,, ,,,,,,,,
,City of Las Vegas Metropolitan Police Department,"1,377,282","13,039",111,698,"4,495","7,735","47,668","13,512","25,229","8,927"
,Total area actually reporting,100.0%,"15,439",133,810,"5,399","9,097","61,525","17,163","33,570","10,792"
,"Rate per 100,000 inhabitants",,810.9,7.0,42.5,283.6,477.8,"3,231.5",901.4,"1,763.2",566.8
"Lawrence, KS M.S.A.",,"116,602", ,,,,, ,,,
,Includes Douglas County,,,,,,,,,,
,City of Lawrence,"91,703",424,0,57,76,291,"4,390",683,"3,551",156
,Total area actually reporting,100.0%,485,0,66,87,332,"5,081",845,"4,064",172
,"Rate per 100,000 inhabitants",,415.9,0.0,56.6,74.6,284.7,"4,357.6",724.7,"3,485.4",147.5
"Lawton, OK M.S.A.1",,"112,142", ,,,,, ,,,
,Includes Comanche County1,,,,,,,,,,
,City of Lawton,"89,835","1,098",9,81,181,827,"4,922","1,448","3,240",234
,Total area actually reporting,100.0%,"1,142",9,86,182,865,"5,322","1,602","3,441",279
,"Rate per 100,000 inhabitants",,"1,018.4",8.0,76.7,162.3,771.3,"4,745.8","1,428.5","3,068.4",248.8
"Lebanon, PA M.S.A.",,"130,248", ,,,,, ,,,
,Includes Lebanon County,,,,,,,,,,
,City of Lebanon,"24,061",95,2,7,36,50,726,132,556,38
,Total area actually reporting,100.0%,221,8,15,43,155,"2,198",422,"1,701",75
,"Rate per 100,000 inhabitants",,169.7,6.1,11.5,33.0,119.0,"1,687.5",324.0,"1,306.0",57.6
"Lewiston, ID-WA M.S.A.",,"60,637", ,,,,, ,,,
,"Includes Nez Perce County, ID and Asotin County, WA",,,,,,,,,,
,"City of Lewiston, ID","31,864",46,1,16,5,24,"1,192",216,917,59
,Total area actually reporting,100.0%,97,1,19,12,65,"1,833",332,"1,406",95
,"Rate per 100,000 inhabitants",,160.0,1.6,31.3,19.8,107.2,"3,022.9",547.5,"2,318.7",156.7
"Lewiston-Auburn, ME M.S.A.",,"107,004",,,,,,,,,
,Includes Androscoggin County,, ,,,,,,,,
,City of Lewiston,"35,074",93,0,21,38,34,"1,106",216,865,25
,City of Auburn,"23,176",33,0,7,13,13,849,134,694,21
,Total area actually reporting,100.0%,162,0,37,58,67,"2,502",493,"1,936",73
,"Rate per 100,000 inhabitants",,151.4,0.0,34.6,54.2,62.6,"2,338.2",460.7,"1,809.3",68.2
"Lexington-Fayette, KY M.S.A.1",,"470,843", ,,,,, ,,,
,"Includes Bourbon, Clark, Fayette, Jessamine, Scott, and Woodford Counties1",,,,,,,,,,
,City of Lexington1,"296,406","1,760",13,107,578,"1,062","10,124","2,427","7,154",543
,Total area actually reporting,99.7%,"2,068",14,141,656,"1,257","15,920","3,632","11,544",744
,Estimated total,100.0%,"2,073",14,142,658,"1,259","15,971","3,643","11,582",746
,"Rate per 100,000 inhabitants",,440.3,3.0,30.2,139.7,267.4,"3,392.0",773.7,"2,459.8",158.4
"Lima, OH M.S.A.",,"105,110", ,,,,, ,,,
,Includes Allen County,,,,,,,,,,
,City of Lima,"37,437",469,5,61,144,259,"2,526",883,"1,484",159
,Total area actually reporting,91.2%,543,6,73,161,303,"4,246","1,333","2,677",236
,Estimated total,100.0%,558,6,75,167,310,"4,506","1,385","2,875",246
,"Rate per 100,000 inhabitants",,530.9,5.7,71.4,158.9,294.9,"4,286.9","1,317.7","2,735.2",234.0
"Lincoln, NE M.S.A.",,"299,461", ,,,,, ,,,
,Includes Lancaster and Seward Counties,,,,,,,,,,
,City of Lincoln,"254,438","4,730",126,197,838,"3,569","10,007","1,618","8,095",294
,Total area actually reporting,100.0%,"1,200",4,137,199,860,"10,645","1,739","8,594",312
,"Rate per 100,000 inhabitants",,400.7,1.3,45.7,66.5,287.2,"3,554.7",580.7,"2,869.8",104.2
"Little Rock-North Little Rock-Conway, AR M.S.A.1",,"685,389",,,,,,,,,
,"Includes Faulkner, Grant, Lonoke, Perry, Pulaski, and Saline Counties",,,,,,,,,,
,City of Little Rock1,"190,205","2,795",32,171,799,"1,793","15,828","4,412","10,253","1,163"
,City of North Little Rock,"59,320",788,11,20,242,515,"6,000","1,629","4,009",362
,City of Conway,"59,343",269,2,28,57,182,"2,575",444,"1,999",132
,Total area actually reporting,91.6%,"5,208",49,344,"1,229","3,586","34,903","9,831","22,787","2,285"
,Estimated total,100.0%,"5,410",51,365,"1,240","3,754","36,186","10,384","23,413","2,389"
,"Rate per 100,000 inhabitants",,789.3,7.4,53.3,180.9,547.7,"5,279.6","1,515.1","3,416.0",348.6
"Logan, UT-ID M.S.A.",,"127,116", ,,,,, ,,,
,"Includes Franklin County, ID and Cache County, UT",,,,,,,,,,
,"City of Logan, UT","49,105",45,0,11,1,33,770,137,602,31
,Total area actually reporting,100.0%,98,0,30,2,66,"1,924",314,"1,537",73
,"Rate per 100,000 inhabitants",,77.1,0.0,23.6,1.6,51.9,"1,513.6",247.0,"1,209.1",57.4
"Longview, TX M.S.A.",,"206,197", ,,,,, ,,,
,"Includes Gregg, Rusk, and Upshur Counties",,,,,,,,,,
,City of Longview,"75,890",692,11,27,181,473,"5,372","1,189","3,754",429
,Total area actually reporting,99.4%,"1,153",17,85,251,800,"9,590","2,298","6,457",835
,Estimated total,100.0%,"1,156",17,85,252,802,"9,631","2,307","6,486",838
,"Rate per 100,000 inhabitants",,560.6,8.2,41.2,122.2,388.9,"4,670.8","1,118.8","3,145.5",406.4
"Longview, WA M.S.A.",,"102,816",,,,,,,,,
,Includes Cowlitz County,, ,,,,,,,,
,City of Longview,"36,778",114,1,31,29,53,"2,040",385,"1,438",217
,Total area actually reporting,100.0%,218,1,56,40,121,"3,893",818,"2,686",389
,"Rate per 100,000 inhabitants",,212.0,1.0,54.5,38.9,117.7,"3,786.4",795.6,"2,612.4",378.3
"Los Angeles-Long Beach-Santa Ana, CA M.S.A.",,"12,881,669",,,,,,,,,
,Includes the Metropolitan Divisions of Los Angeles-Long Beach-Glendale and Santa Ana-Anaheim-Irvine,,,,,,,,,,
,City of Los Angeles,"3,848,776","22,250",312,841,"11,106","9,991","85,251","16,550","51,742","16,959"
,City of Long Beach,"463,969","3,161",40,131,"1,381","1,609","12,643","3,116","7,166","2,361"
,City of Santa Ana,"339,196","1,726",25,77,869,755,"6,798","1,160","4,165","1,473"
,City of Anaheim,"335,970","1,184",9,72,504,599,"7,993","1,457","5,591",945
,City of Irvine,"215,673",153,3,28,55,67,"2,996",481,"2,365",150
,City of Glendale,"197,384",302,3,15,126,158,"3,755",635,"2,723",397
,City of Pomona,"153,217",968,17,46,344,561,"4,134",854,"2,273","1,007"
,City of Pasadena,"144,063",483,5,25,182,271,"4,158",824,"3,023",311
,City of Torrance,"141,109",259,1,25,139,94,"2,874",442,"2,034",398
,City of Orange,"137,132",160,2,11,68,79,"2,625",431,"1,959",235
,City of Fullerton,"132,478",526,2,44,189,291,"3,824",779,"2,684",361
,City of Costa Mesa,"110,150",304,1,27,114,162,"3,321",516,"2,557",248
,City of Burbank,"103,248",253,1,22,93,137,"2,663",499,"1,829",335
,City of Compton,"93,872","1,457",36,36,509,876,"3,051",768,"1,355",928
,City of Carson,"92,635",500,5,14,164,317,"2,331",475,"1,389",467
,City of Santa Monica,"88,038",393,3,14,162,214,"3,354",512,"2,578",264
,City of Newport Beach,"79,912",125,0,4,32,89,"2,239",512,"1,600",127
,City of Tustin,"72,286",92,0,4,57,31,"1,379",209,"1,039",131
,City of Montebello,"61,870",196,1,5,112,78,"1,762",540,782,440
,City of Monterey Park,"61,353",146,1,4,95,46,966,249,524,193
,City of Gardena,"58,623",381,6,11,216,148,"1,546",390,830,326
,City of Arcadia,"56,596",115,0,5,50,60,"1,633",329,"1,172",132
,City of Paramount,"55,220",389,4,11,193,181,"1,656",310,721,625
,City of Fountain Valley,"55,570",116,0,4,33,79,"1,170",237,873,60
,City of Cerritos,"51,299",81,2,4,50,25,"1,762",254,"1,291",217
,Total area actually reporting,100.0%,"62,176",768,"2,570","27,456","31,382","302,654","61,496","188,100","53,058"
,"Rate per 100,000 inhabitants",,482.7,6.0,20.0,213.1,243.6,"2,349.5",477.4,"1,460.2",411.9
"Los Angeles-Long Beach-Glendale, CA M.D.",,"9,863,786",,,,,,,,,
,Includes Los Angeles County,,,,,,,,,,
,Total area actually reporting,100.0%,"54,747",699,"2,114","24,528","27,406","241,960","50,558","144,589","46,813"
,"Rate per 100,000 inhabitants",,555.0,7.1,21.4,248.7,277.8,"2,453.0",512.6,"1,465.9",474.6
"Santa Ana-Anaheim-Irvine, CA M.D.",,"3,017,883",,,,,,,,,
,Includes Orange County,,,,,,,,,,
,Total area actually reporting,100.0%,"7,429",69,456,"2,928","3,976","60,694","10,938","43,511","6,245"
,"Rate per 100,000 inhabitants",,246.2,2.3,15.1,97.0,131.7,"2,011.1",362.4,"1,441.8",206.9
"Louisville/Jefferson County, KY-IN M.S.A.1",,"1,256,252", ,,,,, ,,,
,"Includes Clark, Floyd, Harrison, and Washington Counties, IN and Bullitt, Henry, Jefferson, Meade, Nelson, Oldham, Shelby, Spencer, and Trimble Counties, KY1",,,,,,,,,,
,"City of Louisville Metro, KY1","631,260","3,769",62,230,"1,570","1,907","26,907","7,085","18,094","1,728"
,Total area actually reporting,96.6%,"4,574",69,353,"1,856","2,296","40,764","10,508","27,708","2,548"
,Estimated total,100.0%,"4,653",69,361,"1,879","2,344","41,798","10,733","28,460","2,605"
,"Rate per 100,000 inhabitants",,370.4,5.5,28.7,149.6,186.6,"3,327.2",854.4,"2,265.5",207.4
"Lubbock, TX M.S.A.",,"273,291", ,,,,, ,,,
,Includes Crosby and Lubbock Counties,,,,,,,,,,
,City of Lubbock,"222,884","2,079",13,93,311,"1,662","13,010","3,730","8,754",526
,Total area actually reporting,100.0%,"2,315",14,118,325,"1,858","14,456","4,263","9,583",610
,"Rate per 100,000 inhabitants",,847.1,5.1,43.2,118.9,679.9,"5,289.6","1,559.9","3,506.5",223.2
"Lynchburg, VA M.S.A.",,"248,706", ,,,,, ,,,
,"Includes Amherst, Appomattox, Bedford, and Campbell Counties and Bedford and Lynchburg Cities",,,,,,,,,,
,City of Lynchburg,"73,735",339,0,21,80,238,"2,218",372,"1,735",111
,Total area actually reporting,100.0%,671,5,64,111,491,"4,687",886,"3,525",276
,"Rate per 100,000 inhabitants",,269.8,2.0,25.7,44.6,197.4,"1,884.6",356.2,"1,417.3",111.0
"Macon, GA M.S.A.",,"230,750", ,,,,, ,,,
,"Includes Bibb, Crawford, Jones, Monroe, and Twiggs Counties",,,,,,,,,,
,City of Macon,"92,299",704,18,28,342,316,"7,118","1,814","4,679",625
,Total area actually reporting,99.4%,"1,010",23,51,404,532,"11,347","3,012","7,367",968
,Estimated total,100.0%,"1,016",23,51,406,536,"11,404","3,024","7,408",972
,"Rate per 100,000 inhabitants",,440.3,10.0,22.1,175.9,232.3,"4,942.1","1,310.5","3,210.4",421.2
"Madera-Chowchilla, CA M.S.A.",,"150,856", ,,,,, ,,,
,Includes Madera County,,,,,,,,,,
,City of Madera,"58,372",408,1,15,133,259,"1,300",459,614,227
,City of Chowchilla,"19,817",47,0,1,2,44,389,200,157,32
,Total area actually reporting,100.0%,685,3,36,162,484,"3,170","1,166","1,484",520
,"Rate per 100,000 inhabitants",,454.1,2.0,23.9,107.4,320.8,"2,101.3",772.9,983.7,344.7
"Madison, WI M.S.A.",,"568,019", ,,,,, ,,,
,"Includes Columbia, Dane, and Iowa Counties",,,,,,,,,,
,City of Madison,"234,461",853,4,28,364,457,"7,884","1,523","6,015",346
,Total area actually reporting,100.0%,"1,296",11,86,469,730,"14,903","2,553","11,782",568
,"Rate per 100,000 inhabitants",,228.2,1.9,15.1,82.6,128.5,"2,623.7",449.5,"2,074.2",100.0
"Manchester-Nashua, NH M.S.A.",,"404,309",,,,,,,,,
,Includes Hillsborough County,, ,,,,,,,,
,City of Manchester,"108,671",537,2,71,171,293,"3,714",760,"2,791",163
,City of Nashua,"86,554",176,1,25,38,112,"2,443",379,"1,962",102
,Total area actually reporting,94.1%,884,6,119,235,524,"8,985","1,606","7,011",368
,Estimated total,100.0%,896,6,121,237,532,"9,200","1,640","7,183",377
,"Rate per 100,000 inhabitants",,221.6,1.5,29.9,58.6,131.6,"2,275.5",405.6,"1,776.6",93.2
"Manhattan, KS M.S.A.",,"123,597",,,,,,,,,
,"Includes Geary, Pottawatomie, and Riley Counties",, ,,,,,,,,
,Total area actually reporting,100.0%,428,4,68,48,308,"2,763",536,"2,148",79
,"Rate per 100,000 inhabitants",,346.3,3.2,55.0,38.8,249.2,"2,235.5",433.7,"1,737.9",63.9
"Mankato-North Mankato, MN M.S.A.4",,"93,372",,,,,,,,,
,Includes Blue Earth and Nicollet Counties4,, ,,,,,,,,
,City of Mankato4,"36,676",,0,,13,56,"1,840",292,"1,487",61
,City of North Mankato4,"12,605",,0,,0,1,259,22,229,8
,Total area actually reporting,100.0%,,1,,16,88,"2,758",475,"2,180",103
,"Rate per 100,000 inhabitants",,,1.1,,17.1,94.2,"2,953.8",508.7,"2,334.7",110.3
"Mansfield, OH M.S.A.",,"124,956", ,,,,, ,,,
,Includes Richland County,,,,,,,,,,
,City of Mansfield,"49,349",166,2,29,63,72,"2,711",942,"1,710",59
,Total area actually reporting,99.2%,241,3,44,80,114,"4,902","1,487","3,320",95
,Estimated total,100.0%,243,3,44,81,115,"4,929","1,492","3,341",96
,"Rate per 100,000 inhabitants",,194.5,2.4,35.2,64.8,92.0,"3,944.6","1,194.0","2,673.7",76.8
"McAllen-Edinburg-Mission, TX M.S.A.",,"746,767",,,,,,,,,
,Includes Hidalgo County,,,,,,,,,,
,City of McAllen,"132,598",348,4,20,132,192,"8,020",796,"6,783",441
,City of Edinburg,"74,611",267,3,20,69,175,"4,669",820,"3,596",253
,City of Mission,"69,997",124,1,7,41,75,"3,425",570,"2,538",317
,City of Pharr,"67,628",302,2,23,84,193,"3,958",842,"2,773",343
,Total area actually reporting,100.0%,"3,036",40,212,691,"2,093","37,311","7,935","26,750","2,626"
,"Rate per 100,000 inhabitants",,406.6,5.4,28.4,92.5,280.3,"4,996.3","1,062.6","3,582.1",351.6
"Medford, OR M.S.A.",,"203,007", ,,,,, ,,,
,Includes Jackson County,,,,,,,,,,
,City of Medford,"74,042",227,2,30,24,171,"2,961",324,"2,539",98
,Total area actually reporting,100.0%,396,2,55,34,305,"5,065",638,"4,239",188
,"Rate per 100,000 inhabitants",,195.1,1.0,27.1,16.7,150.2,"2,495.0",314.3,"2,088.1",92.6
"Memphis, TN-MS-AR M.S.A.",,"1,299,027", ,,,,, ,,,
,"Includes Crittenden County, AR; DeSoto, Marshall, Tate, and Tunica Counties; MS, and Fayette, Shelby, and Tipton Counties, TN",,,,,,,,,,
,City of Memphis,"667,421","12,055",132,382,"4,139","7,402","47,195","13,943","29,059","4,193"
,Total area actually reporting,99.9%,"14,895",157,553,"4,574","9,611","65,829","19,394","41,056","5,379"
,Estimated total,100.0%,"14,898",157,553,"4,575","9,613","65,884","19,408","41,094","5,382"
,"Rate per 100,000 inhabitants",,"1,146.9",12.1,42.6,352.2,740.0,"5,071.8","1,494.0","3,163.4",414.3
"Merced, CA M.S.A.",,"249,432", ,,,,, ,,,
,Includes Merced County,,,,,,,,,,
,City of Merced,"78,693",733,7,27,158,541,"2,850",679,"1,906",265
,Total area actually reporting,100.0%,"1,658",26,78,276,"1,278","8,310","2,318","5,089",903
,"Rate per 100,000 inhabitants",,664.7,10.4,31.3,110.7,512.4,"3,331.6",929.3,"2,040.2",362.0
"Miami-Fort Lauderdale-Pompano Beach, FL M.S.A.",,"5,501,220",,,,,,,,,
,"Includes the Metropolitan Divisions of Fort Lauderdale-Pompano Beach-Deerfield Beach, Miami-Miami Beach-Kendall, and West Palm Beach-Boca Raton-Boynton Beach",,,,,,,,,,
,City of Miami,"419,205","4,983",59,65,"2,094","2,765","20,778","4,856","13,386","2,536"
,City of Fort Lauderdale,"182,942","1,481",13,56,685,727,"10,374","2,907","6,780",687
,City of Pompano Beach,"101,840","1,029",8,57,348,616,"5,066",971,"3,698",397
,City of West Palm Beach,"100,763",905,19,42,376,468,"5,365","1,291","3,645",429
,City of Miami Beach,"84,260",906,7,41,421,437,"8,439","1,207","6,567",665
,City of Boca Raton,"85,956",217,2,24,78,113,"3,087",554,"2,375",158
,City of Deerfield Beach,"74,509",468,2,23,145,298,"2,408",501,"1,745",162
,City of Boynton Beach,"69,211",648,2,8,182,456,"3,607",837,"2,610",160
,City of Delray Beach,"64,522",606,3,29,218,356,"3,430",771,"2,448",211
,City of Homestead,"62,037",901,3,26,294,578,"3,288","1,095","1,945",248
,Total area actually reporting,100.0%,"37,403",377,"1,404","13,095","22,527","244,389","54,500","169,207","20,682"
,"Rate per 100,000 inhabitants",,679.9,6.9,25.5,238.0,409.5,"4,442.5",990.7,"3,075.8",376.0
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL M.D.",,"1,749,470",,,,,,,,,
,Includes Broward County,,,,,,,,,,
,Total area actually reporting,100.0%,"9,562",76,439,"3,374","5,673","69,568","15,952","48,487","5,129"
,"Rate per 100,000 inhabitants",,546.6,4.3,25.1,192.9,324.3,"3,976.5",911.8,"2,771.5",293.2
"Miami-Miami Beach-Kendall, FL M.D.",,"2,482,417",,,,,,,,,
,Includes Miami-Dade County,,,,,,,,,,
,Total area actually reporting,100.0%,"19,797",215,577,"7,054","11,951","122,854","25,345","85,359","12,150"
,"Rate per 100,000 inhabitants",,797.5,8.7,23.2,284.2,481.4,"4,949.0","1,021.0","3,438.5",489.4
"West Palm Beach-Boca Raton-Boynton Beach, FL M.D.",,"1,269,333",,,,,,,,,
,Includes Palm Beach County,,,,,,,,,,
,Total area actually reporting,100.0%,"8,044",86,388,"2,667","4,903","51,967","13,203","35,361","3,403"
,"Rate per 100,000 inhabitants",,633.7,6.8,30.6,210.1,386.3,"4,094.0","1,040.2","2,785.8",268.1
"Michigan City-La Porte, IN M.S.A.",,"111,155",,,,,,,,,
,Includes La Porte County,, ,,,,,,,,
,City of Michigan City,"32,355",121,0,13,61,47,"1,740",371,"1,259",110
,City of La Porte,"21,128",46,0,7,15,24,"1,232",197,990,45
,Total area actually reporting,96.8%,203,3,26,86,88,"3,924",910,"2,805",209
,Estimated total,100.0%,213,3,27,89,94,"4,045",929,"2,899",217
,"Rate per 100,000 inhabitants",,191.6,2.7,24.3,80.1,84.6,"3,639.1",835.8,"2,608.1",195.2
"Midland, TX M.S.A.",,"131,294", ,,,,, ,,,
,Includes Midland County,,,,,,,,,,
,City of Midland,"107,554",425,3,51,85,286,"3,909",905,"2,834",170
,Total area actually reporting,100.0%,468,3,52,89,324,"4,559","1,116","3,228",215
,"Rate per 100,000 inhabitants",,356.5,2.3,39.6,67.8,246.8,"3,472.4",850.0,"2,458.6",163.8
"Milwaukee-Waukesha-West Allis, WI M.S.A.",,"1,553,875",,,,,,,,,
,"Includes Milwaukee, Ozaukee, Washington, and Waukesha Counties",,,,,,,,,,
,City of Milwaukee,"604,673","6,584",72,204,"3,122","3,186","34,791","6,534","23,397","4,860"
,City of Waukesha,"68,248",109,2,15,27,65,"1,163",251,871,41
,City of West Allis,"59,240",206,2,7,98,99,"3,082",537,"2,356",189
,Total area actually reporting,99.7%,"7,672",81,301,"3,468","3,822","56,272","9,377","41,273","5,622"
,Estimated total,100.0%,"7,679",81,302,"3,470","3,826","56,378","9,391","41,362","5,625"
,"Rate per 100,000 inhabitants",,494.2,5.2,19.4,223.3,246.2,"3,628.2",604.4,"2,661.9",362.0
"Minneapolis-St. Paul-Bloomington, MN-WI M.S.A.4",,"3,266,869",,,,,,,,,
,"Includes Anoka, Carver, Chisago, Dakota, Hennepin, Isanti, Ramsey, Scott, Sherburne, Washington, and Wright Counties, MN4 and Pierce and St. Croix Counties, WI",,,,,,,,,,
,"City of Minneapolis, MN","382,618","4,242",18,413,"1,663","2,148","17,859","4,741","11,320","1,798"
