Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2018",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft"
,City of Saginaw,"48,302", 783 , 11 , 48 , 86 , 638 , 886 , 376 , 420 , 90 
,Total area actually reporting,100.0%," 1,264 ", 18 , 159 , 113 , 974 ," 3,001 ", 751 ," 2,035 ", 215 
,"Rate per 100,000 inhabitants",,661.0,9.4,83.2,59.1,509.4,"1,569.5",392.8,"1,064.3",112.4
"Salem, OR M.S.A.3",,"430,201", ,,,,, ,,,
,Includes Marion3 and Polk Counties,,,,,,,,,,
,City of Salem ,"172,022", 719 , 5 , 56 , 177 , 481 ," 7,170 ", 934 ," 5,338 ", 898 
,Total area actually reporting,100.0%," 1,236 ", 10 , 145 , 258 , 823 ," 13,428 "," 1,797 "," 9,986 "," 1,645 "
,"Rate per 100,000 inhabitants",,287.3,2.3,33.7,60.0,191.3,"3,121.3",417.7,"2,321.2",382.4
"Salinas, CA M.S.A.",,"437,653", ,,,,, ,,,
,Includes Monterey County,,,,,,,,,,
,City of Salinas,"158,590", 981 , 19 , 100 , 321 , 541 ," 4,304 ", 897 ," 2,180 "," 1,227 "
,Total area actually reporting,100.0%," 1,750 ", 27 , 197 , 483 ," 1,043 "," 9,030 "," 1,767 "," 5,416 "," 1,847 "
,"Rate per 100,000 inhabitants",,399.9,6.2,45.0,110.4,238.3,"2,063.3",403.7,"1,237.5",422.0
"Salisbury, MD-DE M.S.A.",,"408,178", ,,,,, ,,,
,"Includes Sussex County, DE and Somerset, Wicomico, and Worcester Counties, MD",,,,,,,,,,
,"City of Salisbury, MD","33,183", 272 , 3 , 21 , 74 , 174 ," 1,548 ", 195 ," 1,312 ", 41 
,Total area actually reporting,100.0%," 1,413 ", 10 , 150 , 232 ," 1,021 "," 9,150 "," 1,711 "," 7,138 ", 301 
,"Rate per 100,000 inhabitants",,346.2,2.4,36.7,56.8,250.1,"2,241.7",419.2,"1,748.7",73.7
"Salt Lake City, UT M.S.A.",,"1,223,475", ,,,,, ,,,
,Includes Salt Lake and Tooele Counties,,,,,,,,,,
,City of Salt Lake City,"202,633"," 1,480 ", 10 , 245 , 414 , 811 ," 12,516 "," 1,601 "," 9,422 "," 1,493 "
,Total area actually reporting,99.9%," 4,513 ", 33 , 903 , 958 ," 2,619 "," 44,779 "," 5,695 "," 33,636 "," 5,448 "
,Estimated total,100.0%," 4,514 ", 33 , 903 , 958 ," 2,620 "," 44,796 "," 5,697 "," 33,649 "," 5,450 "
,"Rate per 100,000 inhabitants",,368.9,2.7,73.8,78.3,214.1,"3,661.4",465.6,"2,750.3",445.5
"San Angelo, TX M.S.A.2",,"121,589", ,,,,, ,,,
,"Includes Irion,2 Sterling,2 and Tom Green Counties",,,,,,,,,,
,City of San Angelo,"101,084", 373 , 2 , 82 , 52 , 237 ," 3,383 ", 583 ," 2,567 ", 233 
,Total area actually reporting,100.0%, 401 , 3 , 101 , 52 , 245 ," 3,718 ", 701 ," 2,756 ", 261 
,"Rate per 100,000 inhabitants",,329.8,2.5,83.1,42.8,201.5,"3,057.8",576.5,"2,266.7",214.7
"San Antonio-New Braunfels, TX M.S.A.2, 4",,"2,516,781", ,,,,, ,,,
,"Includes Atascosa, Bandera, Bexar, Comal,4 Guadalupe, Kendall, Medina, and Wilson Counties",,,,,,,,,,
,City of San Antonio,"1,539,328"," 9,647 ", 107 ," 1,346 "," 1,767 "," 6,427 "," 61,478 "," 9,118 "," 46,271 "," 6,089 "
,City of New Braunfels2,"82,739", 241 , 2 , 43 , 22 , 174 ," 1,197 ", 215 , 892 , 90 
,Total area actually reporting,99.9%,, 135 ," 1,818 "," 2,021 ",," 77,793 "," 12,085 "," 58,321 "," 7,387 "
,Estimated total,100.0%,, 135 ," 1,818 "," 2,021 ",," 77,809 "," 12,089 "," 58,332 "," 7,388 "
,"Rate per 100,000 inhabitants",,,5.4,72.2,80.3,,"3,091.6",480.3,"2,317.7",293.5
"San Diego-Chula Vista-Carlsbad, CA M.S.A.",,"3,346,474",,,,,,,,,
,Includes San Diego County,,,,,,,,,,
,City of San Diego,"1,436,495"," 5,360 ", 35 , 605 ," 1,439 "," 3,281 "," 27,416 "," 3,752 "," 18,482 "," 5,182 "
,City of Chula Vista,"274,370", 835 , 6 , 79 , 256 , 494 ," 3,611 ", 585 ," 2,338 ", 688 
,City of Carlsbad,"116,739", 243 , 1 , 39 , 52 , 151 ," 2,100 ", 299 ," 1,649 ", 152 
,City of Poway,"50,346", 65 , 1 , 11 , 10 , 43 , 509 , 92 , 380 , 37 
,Total area actually reporting,100.0%," 11,414 ", 85 ," 1,162 "," 2,976 "," 7,191 "," 56,699 "," 8,292 "," 38,819 "," 9,588 "
,"Rate per 100,000 inhabitants",,341.1,2.5,34.7,88.9,214.9,"1,694.3",247.8,"1,160.0",286.5
"San Francisco-Oakland-Berkeley, CA M.S.A.",,"4,747,868",,,,,,,,,
,"Includes the Metropolitan Divisions of Oakland-Berkeley-Livermore, San Francisco-San Mateo-Redwood City, and San Rafael",,,,,,,,,,
,City of San Francisco,"889,282"," 6,144 ", 46 , 354 ," 3,165 "," 2,579 "," 49,214 "," 5,322 "," 39,675 "," 4,217 "
,City of Oakland,"430,230"," 5,480 ", 70 , 448 ," 2,624 "," 2,338 "," 23,190 "," 2,394 "," 15,725 "," 5,071 "
,City of Berkeley,"123,735", 586 , 1 , 65 , 353 , 167 ," 5,381 ", 829 ," 4,004 ", 548 
,City of San Mateo,"105,839", 285 , 0 , 25 , 88 , 172 ," 2,163 ", 590 ," 1,360 ", 213 
,City of Livermore,"91,612", 186 , 0 , 33 , 58 , 95 ," 1,696 ", 212 ," 1,329 ", 155 
,City of Redwood City,"88,161", 177 , 0 , 45 , 53 , 79 ," 1,254 ", 172 , 912 , 170 
,City of Pleasanton,"84,992", 110 , 0 , 6 , 57 , 47 ," 1,445 ", 156 ," 1,177 ", 112 
,City of San Ramon,"76,569", 43 , 0 , 4 , 21 , 18 , 786 , 103 , 631 , 52 
,City of Walnut Creek,"70,587", 109 , 2 , 3 , 35 , 69 ," 2,249 ", 303 ," 1,812 ", 134 
,City of South San Francisco,"67,973", 181 , 0 , 22 , 56 , 103 ," 1,444 ", 257 ," 1,002 ", 185 
,City of San Rafael,"59,254", 257 , 2 , 32 , 107 , 116 ," 1,695 ", 277 ," 1,050 ", 368 
,Total area actually reporting,100.0%," 22,443 ", 196 ," 1,820 "," 10,332 "," 10,095 "," 155,896 "," 19,033 "," 114,842 "," 22,021 "
,"Rate per 100,000 inhabitants",,472.7,4.1,38.3,217.6,212.6,"3,283.5",400.9,"2,418.8",463.8
"Oakland-Berkeley-Livermore, CA M.D.",,"2,825,431",,,,,,,,,
,Includes Alameda and Contra Costa Counties,,,,,,,,,,
,Total area actually reporting,100.0%," 13,828 ", 132 ," 1,097 "," 6,334 "," 6,265 "," 86,407 "," 10,403 "," 60,430 "," 15,574 "
,"Rate per 100,000 inhabitants",,489.4,4.7,38.8,224.2,221.7,"3,058.2",368.2,"2,138.8",551.2
"San Francisco-San Mateo-Redwood City, CA M.D.",,"1,662,338",,,,,,,,,
,Includes San Francisco and San Mateo Counties,,,,,,,,,,
,Total area actually reporting,100.0%," 8,087 ", 59 , 659 ," 3,831 "," 3,538 "," 64,795 "," 7,808 "," 51,096 "," 5,891 "
,"Rate per 100,000 inhabitants",,486.5,3.5,39.6,230.5,212.8,"3,897.8",469.7,"3,073.7",354.4
"San Rafael, CA M.D.",,"260,099",,,,,,,,,
,Includes Marin County,,,,,,,,,,
,Total area actually reporting,100.0%, 528 , 5 , 64 , 167 , 292 ," 4,694 ", 822 ," 3,316 ", 556 
,"Rate per 100,000 inhabitants",,203.0,1.9,24.6,64.2,112.3,"1,804.7",316.0,"1,274.9",213.8
"San Jose-Sunnyvale-Santa Clara, CA M.S.A.",,"2,006,271",,,,,,,,,
,Includes San Benito and Santa Clara Counties,,,,,,,,,,
,City of San Jose,"1,047,305"," 4,444 ", 28 , 615 ," 1,593 "," 2,208 "," 25,753 "," 4,539 "," 13,510 "," 7,704 "
,City of Sunnyvale,"155,637", 255 , 1 , 43 , 71 , 140 ," 2,541 ", 424 ," 1,764 ", 353 
,City of Santa Clara,"128,682", 208 , 1 , 33 , 74 , 100 ," 3,741 ", 429 ," 2,860 ", 452 
,City of Mountain View,"82,518", 157 , 0 , 13 , 59 , 85 ," 2,103 ", 276 ," 1,659 ", 168 
,City of Milpitas,"79,895", 87 , 0 , 11 , 45 , 31 ," 1,934 ", 243 ," 1,435 ", 256 
,City of Palo Alto,"67,560", 72 , 0 , 5 , 30 , 37 ," 1,513 ", 234 ," 1,197 ", 82 
,City of Cupertino,"61,078", 72 , 0 , 18 , 14 , 40 , 956 , 183 , 720 , 53 
,Total area actually reporting,100.0%," 6,304 ", 33 , 869 ," 2,135 "," 3,267 "," 46,073 "," 7,540 "," 28,213 "," 10,320 "
,"Rate per 100,000 inhabitants",,314.2,1.6,43.3,106.4,162.8,"2,296.4",375.8,"1,406.2",514.4
"San Luis Obispo-Paso Robles, CA M.S.A.",,"283,198",,,,,,,,,
,Includes San Luis Obispo County,, ,,,,,,,,
,City of San Luis Obispo,"47,885", 192 , 1 , 55 , 33 , 103 ," 1,809 ", 242 ," 1,493 ", 74 
,City of Paso Robles,"32,228", 43 , 0 , 13 , 7 , 23 , 797 , 133 , 610 , 54 
,Total area actually reporting,100.0%, 746 , 3 , 122 , 72 , 549 ," 5,569 "," 1,079 "," 4,169 ", 321 
,"Rate per 100,000 inhabitants",,263.4,1.1,43.1,25.4,193.9,"1,966.5",381.0,"1,472.1",113.3
"Santa Cruz-Watsonville, CA M.S.A.",,"275,614",,,,,,,,,
,Includes Santa Cruz County,, ,,,,,,,,
,City of Santa Cruz,"65,680", 390 , 1 , 34 , 66 , 289 ," 2,905 ", 336 ," 2,308 ", 261 
,City of Watsonville,"54,513", 243 , 1 , 18 , 50 , 174 ," 1,330 ", 196 , 785 , 349 
,Total area actually reporting,100.0%, 989 , 5 , 103 , 173 , 708 ," 7,530 "," 1,064 "," 5,509 ", 957 
,"Rate per 100,000 inhabitants",,358.8,1.8,37.4,62.8,256.9,"2,732.1",386.0,"1,998.8",347.2
"Santa Fe, NM M.S.A.",,"149,630",,,,,,,,,
,Includes Santa Fe County,, ,,,,,,,,
,City of Santa Fe,"84,176", 333 , 5 , 32 , 89 , 207 ," 3,388 "," 1,380 "," 1,786 ", 222 
,Total area actually reporting,100.0%, 592 , 6 , 42 , 115 , 429 ," 4,111 "," 1,720 "," 2,147 ", 244 
,"Rate per 100,000 inhabitants",,395.6,4.0,28.1,76.9,286.7,"2,747.4","1,149.5","1,434.9",163.1
"Santa Maria-Santa Barbara, CA M.S.A.",,"448,173",,,,,,,,,
,Includes Santa Barbara County,,,,,,,,,,
,City of Santa Maria,"108,100", 497 , 6 , 60 , 159 , 272 ," 1,932 ", 377 , 979 , 576 
,City of Santa Barbara,"92,630", 415 , 1 , 77 , 89 , 248 ," 2,333 ", 261 ," 1,894 ", 178 
,Total area actually reporting,100.0%," 1,493 ", 11 , 229 , 322 , 931 ," 7,633 "," 1,322 "," 5,203 "," 1,108 "
,"Rate per 100,000 inhabitants",,333.1,2.5,51.1,71.8,207.7,"1,703.1",295.0,"1,160.9",247.2
"Santa Rosa-Petaluma, CA M.S.A.",,"503,136",,,,,,,,,
,Includes Sonoma County,, ,,,,,,,,
,City of Santa Rosa,"176,325", 823 , 3 , 149 , 147 , 524 ," 3,118 ", 547 ," 2,179 ", 392 
,City of Petaluma,"61,289", 197 , 0 , 31 , 27 , 139 , 889 , 153 , 668 , 68 
,Total area actually reporting,100.0%," 1,985 ", 9 , 312 , 268 ," 1,396 "," 7,167 "," 1,375 "," 5,109 ", 683 
,"Rate per 100,000 inhabitants",,394.5,1.8,62.0,53.3,277.5,"1,424.5",273.3,"1,015.4",135.7
"Savannah, GA M.S.A.2",,"392,726", ,,,,, ,,,
,"Includes Bryan, Chatham, and Effingham Counties",,,,,,,,,,
,City of Savannah-Chatham Metropolitan,"242,265", 982 , 28 , 85 , 267 , 602 ," 5,960 ", 884 ," 4,420 ", 656 
,Total area actually reporting,100.0%," 1,516 ", 36 , 141 , 368 , 971 ," 10,688 "," 1,632 "," 7,980 "," 1,076 "
,"Rate per 100,000 inhabitants",,386.0,9.2,35.9,93.7,247.2,"2,721.5",415.6,"2,032.0",274.0
"Scranton–Wilkes-Barre, PA M.S.A.",,"553,684",,,,,,,,,
,"Includes Lackawanna, Luzerne, and Wyoming Counties",, ,,,,,,,,
,City of Scranton,"77,827", 811 , 2 , 43 , 62 , 704 ," 1,505 ", 340 ," 1,080 ", 85 
,City of Wilkes-Barre,"40,710", 210 , 4 , 30 , 85 , 91 , 965 , 204 , 707 , 54 
,Total area actually reporting,99.3%," 1,913 ", 21 , 204 , 249 ," 1,439 "," 7,524 "," 1,328 "," 5,816 ", 380 
,Estimated total,100.0%," 1,914 ", 21 , 204 , 249 ," 1,440 "," 7,569 "," 1,330 "," 5,859 ", 380 
,"Rate per 100,000 inhabitants",,345.7,3.8,36.8,45.0,260.1,"1,367.0",240.2,"1,058.2",68.6
"Seattle-Tacoma-Bellevue, WA M.S.A.2, 3",,"3,946,150",,,,,,,,,
,Includes the Metropolitan Divisions of Seattle-Bellevue-Kent and Tacoma-Lakewood,,,,,,,,,,
,City of Seattle,"742,759"," 5,052 ", 32 , 292 ," 1,649 "," 3,079 "," 38,246 "," 7,985 "," 26,219 "," 4,042 "
,City of Tacoma,"215,687"," 1,869 ", 17 , 198 , 503 ," 1,151 "," 11,362 "," 1,912 "," 7,573 "," 1,877 "
,City of Bellevue,"146,913", 194 , 0 , 27 , 82 , 85 ," 4,294 ", 519 ," 3,395 ", 380 
,City of Kent,"129,870", 452 , 5 , 92 , 196 , 159 ," 5,953 ", 854 ," 3,949 "," 1,150 "
,City of Everett,"111,091", 373 , 5 , 55 , 110 , 203 ," 4,683 ", 650 ," 3,077 ", 956 
,City of Renton,"102,749", 331 , 5 , 53 , 110 , 163 ," 4,915 ", 542 ," 3,447 ", 926 
,City of Auburn,"82,381", 360 , 1 , 59 , 120 , 180 ," 3,334 ", 605 ," 2,116 ", 613 
,City of Redmond,"65,827", 89 , 1 , 6 , 32 , 50 ," 1,854 ", 186 ," 1,577 ", 91 
,City of Lakewood,"60,694", 393 , 9 , 34 , 80 , 270 ," 2,818 ", 486 ," 1,939 ", 393 
,Total area actually reporting,100.0%," 14,167 ", 131 ," 1,575 "," 4,165 "," 8,296 "," 131,458 "," 23,368 "," 89,577 "," 18,513 "
,"Rate per 100,000 inhabitants",,359.0,3.3,39.9,105.5,210.2,"3,331.3",592.2,"2,270.0",469.1
"Seattle-Bellevue-Kent, WA M.D.2, 3",,"3,053,639",,,,,,,,,
,"Includes King2, 3 and Snohomish Counties",,,,,,,,,,
,Total area actually reporting,100.0%," 10,160 ", 83 ," 1,138 "," 3,244 "," 5,695 "," 102,149 "," 17,815 "," 70,180 "," 14,154 "
,"Rate per 100,000 inhabitants",,332.7,2.7,37.3,106.2,186.5,"3,345.2",583.4,"2,298.2",463.5
"Tacoma-Lakewood, WA M.D.",,"892,511",,,,,,,,,
,Includes Pierce County,,,,,,,,,,
,Total area actually reporting,100.0%," 4,007 ", 48 , 437 , 921 ," 2,601 "," 29,309 "," 5,553 "," 19,397 "," 4,359 "
,"Rate per 100,000 inhabitants",,449.0,5.4,49.0,103.2,291.4,"3,283.9",622.2,"2,173.3",488.4
"Sebastian-Vero Beach, FL M.S.A.",,"156,733", ,,,,, ,,,
,Includes Indian River County,,,,,,,,,,
,City of Sebastian,"25,672", 31 , 0 , 4 , 3 , 24 , 279 , 35 , 232 , 12 
,City of Vero Beach,"17,172", 34 , 3 , 7 , 8 , 16 , 415 , 71 , 332 , 12 
,Total area actually reporting,100.0%, 329 , 12 , 38 , 51 , 228 ," 2,398 ", 395 ," 1,884 ", 119 
,"Rate per 100,000 inhabitants",,209.9,7.7,24.2,32.5,145.5,"1,530.0",252.0,"1,202.0",75.9
"Sebring-Avon Park, FL M.S.A.",,"103,440", ,,,,, ,,,
,Includes Highlands County,,,,,,,,,,
,City of Sebring,"10,741", 80 , 0 , 6 , 6 , 68 , 431 , 95 , 326 , 10 
,Total area actually reporting,100.0%, 314 , 2 , 44 , 39 , 229 ," 2,394 ", 568 ," 1,736 ", 90 
,"Rate per 100,000 inhabitants",,303.6,1.9,42.5,37.7,221.4,"2,314.4",549.1,"1,678.3",87.0
"Sheboygan, WI M.S.A.",,"115,368", ,,,,, ,,,
,Includes Sheboygan County,,,,,,,,,,
,City of Sheboygan,"48,195", 183 , 0 , 27 , 10 , 146 , 826 , 89 , 715 , 22 
,Total area actually reporting,100.0%, 237 , 0 , 49 , 13 , 175 ," 1,355 ", 146 ," 1,167 ", 42 
,"Rate per 100,000 inhabitants",,205.4,0.0,42.5,11.3,151.7,"1,174.5",126.6,"1,011.5",36.4
"Sherman-Denison, TX M.S.A.2",,"132,282",,,,,,,,,
,Includes Grayson County,, ,,,,,,,,
,City of Sherman,"42,448", 147 , 0 , 29 , 28 , 90 ," 1,068 ", 224 , 778 , 66 
,City of Denison,"24,623", 92 , 2 , 17 , 12 , 61 , 467 , 101 , 312 , 54 
,Total area actually reporting,98.4%, 355 , 3 , 75 , 49 , 228 ," 2,137 ", 501 ," 1,443 ", 193 
,Estimated total,100.0%, 357 , 3 , 75 , 49 , 230 ," 2,165 ", 507 ," 1,463 ", 195 
,"Rate per 100,000 inhabitants",,269.9,2.3,56.7,37.0,173.9,"1,636.7",383.3,"1,106.0",147.4
"Shreveport-Bossier City, LA M.S.A.",,"397,965", ,,,,, ,,,
,"Includes Bossier, Caddo, and De Soto Parishes",,,,,,,,,,
,City of Shreveport,"190,808"," 1,588 ", 49 , 123 , 335 ," 1,081 "," 9,884 "," 1,832 "," 7,241 ", 811 
,City of  Bossier City,"69,551", 576 , 4 , 46 , 60 , 466 ," 2,998 ", 387 ," 2,313 ", 298 
,Total area actually reporting,100.0%," 2,399 ", 57 , 186 , 413 ," 1,743 "," 14,900 "," 2,727 "," 10,882 "," 1,291 "
,"Rate per 100,000 inhabitants",,602.8,14.3,46.7,103.8,438.0,"3,744.0",685.2,"2,734.4",324.4
"Sioux Falls, SD M.S.A.",,"265,074", ,,,,, ,,,
,"Includes Lincoln, McCook, Minnehaha, and Turner Counties",,,,,,,,,,
,City of Sioux Falls,"180,335", 788 , 5 , 121 , 107 , 555 ," 5,288 ", 652 ," 4,092 ", 544 
,Total area actually reporting,98.7%, 896 , 5 , 150 , 107 , 634 ," 6,122 ", 917 ," 4,601 ", 604 
,Estimated total,100.0%, 911 , 5 , 153 , 109 , 644 ," 6,214 ", 930 ," 4,670 ", 614 
,"Rate per 100,000 inhabitants",,343.7,1.9,57.7,41.1,243.0,"2,344.3",350.8,"1,761.8",231.6
"South Bend-Mishawaka, IN-MI M.S.A.2",,"322,244",,,,,,,,,
,"Includes St. Joseph County, IN and Cass County, MI",, ,,,,,,,,
,"City of South Bend, IN2","102,397"," 1,064 ", 9 , 67 , 277 , 711 ," 4,406 ", 970 ," 2,956 ", 480 
,"City of Mishawaka, IN","49,310", 114 , 4 , 15 , 48 , 47 ," 2,525 ", 248 ," 2,032 ", 245 
,Total area actually reporting,87.1%," 1,357 ", 19 , 129 , 346 , 863 ," 8,247 "," 1,598 "," 5,803 ", 846 
,Estimated total,100.0%," 1,430 ", 20 , 138 , 355 , 917 ," 8,661 "," 1,678 "," 6,117 ", 866 
,"Rate per 100,000 inhabitants",,443.8,6.2,42.8,110.2,284.6,"2,687.7",520.7,"1,898.3",268.7
"Spokane-Spokane Valley, WA M.S.A.",,"558,298", ,,,,, ,,,
,Includes Spokane and Stevens Counties,,,,,,,,,,
,City of Spokane,"218,222"," 1,742 ", 8 , 351 , 297 ," 1,086 "," 15,439 "," 2,130 "," 11,631 "," 1,678 "
,City of Spokane Valley,"99,020", 346 , 1 , 79 , 59 , 207 ," 4,165 ", 484 ," 3,328 ", 353 
,Total area actually reporting,99.9%," 2,435 ", 13 , 530 , 383 ," 1,509 "," 24,428 "," 3,598 "," 18,411 "," 2,419 "
,Estimated total,100.0%," 2,436 ", 13 , 530 , 383 ," 1,510 "," 24,433 "," 3,600 "," 18,413 "," 2,420 "
,"Rate per 100,000 inhabitants",,436.3,2.3,94.9,68.6,270.5,"4,376.3",644.8,"3,298.1",433.5
"Springfield, IL M.S.A.",,"207,537", ,,,,, ,,,
,Includes Menard and Sangamon Counties,,,,,,,,,,
,City of Springfield,"114,623", 955 , 9 , 93 , 216 , 637 ," 5,487 "," 1,195 "," 4,044 ", 248 
,Total area actually reporting,97.6%," 1,232 ", 10 , 128 , 234 , 860 ," 6,587 "," 1,497 "," 4,732 ", 358 
,Estimated total,100.0%," 1,237 ", 10 , 128 , 234 , 865 ," 6,650 "," 1,509 "," 4,779 ", 362 
,"Rate per 100,000 inhabitants",,596.0,4.8,61.7,112.8,416.8,"3,204.2",727.1,"2,302.7",174.4
"Springfield, MA M.S.A.",,"703,308", ,,,,, ,,,
,"Includes Franklin, Hampden and Hampshire Counties",,,,,,,,,,
,City of Springfield,"155,179"," 1,534 ", 19 , 104 , 475 , 936 ," 4,089 ", 910 ," 2,752 ", 427 
,Total area actually reporting,95.6%," 3,477 ", 26 , 408 , 692 ," 2,351 "," 12,536 "," 2,562 "," 9,068 ", 906 
,Estimated total,100.0%," 3,508 ", 26 , 409 , 698 ," 2,375 "," 12,591 "," 2,563 "," 9,114 ", 914 
,"Rate per 100,000 inhabitants",,498.8,3.7,58.2,99.2,337.7,"1,790.3",364.4,"1,295.9",130.0
"Springfield, MO M.S.A.",,"465,708", ,,,,, ,,,
,"Includes Christian, Dallas, Greene, Polk, and Webster Counties",,,,,,,,,,
,City of Springfield,"168,537"," 2,218 ", 16 , 333 , 295 ," 1,574 "," 11,830 "," 1,975 "," 8,385 "," 1,470 "
,Total area actually reporting,100.0%," 2,620 ", 25 , 409 , 330 ," 1,856 "," 15,905 "," 2,738 "," 11,337 "," 1,830 "
,"Rate per 100,000 inhabitants",,562.6,5.4,87.8,70.9,398.5,"3,415.2",587.9,"2,434.4",393.0
"Springfield, OH M.S.A.",,"134,171", ,,,,, ,,,
,Includes Clark County,,,,,,,,,,
,City of Springfield,"59,016", 336 , 13 , 21 , 143 , 159 ," 3,141 ", 699 ," 2,204 ", 238 
,Total area actually reporting,92.6%, 375 , 13 , 25 , 152 , 185 ," 3,810 ", 850 ," 2,705 ", 255 
,Estimated total,100.0%, 398 , 13 , 29 , 163 , 193 ," 4,069 ", 868 ," 2,924 ", 277 
,"Rate per 100,000 inhabitants",,296.6,9.7,21.6,121.5,143.8,"3,032.7",646.9,"2,179.3",206.5
"State College, PA M.S.A.",,"163,729", ,,,,, ,,,
,Includes Centre County,,,,,,,,,,
,City of State College,"58,781", 20 , 0 , 1 , 5 , 14 , 448 , 32 , 411 , 5 
,Total area actually reporting,100.0%, 161 , 2 , 71 , 11 , 77 ," 1,344 ", 143 ," 1,178 ", 23 
,"Rate per 100,000 inhabitants",,98.3,1.2,43.4,6.7,47.0,820.9,87.3,719.5,14.0
"Staunton, VA M.S.A.",,"122,240", ,,,,, ,,,
,Includes Augusta County and Staunton and Waynesboro Cities ,,,,,,,,,,
,City of Staunton,"24,584", 46 , 1 , 7 , 11 , 27 , 608 , 63 , 523 , 22 
,Total area actually reporting,100.0%, 211 , 5 , 51 , 32 , 123 ," 1,896 ", 312 ," 1,442 ", 142 
,"Rate per 100,000 inhabitants",,172.6,4.1,41.7,26.2,100.6,"1,551.0",255.2,"1,179.6",116.2
"St. Cloud, MN M.S.A.",,"198,828", ,,,,, ,,,
,Includes Benton and Stearns Counties,,,,,,,,,,
,City of St. Cloud,"68,282", 262 , 1 , 56 , 49 , 156 ," 2,575 ", 297 ," 2,089 ", 189 
,Total area actually reporting,100.0%, 355 , 5 , 85 , 51 , 214 ," 4,348 ", 489 ," 3,564 ", 295 
,"Rate per 100,000 inhabitants",,178.5,2.5,42.8,25.7,107.6,"2,186.8",245.9,"1,792.5",148.4
"St. George, UT M.S.A.2",,"170,464", ,,,,, ,,,
,Includes Washington County,,,,,,,,,,
,City of St. George,"86,202", 196 , 3 , 48 , 19 , 126 ," 1,388 ", 228 ," 1,049 ", 111 
,Total area actually reporting,98.3%, 311 , 3 , 85 , 23 , 200 ," 2,503 ", 416 ," 1,898 ", 189 
,Estimated total,100.0%, 317 , 3 , 86 , 24 , 204 ," 2,572 ", 425 ," 1,951 ", 196 
,"Rate per 100,000 inhabitants",,186.0,1.8,50.5,14.1,119.7,"1,508.8",249.3,"1,144.5",115.0
"St. Joseph, MO-KS M.S.A.2, 3",,"126,765", ,,,,, ,,,
,"Includes Doniphan County, KS and Andrew, Buchanan,2 and DeKalb Counties, MO",,,,,,,,,,
,"City of St. Joseph, MO2, 3","76,409",, 8 ,, 65 , 301 ," 3,768 ", 716 ," 2,491 ", 561 
,Total area actually reporting,99.8%, 589 , 9 , 164 , 72 , 344 ," 4,382 ", 852 ," 2,897 ", 633 
,Estimated total,100.0%, 589 , 9 , 164 , 72 , 344 ," 4,386 ", 853 ," 2,899 ", 634 
,"Rate per 100,000 inhabitants",,464.6,7.1,129.4,56.8,271.4,"3,459.9",672.9,"2,286.9",500.1
"St. Louis, MO-IL M.S.A.2, 4, 5, 7",,"2,806,936",,,,,,,,,
,"Includes Bond, Calhoun, Clinton, Jersey, Macoupin, Madison, Monroe, and St. Clair Counties, IL and Franklin,2 Jefferson, Lincoln,5 St. Charles, St. Louis, and Warren Counties and St. Louis City, MO",,,,,,,,,,
,"City of St. Louis, MO","306,875"," 5,525 ", 187 , 309 ," 1,452 "," 3,577 "," 18,142 "," 2,979 "," 12,413 "," 2,750 "
,"City of St. Charles, MO","70,925", 147 , 7 , 33 , 19 , 88 ," 1,610 ", 134 ," 1,321 ", 155 
,Total area actually reporting,97.9%," 12,687 ", 360 ," 1,163 "," 2,603 "," 8,561 ",,," 46,749 ",
,Estimated total,100.0%," 12,775 ", 361 ," 1,176 "," 2,619 "," 8,619 ",,," 47,411 ",
,"Rate per 100,000 inhabitants",,455.1,12.9,41.9,93.3,307.1,,,"1,689.1",
"Stockton, CA M.S.A.",,"748,303", ,,,,, ,,,
,Includes San Joaquin County,,,,,,,,,,
,City of Stockton,"313,158"," 4,383 ", 33 , 193 ," 1,205 "," 2,952 "," 11,800 "," 2,329 "," 7,417 "," 2,054 "
,Total area actually reporting,100.0%," 5,950 ", 52 , 288 ," 1,656 "," 3,954 "," 22,123 "," 4,231 "," 14,163 "," 3,729 "
,"Rate per 100,000 inhabitants",,795.1,6.9,38.5,221.3,528.4,"2,956.4",565.4,"1,892.7",498.3
"Sumter, SC M.S.A.",,"140,650", ,,,,, ,,,
,Includes Clarendon and Sumter Counties,,,,,,,,,,
,City of Sumter,"39,898", 366 , 4 , 12 , 53 , 297 ," 1,873 ", 376 ," 1,411 ", 86 
,Total area actually reporting,100.0%, 955 , 10 , 40 , 103 , 802 ," 4,790 "," 1,144 "," 3,306 ", 340 
,"Rate per 100,000 inhabitants",,679.0,7.1,28.4,73.2,570.2,"3,405.6",813.4,"2,350.5",241.7
"Syracuse, NY M.S.A.",,"641,425", ,,,,, ,,,
,"Includes Madison, Onondaga, and Oswego Counties",,,,,,,,,,
,City of Syracuse,"143,129"," 1,006 ", 23 , 92 , 285 , 606 ," 4,420 ", 831 ," 3,083 ", 506 
